Time(s);X(rad/s);Y(rad/s);Z(rad/s)
2,065573448;-0,265107721;-0,311684817;-0,417361379
2,082432303;0,113617592;0,897945464;-0,26464957
2,099291886;0,713622332;1,439156175;-0,043522868
2,116152355;0,913980186;1,017671585;-0,091168955
2,133011938;0,419193924;0,80020988;-0,567629814
2,149870792;0,059863031;0,924822748;-1,290872931
2,166730376;0,01343864;0,526550353;-1,703805685
2,183590844;0,063528113;-0,116213694;-1,72335279
2,20045048;0,007330167;-0,45217967;-1,579192877
2,217309334;-0,278546363;-0,650094211;-1,268882513
2,234168917;-0,454470366;-1,016602516;-1,083184958
2,251029386;-0,345739543;-1,003163934;-1,149156451
2,267889021;-0,230900258;-0,90542835;-1,143047929
2,284747876;-0,180810794;-0,895654798;-0,980562568
2,301607459;-0,180810794;-0,719730794;-0,626271129
2,318467928;-0,144159958;-0,268925518;-0,381932259
2,335327563;-0,246782288;0,001068983;-0,385597318
2,352186417;-0,289541602;-0,075897776;-0,37093699
2,369046001;-0,261442632;-0,117435388;-0,373380393
2,385906417;-0,182032481;0,040163208;-0,397814274
2,402766105;-0,14171657;0,312753797;-0,463785768
2,419624907;-0,194249421;0,530215442;-0,577403367
2,43648449;-0,312753797;0,560757756;-0,721563339
2,453344959;-0,450805277;0,510668337;-0,802195191
2,470204594;-0,515555084;0,469130695;-0,783869743
2,487063448;-0,526550353;0,482569337;-0,719119906
2,503923032;-0,517998457;0,536323905;-0,670252144
2,520783501;-0,487456113;0,610847235;-0,664143682
2,537643136;-0,41781953;0,613290668;-0,702016234
2,55450199;-0,339631081;0,489899516;-0,737445355
2,571361573;-0,273659587;0,235634327;-0,719119906
2,588222042;-0,239452124;-0,001374406;-0,590842009
2,605081678;-0,252890766;-0,168746561;-0,429578334
2,621940532;-0,289541602;-0,23105298;-0,237772301
2,638800115;-0,269994497;-0,176076725;-0,050853033
2,655660584;-0,197914511;-0,019699825;0,100637086
2,672520219;-0,136829794;0,095139459;0,175160453
2,689379073;-0,140494868;-0,050242186;0,2521272
2,706238657;-0,194249421;-0,276255667;0,39384377
2,723099126;-0,140494868;-0,373991221;0,502574563
2,739958761;-0,01343864;-0,292137712;0,585649788
2,756817615;0,034207448;-0,075897776;0,696824014
2,773677198;0,023212196;0,222195685;0,835028231
2,790537667;0,097735561;0,575418115;0,913216651
2,807397303;0,217614338;0,954143405;1,021947503
2,824256157;0,360552609;1,244906664;1,167329073
2,84111574;0,437519342;1,538113356;1,492299795
2,857976209;0,620773554;1,809329629;1,911341071
2,874835844;0,719730794;1,821546555;2,392688751
2,891694698;0,738056183;1,775122166;2,872814655
2,908554282;0,860225678;2,247917891;3,098828077
2,925414751;0,691631794;2,249139547;3,135478973
2,942274386;0,255486876;1,497797489;2,054279327
2,95913324;0,289694309;-0,270147204;0,176382139
2,975992823;1,153432369;-0,030695075;-0,603058934
2,992853292;1,884005666;0,775776029;-0,735001981
3,009712928;3,042171955;1,343863964;-0,941468358
3,026571782;3,919348717;1,535670042;-0,99400121
3,043431365;3,304836273;1,123958945;-1,001331329
3,060291834;2,008618593;2,261356592;-1,012326598
3,077151469;0,769820273;3,142198324;-0,798530102
3,094010323;-0,091627091;2,67306757;-0,560299635
3,110869959;-0,624285877;1,878966212;-0,494328141
3,127730428;-0,66215843;1,368297815;-0,57618165
3,144590063;-0,171037227;1,061652541;-0,676360607
3,161448917;0,435075969;0,728129923;-0,658035219
3,178308501;0,585344374;0,664601803;-0,767987728
3,195168969;0,367882758;1,06898272;-0,953685284
3,212028605;0,172411636;1,214364409;-1,091736794
3,228887459;0,11606098;1,11174202;-1,212684512
3,245747042;0,041537613;0,891837001;-1,276212692
3,262607511;-0,218683317;0,713469625;-1,304311633
3,279467146;-0,811205149;0,791658044;-1,273769259
3,296326001;-1,378071427;1,649287581;-1,073411345
3,313185584;-1,362189412;3,127537966;-0,782648027
3,330046053;-1,183822036;4,024261951;-0,322069228
3,346905688;-0,746455371;3,272919655;0,194707558
3,363764594;0,370326161;0,637724519;0,263122469
3,380624178;1,522384048;-0,863890708;-0,203564853
3,397484646;1,963415861;-0,294581085;-0,422248155
3,414344282;1,677539229;1,079977989;-0,610389113
3,431203136;1,166870952;2,075659037;-0,700794518
3,448062719;0,961626291;1,915616989;-0,737445355
3,464923188;0,339783788;0,668266892;-0,805860221
3,481782823;-0,718356371;0,4886778;-0,711789787
3,498641678;-0,869846523;2,019461155;-0,413696319
3,515501261;-0,364064962;3,43784833;0,041995749
3,53236173;0,325123459;3,722503185;0,309546858
3,549221417;0,729504347;2,81478405;-0,204786539
3,566080271;0,634212196;1,363411069;-1,107618809
3,582939855;0,795475841;0,767224133;-1,503447771
3,599800323;1,188861489;0,817313612;-1,435032964
3,616659959;1,45396924;0,304201931;-1,300646544
3,633518813;1,488176584;0,004734066;-1,188250661
3,650378396;1,208408594;-0,144312665;-1,094180107
3,667238865;0,612221658;-0,470505089;-0,986671031
3,684098501;-0,083075225;-0,66108942;-0,807081938
3,700957355;-0,665823519;-0,738056183;-0,637266398
3,71781699;-1,020114899;-0,910315156;-0,566408098
3,734677459;-1,280335903;-0,811357856;-0,491884768
3,751537094;-1,5503304;-0,720952451;-0,659256876
3,768395948;-1,473363638;-0,761268377;-0,821742296
3,785255532;-0,579083204;-0,055128966;-1,086849928
3,802116001;-0,190584347;0,627950966;-1,151599765
3,818975636;-0,108730815;0,787992954;-1,220014691
3,835834542;-0,310310394;0,80020988;-1,238340139
3,852694126;-0,550984204;0,753785491;-1,155264854
3,869554594;-0,593743563;0,750120461;-1,030652046
3,88641423;-0,496007979;0,891837001;-1,019656777
3,903273084;-0,406824261;1,057987452;-1,075854778
3,920132667;-0,348182946;1,154501319;-1,116170645
3,936993136;-0,322527349;1,133732557;-1,12838757
3,953852823;-0,309088707;0,978577316;-1,062416077
3,970711678;-0,326192439;0,807540059;-0,907260895
3,987571261;-0,344517857;0,593743563;-0,687355876
4,00443173;-0,328635812;0,383612067;-0,446682066
4,021291365;-0,2443389;0,211200446;-0,199899763
4,038150219;-0,146603346;0,258846521;0,052990999
4,055009855;-0,12216945;0,416597843;0,274117708
4,071870323;-0,162485376;0,572974742;0,462258667
4,088729959;-0,131943002;0,539988995;0,633295894
4,105588813;-0,047646087;0,709804535;0,81425941
4,122448396;0,083075225;1,225359559;1,025612593
4,139308865;0,245713309;1,781230569;1,247960925
4,156168553;0,417972237;2,168507814;1,47641778
4,173027407;0,568240643;2,647412062;1,946770191
4,18988699;0,537698329;3,059123039;2,640692711
4,206747459;0,469283402;2,972382784;3,260091782
4,223607094;0,672084689;2,578997135;3,433572531
4,240465948;0,86633414;3,037132502;2,767748833
4,257325584;1,006829023;1,905843496;1,223527074
4,274186053;1,346460104;0,441031724;0,106745556
4,291045688;1,885227323;-0,000152712;-0,482111186
4,307904542;2,355579853;0,957808495;-0,788756549
4,324764126;2,690324068;1,921725512;-1,036760569
4,341624646;3,29506278;2,773246527;-0,917034447
4,358484282;3,474651814;2,98093462;0,013896775
4,375343136;2,273726225;2,317554474;0,398730546
4,392202719;0,752716541;2,004800797;0,228915006
4,409063188;0,0219905;1,706707239;0,490357637
4,425922876;-0,004886778;1,138619304;0,408504099
4,44278173;0,613443375;0,338409394;0,39017868
4,459641313;1,584690452;0,72935164;0,276561111
4,476501782;2,018392086;1,105633497;0,355971247
4,493361469;1,851019859;0,97002542;0,249683812
4,510220323;1,596907496;0,878398359;0,10185878
4,527079907;1,710525036;0,740346849;0,043217443
4,543940376;1,716633558;0,66215843;0,033443887
4,560800011;1,209630251;0,735460103;-0,008093726
4,577658917;0,695296884;0,533880532;0,094528615
4,594518501;0,465618312;0,31153211;0,044439137
4,611378969;0,480278671;0,615734041;-0,122933008
4,628238605;0,557245433;0,976133943;-0,325734288
4,645097511;0,569462359;1,001789451;-0,511431873
4,661957094;0,531589806;0,737903476;-0,724006712
4,678817563;0,520594597;0,460578829;-0,928029716
4,695677198;0,486387134;0,620620787;-0,995222926
4,712536053;0,613443375;0,890615284;-0,930473089
4,729395688;0,739277899;1,077534556;-0,783869743
4,746256157;0,45950985;0,719578087;-0,876718521
4,763115792;-0,128277928;0,599852026;-0,91947782
4,779974698;-0,503338158;0,956586778;-0,976897478
4,796834282;-0,353069723;1,181378603;-0,929251373
4,813694751;-0,201579601;1,011563063;-1,029430389
4,830554386;-0,224791795;0,563201189;-1,238340139
4,847413292;-0,140494868;0,198983491;-1,55353725
4,864272876;0,054976255;0,068262182;-1,775885701
4,881133344;0,292137712;-0,309241414;-1,868734479
4,89799298;0,051311169;-0,6256603;-1,746564984
4,914851886;-0,404380888;-0,823574841;-1,381278396
4,931711469;-0,620620787;-0,73194772;-1,074633002
4,948571938;-0,550984204;-0,701405346;-1,007439852
4,965431626;-0,513111711;-0,639098942;-1,124722481
4,98229048;-0,83197397;-0,568240643;-1,217571259
4,999150063;-1,192373872;-0,568240643;-1,173590302
5,01601053;-1,323095202;-0,520594597;-1,101510286
5,03287022;-1,148392797;-0,549915254;-1,047755718
5,04972907;-0,879620075;-0,494938999;-0,989114404
5,06658866;-0,711026192;-0,334897012;-1,003774762
5,08344918;-0,769667566;0,141563848;-1,002553105
5,10030881;-0,530215442;-0,31779328;-0,945133448
5,11716767;-0,329857528;-1,570030212;-0,880383611
5,13402725;-0,627950966;-2,662225008;-0,763100922
5,15088777;-1,199704051;-2,94443655;-0,700794518
5,16774741;-1,101968408;-2,940771341;-0,523648799
5,18460626;-0,563201189;-2,278613091;-0,416139692
5,2014659;-0,043981001;-1,837581277;-0,410031229
5,21832637;0,255486876;-2,113684177;-0,315960735
5,235186;0,272590578;-2,287164927;-0,136371657
5,25204491;0,113617592;-1,929208398;-0,014202199
5,26890449;0,020768806;-1,675095916;0,035887275
5,28576496;-0,068414897;-1,522384048;0,062764555
5,30262465;-0,076966755;-1,297592282;-0,001985254
5,3194835;-0,059863031;-1,135106921;-0,020310672
5,33634308;-0,156376898;-0,918866992;-0,008093726
5,35320361;-0,322527349;-0,70018369;0,011453386
5,37006324;-0,489899516;-0,508377612;-0,048409645
5,38692209;-0,604738772;-0,3813214;-0,138815045
5,40378168;-0,620620787;-0,323901773;-0,164470628
5,4206422;-0,612068951;-0,311684817;-0,107050985
5,43750183;-0,570531368;-0,386208177;-0,033749312
5,45436069;-0,492342889;-0,45950985;-0,033749312
5,47122032;-0,48134765;-0,360552609;-0,041079476
5,48808079;-0,466687292;-0,138204187;0,043217443
5,50494043;-0,367730051;0,104913019;0,19226417
5,52179933;-0,239452124;0,513111711;0,386513591
5,53865892;-0,102622338;1,04088378;0,5673244
5,55551944;0,051311169;1,49046731;0,682163656
5,57237907;0,327566832;1,830098391;0,745691776
5,58923793;0,772263646;2,124526739;0,822811246
5,60609756;1,230399132;2,146517277;0,886339366
5,62295803;1,629893184;2,00724411;0,925433576
5,63981767;1,953642249;1,955932975;0,937650561
5,65667657;1,974411011;1,761683464;0,935207129
5,67353616;1,570030212;1,809329629;1,083032131
5,69039668;1,221847177;2,277238607;1,230857253
5,70725631;1,1851964;2,382304192;1,034164429
5,72411517;1,297592282;1,876522779;0,369409889
5,7409748;1,42953527;2,206380367;0,093306921
5,75783527;1,556591511;2,607096195;0,81425941
5,77469491;1,408766508;1,56132555;1,372573733
5,79155381;1,096012712;0,195318416;1,029277682
5,8084134;1,115559816;0,062153708;1,025612593
5,82527387;1,219403863;0,762337387;1,172215939
5,84213355;1,14610219;0,97002542;1,194206357
5,85899241;1,1424371;0,758672297;1,09769249
5,87585204;1,273158431;0,596186936;0,979188144
5,89271251;1,35501194;0,784327865;0,792116165
5,9095722;1,366007209;0,855186164;0,691937208
5,92643105;1,260941505;0,959030211;0,623522341
5,94329064;0,939635813;0,978577316;0,595423341
5,96015116;0,615886748;0,822200418;0,495244414
5,97701079;0,499825776;0,486234427;0,310768545
5,9938697;0,45217967;0,180658072;0,081089973
6,01072928;0,287250936;-0,035581853;-0,153475374
6,02758975;0,087962002;-0,234718055;-0,359941751
6,04444944;-0,064749807;-0,380099714;-0,563964725
6,06130829;-0,175924003;-0,463174939;-0,748440623
6,07816793;-0,195471123;-0,503490865;-0,896265626
6,0950284;-0,175924003;-0,267703801;-0,882826984
6,11188808;-0,178367406;0,267398387;-0,659256876
6,12874694;-0,442253411;0,786771298;-0,358720064
6,14560652;-0,988350868;0,047493376;-0,347724795
6,16246704;-1,204590797;-0,828461587;-0,660478592
6,17932668;-0,979799032;-0,582901001;-0,96223712
6,19618558;-0,467909008;-0,297024488;-1,106397152
6,21304517;-0,257777542;-0,128430635;-1,09295845
6,22990564;-0,280989736;0,013285927;-0,854728043
6,24676532;-0,474017471;-0,431410879;-0,767987728
6,26362418;-0,585191667;-1,506502032;-0,802195191
6,28048381;-0,502116442;-1,986628056;-0,684912503
6,29734428;-0,234565347;-1,556591511;-0,537087441
6,31420397;-0,145381644;-0,794254124;-0,412474603
6,33106282;-0,377503604;-0,251821786;-0,533422351
6,34792246;-0,787992954;0,231969252;-0,589620292
6,36478293;-0,79654485;-0,08933641;-0,594507098
6,38164262;-0,780662775;-0,443627834;-0,622606039
6,39850147;-0,97002542;-0,513264418;-0,511431873
6,41536105;-1,156944752;-0,672084689;-0,29641363
6,43222157;-1,021336675;-1,267049909;-0,238993987
6,44908121;-1,000567794;-1,566365123;-0,278088212
6,46594012;-1,185043693;-1,87545383;-0,390484124
6,4827997;-1,428160906;-2,279834747;-0,510210156
6,49966022;-1,60041976;-2,777064323;-0,60794574
6,51651986;-1,331647038;-2,846700907;-0,648261666
6,53337876;-0,588856757;-2,248070717;-0,666587055
6,55023834;-0,103844032;-1,890114188;-0,629936218
6,56709886;-0,046424393;-1,777718186;-0,46989426
6,5839585;-0,182032481;-1,723963618;-0,329399377
6,60081741;-0,27610296;-1,565143347;-0,220668569
6,61767699;-0,226013482;-1,49306345;-0,191347897
6,63453751;-0,146603346;-1,25605464;-0,147366896
6,65139715;-0,079410143;-1,048366666;-0,097277425
6,66825605;-0,097735561;-0,951852739;-0,075286925
6,68511564;-0,164928764;-0,87366432;-0,054518119
6,70197616;-0,257777542;-0,66475451;-0,066735066
6,71883579;-0,367730051;-0,465618312;-0,071621843
6,7356947;-0,502116442;-0,235939756;-0,085060477
6,75255428;-0,638946235;-0,039246935;-0,096055731
6,76941475;-0,766002476;0,057266932;-0,070400149
6,78627444;-0,814870238;0,03283304;-0,026419144
6,80313334;-0,786771298;0,024281178;0,016340164
6,81999293;-0,735460103;0,104913019;0,028557109
6,83685345;-0,676818788;0,256403148;0,063986249
6,85371308;-0,503338158;0,371395141;0,110410646
6,87057194;-0,318862259;0,570531368;0,225249931
6,88743157;-0,3151972;0,872289896;0,399952233
6,90429209;-0,334744304;1,248571754;0,573432863
6,92115173;-0,103844032;1,45503819;0,685828745
6,93801064;0,419193924;1,483137131;0,677276909
6,95487022;0,90542835;1,496575832;0,594201684
6,97173074;1,214517117;1,584537745;0,556329131
6,98859038;1,402657986;1,725032687;0,640626073
7,00544928;1,488176584;1,881409526;0,816702783
7,02230887;1,468629479;1,955932975;1,057376623
7,03916939;1,409988165;1,913173556;1,177102685
7,05602902;1,428313613;1,732362866;1,014617324
7,07288793;1,508945465;1,594311357;0,617413878
7,08974751;1,488176584;1,406170368;0,184934005
7,10660803;1,407544851;1,52589643;0,228915006
7,12346767;1,312252641;1,959598064;0,457371891
7,14032657;1,060583591;1,444042921;0,948645771
7,15718621;1,039814711;0,231969252;0,975523055
7,17404668;1,141215444;0,274881274;0,839914978
7,19090636;1,060583591;1,081199646;1,139230132
7,20776522;0,970178187;1,402505279;1,321262598
7,22462486;1,034927964;0,807540059;1,298050404
7,24148532;1,336686492;0,398272425;1,177102685
7,25834501;1,618897915;0,478904247;1,017060637
7,27520386;1,449082375;0,621842504;0,859462082
7,2920635;1,144880533;0,886950195;0,850910246
7,30892402;0,87366432;1,070204377;0,882674277
7,32578366;0,613443375;1,051878929;0,825254619
7,34264256;0,474170178;0,728129923;0,682163656
7,35950215;0,474170178;0,477682561;0,462258667
7,37636267;0,334897012;0,400715798;0,204481125
7,3932223;0,092848785;0,262511611;-0,023975754
7,41008121;-0,163707063;0,097582847;-0,253654331
7,42694084;-0,359178186;-0,050242186;-0,485776275
7,44380131;-0,4886778;-0,091779798;-0,708124697
7,460661;-0,487456113;-0,052685577;-0,813190401
7,47751986;-0,404380888;0,3151972;-0,681247413
7,49437949;-0,316418886;0,845412612;-0,358720064
7,51124001;-0,326192439;0,731795013;-0,229220435
7,52809965;-0,469130695;-0,402090222;-0,440573573
7,54495855;-0,656049967;-1,466186166;-0,604280651
7,56181814;-0,734238386;-1,556591511;-0,719119906
7,57867866;-0,646276414;-1,132663488;-0,796086669
7,59553834;-0,663380146;-0,444849521;-0,840067685
7,6123972;-0,681705535;-0,103996746;-0,824185669
7,62925683;-0,682927251;-0,122322165;-0,754549086
7,6461173;-0,586413384;-0,610999942;-0,733780265
7,66297699;-0,349404633;-0,852895498;-0,818077207
7,6798359;-0,098957255;-0,723395884;-0,766766012
7,69669548;0,034207448;-0,505934238;-0,603058934
7,713556;-0,001221695;-0,358109206;-0,484554589
7,73041564;-0,001221695;-0,488830507;-0,502879977
7,74727454;-0,086740308;-0,604891479;-0,532200694
7,76413418;-0,306645334;-0,617108464;-0,533422351
7,78099465;-0,579083204;-0,496160686;-0,563964725
7,79785433;-0,86007297;-0,245713309;-0,529757261
7,81471319;-1,097081661;-0,113770299;-0,444238663
7,83157282;-1,167939901;-0,483943731;-0,414918006
7,84843334;-1,214364409;-1,000720501;-0,417361379
7,86529298;-1,319430113;-1,656770468;-0,447903752
7,88215189;-1,41960907;-2,254179001;-0,645818293
7,89901152;-1,55766046;-2,678107023;-0,788756549
7,91587199;-1,629740477;-2,772177458;-0,791199923
7,93273168;-1,055544019;-2,202867985;-0,835180938
7,94959053;-0,605960488;-1,765501261;-0,868166685
7,96645017;-0,329857528;-1,622563004;-0,851062954
7,98331069;-0,282211423;-1,715411782;-0,704459608
8,00017032;-0,387277156;-1,434422135;-0,50532341
8,01702923;-0,400715798;-1,372115612;-0,373380393
8,03388887;-0,304201931;-1,285375357;-0,320847511
8,05074933;-0,168593839;-1,170536041;-0,359941751
8,06760902;-0,080631837;-1,125333309;-0,329399377
8,08446793;-0,059863031;-1,076465607;-0,218225181
8,10132751;-0,097735561;-0,918866992;-0,116824538
8,11818803;-0,155155197;-0,854117155;-0,027640838
8,13504772;-0,239452124;-0,613443375;-0,015423893
8,15190657;-0,331079215;-0,394760042;-0,020310672
8,16876621;-0,455692053;-0,218836024;-0,038636088
8,18562673;-0,590078473;-0,139425889;-0,053296424
8,20248636;-0,722021461;-0,194402143;-0,043522868
8,21934527;-0,80387497;-0,283585846;0,002901525
8,23620491;-0,86740309;-0,276255667;0,044439137
8,25306538;-1,073869467;-0,245713309;0,10185878
8,26992506;-1,152057886;0,025502874;0,226471618
8,28678392;-0,741568565;0,201426879;0,265565842
8,30364355;-0,365286648;0,427593082;0,258235693
8,32050407;-0,10628742;0,750120461;0,368188173
8,33736371;0,102622338;1,045770526;0,423164427
8,35422262;0,393538356;1,110520363;0,469588816
8,37108225;0,774707019;1,059209108;0,49280104
8,38794277;1,096012712;1,181378603;0,524565101
8,40480241;1,313474298;1,450151443;0,629630804
8,42166131;1,480846524;1,825211644;0,743248403
8,43852095;1,590798974;2,134300232;0,868013978
8,45538142;1,640888453;2,232035875;1,02316916
8,4722411;1,59935081;2,256469727;1,200314879
8,48910001;1,541931152;2,090319395;1,344474792
8,50595959;1,568808436;1,652952671;1,111131191
8,52282012;1,549261332;1,35608089;0,702932477
8,5396798;1,367228866;1,017671585;0,336424142
8,55653866;1,171757698;1,189930439;0,253348887
8,57339829;1,081352353;1,897291541;0,597866774
8,59025881;1,006829023;1,902178407;1,244295835
8,6071185;0,997055411;0,829530597;1,388455868
8,62397736;1,092347622;0,174549609;1,381125689
8,64083699;1,348903418;0,255181432;1,503295064
8,65769751;1,472294569;0,437366635;1,40189445
8,67455715;1,418540001;0,44958359;1,239409089
8,69141605;1,320804477;0,684148908;1,320040941
8,70827569;1,094791055;0,856407881;1,224748731
8,72513621;1,030041218;0,941926479;1,09036231
8,74199584;0,967734754;1,027445078;1,031720996
8,75885475;0,714843988;1,034775257;0,931542099
8,77571439;0,541363359;0,846634328;0,770125687
8,79257491;0,557245433;0,422706306;0,53189528
8,80943454;0,551136911;0,084144212;0,248462126
8,82629345;0,414307147;-0,050242186;-0,020310672
8,84315308;0,201732308;-0,042912021;-0,284196675
8,86001355;-0,02687728;-0,016034741;-0,546860993
8,87687324;-0,224791795;0,001068983;-0,780204654
8,89373215;-0,373838514;0,075592346;-0,895043969
8,91059178;-0,452026963;0,216087222;-0,853506327
8,9274523;-0,507003248;0,471574098;-0,583511829
8,94431194;-0,739125192;0,755007207;-0,340394646
8,96117084;-0,875954986;0,416597843;-0,447903752
8,97803048;-0,86740309;-0,322680056;-0,620162666
8,994891;-0,647498071;-0,783258915;-0,902374089
9,01175064;-0,129499614;-0,839456856;-1,168703556
9,02860954;0,123391144;-0,607334912;-1,328745484
9,04546918;0,007330167;-0,284807533;-1,238340139
9,0623297;-0,302980244;-0,094223186;-0,979340851
9,07918933;-0,577861488;-0,460731536;-0,704459608
9,09604824;-0,660936713;-1,032484531;-0,522427142
9,11290788;-0,593743563;-1,223068953;-0,478446126
9,1297684;-0,570531368;-0,978730023;-0,594507098
9,14662803;-0,583969951;-0,749051452;-0,639709771
9,16348694;-0,467909008;-0,530368149;-0,702016234
9,18034657;-0,41781953;-0,239604831;-0,732558549
