Time(s);X(m/s^2);Y(m/s^2);Z(m/s^2)
5,277767252;1,97527504;3,184547901;-3,23180604
5,294623345;2,564208508;3,636791229;-2,037189484
5,311478606;2,846860647;6,87846756;-3,155235767
5,328333866;2,38474679;10,03878784;-5,997011662
5,345189856;2,137987137;9,741779327;-6,717550278
5,36204595;2,21216464;6,821040154;-4,871787071
5,37890121;2,695813894;5,111667156;-2,398505688
5,395756418;2,992822886;4,630411148;-1,99651134
5,41261246;3,935894251;4,415056705;-1,366600871
5,429468554;5,379663467;3,747160196;-0,39960137
5,446323814;5,712564945;2,921038151;-0,866500914
5,463179023;4,697410107;4,668695927;0,352343142
5,480035064;2,583351135;10,61575794;-0,421136797
5,496891158;4,515555382;18,73879242;-4,61067009
5,513746418;12,3176527;27,08226585;-11,35484028
5,530601679;12,45912838;24,15674019;-12,53510094
5,547457668;6,535995007;13,56521034;-4,431208611
5,564313762;6,409175396;9,758528709;-1,728216171
5,581169023;7,383652687;8,504091263;0,009870393
5,598024231;8,135297775;7,01964426;3,988835335
5,614880273;5,827420235;3,914657831;2,518744946
5,631736366;6,334998131;4,948955536;2,300997972
5,648591627;5,99491787;6,77796936;0,256331116
5,665446835;5,82981348;8,015656471;-3,559622765
5,682302877;4,525126934;6,603293419;-5,625824928
5,69915897;4,326223373;6,253642082;-5,460720539
5,716014231;3,761218071;6,349354744;-5,094319344
5,732869439;2,238485575;5,741278648;-4,562813759
5,749725481;1,374377489;5,925825119;-3,020938635
5,766581575;0,246759832;6,279963017;-1,287637711
5,783436835;1,125224829;5,930611134;-1,292423368
5,800292043;3,208176851;4,654339314;-2,78883481
5,817148085;4,493721008;3,421437263;-3,485445261
5,834004179;5,827420235;2,844467878;-3,997808456
5,850859439;7,953443527;4,015156269;-6,241079807
5,867714648;10,78564835;6,787540436;-7,127022266
5,884570689;12,60748386;9,104989052;-6,853941441
5,901426783;12,62184048;6,959823608;-6,614659309
5,918282043;10,46710396;4,733302116;-7,18445015
5,935137252;8,120941162;3,452543974;-6,865905285
5,951993293;6,066702843;4,735694885;-4,629812717
5,968849387;7,651648521;8,108976364;-2,776870728
5,985704648;6,562315941;12,37059402;-1,045962572
6,002559856;8,580661774;18,31765556;-2,278864384
6,019415898;5,676672459;16,46680641;-0,418743968
6,036271991;-0,318245411;12,2796669;2,269891262
6,053127252;-1,038784146;10,38814068;2,212463617
6,06998246;0,514755964;10,06032372;0,369092882
6,086838502;1,651944876;9,97178936;-1,902892232
6,103694595;3,82821703;9,34457016;-4,402494431
6,120549856;5,961418629;10,37856865;-4,107878208
6,137405064;5,432305813;10,33549786;-6,990332127
6,154261106;3,488436222;9,837491989;-6,686443806
6,1711172;1,81495595;8,46819973;-9,339186668
6,18797246;0,258723944;7,948657513;-10,20808029
6,20482772;-0,502492726;7,891230106;-9,6693964
6,221683762;0,299401939;7,366902828;-8,007880211
6,238539804;4,338187218;6,110072613;0,383449823
6,255395064;5,511268616;4,242773533;7,079763889
6,272250325;3,89043045;5,142774105;3,63439846
6,289106366;3,818645954;7,591827869;-1,800000787
6,305962408;3,66789794;8,968598366;-2,587837696
6,322817668;3,450151205;8,992527008;-2,101795673
6,339672929;2,916252613;8,252845764;-2,094617128
6,35652897;2,497209549;8,149654388;-2,408077002
6,373385012;2,693420887;8,77477932;-3,145664454
6,390240325;3,150749207;8,815457344;-3,849453449
6,407095533;3,177070379;8,508877754;-5,187639713
6,423951575;2,147558212;7,350152969;-5,824429512
6,440807668;1,434198022;5,382355213;-4,730311394
6,457662929;1,87956214;4,812564373;-2,412862539
6,474518137;3,409473181;5,899205208;-1,857428551
6,491374179;4,637589455;7,026822567;-3,375375509
6,508230273;2,808276415;8,793922424;-6,518946171
6,525085533;1,73360002;7,745267868;-5,805286884
6,541940793;2,434996128;6,083751678;-3,056830883
6,558796835;3,026322365;5,832206249;-2,465504646
6,575652877;3,754039526;4,721338272;-2,104188442
6,592508137;4,465006828;4,501198292;-1,261316657
6,609363398;4,065405846;4,300201416;-1,467398524
6,626219439;3,227319479;6,25842762;0,115154587
6,643075481;2,401496649;12,04008579;-0,366101861
6,659930793;3,991228104;19,62952042;-6,64815855
6,676786002;12,41366482;27,45345306;-12,05175018
6,693642043;10,99621677;22,1937294;-10,24636555
6,710498137;6,90718174;13,67528057;-2,329113722
6,727353398;6,701099873;9,643673897;-0,258125752
6,744208658;8,726624489;8,041977882;4,984847546
6,7610647;6,950252533;3,337688446;4,556233406
6,777920741;6,160022736;2,23878479;5,032704353
6,794776002;6,619743824;4,216153622;3,009572744
6,811631262;6,423532486;6,500401974;-2,472683191
6,828487304;5,796313763;7,450651646;-7,979166031
6,845343398;4,747659206;7,374081135;-8,563314438
6,862198658;3,349353552;7,723732471;-6,379863262
6,879053866;1,168594718;7,738089561;-3,873381615
6,895909908;-0,265603304;6,65114975;-2,089831591
6,912766002;-0,117248312;6,95743084;-1,124925733
6,929621262;1,431805253;6,672685146;-1,663609982
6,946476523;2,461317301;5,032704353;-2,494218588
6,963332564;3,63439846;2,940180779;-2,834298372
6,980188658;4,010370731;1,757528186;-2,906083107
6,997043918;5,446662426;2,162214279;-5,321936607
7,013899179;8,621339798;5,734100342;-7,373483181
7,03075522;12,98345566;10,98215866;-8,565707207
7,047611262;18,15464401;11,25494003;-8,666205406
7,064466523;15,02782345;5,461318493;-6,923333168
7,081321783;10,28764153;3,083750248;-7,644171238
7,098177825;5,58066082;2,38474679;-4,703989983
7,115033918;3,431008577;4,577768803;-1,733001828
7,131889179;4,934299469;9,617352486;-1,292423368
7,148744439;4,522733688;15,64816284;0,577268481
7,165600481;4,261617184;14,01296806;1,860419631
7,182456523;8,030014038;13,91007614;-0,777667344
7,199311835;5,93031168;10,91246796;-1,742573142
7,216167095;2,344068766;11,24536896;-0,732203722
7,233023137;0,189332098;9,591031075;-1,251745343
7,249879179;0,368793786;8,657232285;-4,53170681
7,266734491;1,757528186;8,556734085;-2,882154942
7,2835897;4,498506546;8,688339233;-5,455934525
7,300445741;5,384449005;9,945467949;-8,065307617
7,317301835;4,335794449;9,827920914;-8,424530029
7,334157095;2,645564556;8,985347748;-9,619147301
7,351012356;2,219342947;9,104989052;-9,755537987
7,367868398;2,214557409;9,260522842;-8,810073853
7,384724491;2,906681299;8,796315193;-7,438089371
7,401579752;4,206582069;6,801897526;-1,512862086
7,418435012;4,237689018;4,477270126;5,343770981
7,435291054;2,420639277;5,221737385;3,629612923
7,452147148;2,554637194;7,273582458;-1,809572101
7,469002408;3,043072224;8,626125336;-3,428017616
7,485857668;3,325425386;8,484949112;-2,6620152
7,50271371;3,789932013;8,149654388;-2,168794632
7,519569804;4,108476639;8,193024635;-2,192722797
7,536425064;4,484149456;8,492127419;-2,781656265
7,553280325;4,342973232;8,592626572;-4,720739841
7,570136366;2,549851656;6,97178793;-6,267400742
7,58699246;1,776670814;4,266701698;-5,824429512
7,60384772;2,152343988;1,987538338;-3,059223652
7,620702981;2,492423773;3,320938826;-3,040081263
7,637559023;1,709671736;5,525924683;-4,955535889
7,654415064;0,888335407;7,84098053;-5,297709465
7,671270377;1,283450246;8,494520187;-5,199603558
7,688125637;2,317747831;7,800302505;-4,002593994
7,704981679;4,778766155;6,023931026;-1,196710467
7,721837773;6,361319065;4,939383984;-0,760917604
7,738693033;6,713063717;5,169095039;-1,22542429
7,755548293;5,590231895;5,889633656;0,19411774
7,772404335;3,643969774;9,895218849;0,43609193
7,789260429;4,589733124;16,10788345;-3,777668715
7,806115689;12,58116245;25,94986153;-10,32532883
7,82297095;13,17009544;25,28675079;-11,84566879
7,839826991;6,497709751;14,43679619;-3,569194078
7,856683085;5,36052084;9,811170578;-0,171984121
7,873538345;6,557530403;8,094619751;5,341378212
7,890393606;5,796313763;4,110869408;5,030311584
7,9072497;4,857728958;4,245166302;4,898705959
7,924105741;4,474578381;4,673481941;2,157428741
7,940961054;4,120440483;4,668695927;-3,234198809
7,957816314;4,247260094;5,655137062;-7,878667831
7,974672356;4,39800787;6,045466423;-8,254639626
7,99152845;3,655933857;6,849753857;-6,444768906
8,00838371;2,291426897;7,295117855;-4,249353886
8,02523897;1,541875124;7,474579811;-0,794417143
8,042095012;1,24516511;8,243273735;0,007477571
8,058951106;1,381555915;7,699804306;-2,006082773
8,075806418;2,344068766;6,203392506;-3,65563488
8,092661627;3,660719633;4,410271168;-4,524528503
8,10951772;4,96779871;2,925823927;-4,761716843
8,126373814;6,131309032;1,048953652;-5,771787167
8,143229075;9,643673897;2,77746892;-7,632206917
8,160084335;13,19880962;5,913562298;-8,491529465
8,176940377;15,47318745;8,501698494;-7,241877556
8,19379647;14,94168186;7,948657513;-6,15733099
8,210651783;11,86301613;6,514758587;-6,267400742
8,227507043;7,469794273;7,149155617;-5,146961689
8,244363085;6,430710793;8,350951195;-3,143271685
8,261219179;5,300700188;10,19910717;0,117547415
8,278074491;3,334996462;9,907182693;0,926919699
8,2949297;2,894717216;10,06032372;-1,759322882
8,311785793;2,90428853;10,47458076;-2,776870728
8,328641887;3,419044495;10,79043388;-1,725823283
8,345497148;3,337389469;12,02572823;-0,583848715
8,362352408;2,18105793;11,53998566;0,534197629
8,37920845;3,339782238;10,05314541;-1,845464468
8,396064543;5,04676199;9,270093918;-5,848357677
8,412919856;5,899205208;9,164810181;-4,941178799
8,429775116;4,697410107;8,652446747;-5,532505035
8,446631158;3,94815731;9,392427444;-6,032904148
8,463487252;2,631207705;9,229415894;-7,100701332
8,480342564;1,470090389;8,530412674;-8,781359673
8,497197825;1,539482236;7,781160355;-9,880263329
8,514053866;3,323032379;7,218547821;-10,36151981
8,53090996;5,561518192;6,483652115;-8,484351158
8,547765273;6,669992924;5,695815086;-2,537588358
8,564620533;6,935895443;3,998406649;8,875278473
8,581476575;3,387937784;4,235595226;6,370890141
8,598332668;2,595315218;6,945466995;-0,643669307
8,615187981;3,090928555;9,057132721;-3,672384501
8,632043241;3,433401346;9,40199852;-2,997010469
8,648899283;3,742075443;8,726922989;-2,803191662
8,665755377;3,44297266;7,637590885;-3,095415115
8,682610689;2,755634308;7,161119938;-3,29641223
8,69946595;2,252842426;7,536793232;-4,311567307
8,716322043;2,015953064;7,738089561;-4,790431023
8,733178137;2,063809633;6,287141323;-4,773681164
8,750033398;2,305783749;4,654339314;-3,744169235
8,766888658;2,643171787;4,022335052;-3,322733402
8,783744752;1,668694735;6,313462734;-5,132604599
8,800600845;-0,296710014;8,870492935;-6,099903107
8,817456158;0,105583303;8,149654388;-4,215854168
8,834311418;2,28903389;7,551149845;-3,854238987
8,85116746;4,103690624;7,144370079;-3,270091295
8,868023554;5,798706532;5,350949764;-1,184746265
8,884878866;6,7202425;4,113262177;-0,346959293
8,901734127;5,872884274;3,268296719;-0,974177897
8,918590168;3,969692707;6,203392506;1,120738268
8,935446314;2,18105793;12,329916;0,426520646
8,952301575;4,637589455;18,81057739;-5,642574787
8,969156835;13,55803204;27,1755867;-11,36201954
8,986012929;11,35065365;23,15354919;-10,68215847
9,002869023;6,200999737;14,4009037;-2,226222277
9,019724335;5,317450047;10,18235779;-0,040378883
9,036579595;7,529614449;8,36052227;5,930611134
9,053435689;6,821040154;3,028715372;3,419044495
9,070291783;6,445067883;2,454138756;4,364807606
9,087147095;7,41236639;3,220440149;2,06410861
9,104002356;7,000501633;5,283950806;-3,782454491
9,120858398;6,334998131;6,351747513;-7,605885983
9,137714491;5,542375565;7,297510624;-7,928916931
9,154569804;3,720540047;7,862515926;-5,577968597
9,171425064;0,981655479;6,725327015;-3,322733402
9,188281158;-0,413958311;6,346961975;-0,964606643
9,205137252;-0,279960245;7,1563344;-1,098604679
9,221992564;0,890728235;7,208976269;-2,578266382
9,238847825;1,66151619;5,863312721;-3,495016575
9,255703918;3,32063961;4,752444744;-3,988237143
9,272560012;4,551447868;3,361616611;-4,134199142
9,289415325;6,162415504;2,906681299;-5,678467274
9,306270585;9,497411728;5,075775146;-6,466304302
9,323126627;13,6226387;8,374878883;-6,492625237
9,339982773;17,1490612;8,606983185;-6,624230385
9,356838085;14,776577;6,126822472;-7,962416649
9,373693345;11,55882931;4,383950233;-9,815657616
9,390549439;6,07148838;5,315057278;-6,839584351
9,407405533;5,494519234;9,57906723;-3,100200891
9,424260845;6,847361088;14,41047573;-2,106581211
9,441116106;5,204987526;15,36551094;-1,749751568
9,457972148;-0,859322429;9,897611618;2,765504837
9,474828293;-0,174676046;6,720541477;2,243570328
9,491683606;2,911466837;9,069096565;-0,46420759
