Time(s);X(rad/s);Y(rad/s);Z(rad/s)
0,714369;0,081853531;0,55587101;-0,446682066
0,73122494;0,433854252;1,00545454;-0,866944969
0,74807999;0,415528834;1,450151443;-0,924364626
0,76493588;-0,003665084;0,928487837;-0,989114404
0,78179254;-0,334744304;-0,020921519;-1,27010417
0,79864848;-0,430036485;-1,397771239;-1,392273664
0,81550359;-0,802653313;-2,575484753;-1,235896707
0,83235947;-1,77390039;-2,272504568;-1,018435121
0,84921614;-2,770803213;-2,05259943;-1,070967913
0,86607208;-3,716394663;-2,09169364;-1,102732062
0,88292713;-3,419523001;-3,56017065;-1,182142138
0,89978301;-2,21981883;-3,260855436;-0,912147641
0,91663968;-1,472141862;-1,201078415;-0,622606039
0,93349562;-1,271783948;-0,755159915;-0,474781036
0,95035067;-1,386623263;-0,635433853;-0,405144453
0,96720655;-1,464811683;-0,391094953;-0,383153945
0,98406322;-1,477028728;-0,260373652;-0,414918006
1,00091916;-1,390288353;-0,1797418;-0,568851531
1,01777421;-1,262010455;-0,072232686;-0,766766012
1,0346301;-1,211920977;-0,262817025;-0,918256164
1,05148676;-1,324316859;-0,722174168;-0,908482611
1,0683427;-1,20703423;-1,060583591;-0,638488114
1,08519775;-0,857629538;-1,148545504;-0,166914016
1,10205369;-0,526550353;-0,768598557;0,340089202
1,11891036;-0,353069723;-0,640320659;0,603975236
1,13576629;-0,256555855;-0,956739545;0,726144671
1,15262135;-0,034207448;-0,939635813;0,931542099
1,16947723;0,453401387;-0,488830507;1,163663983
1,1863339;1,132663488;-0,050242186;1,346918225
1,20318984;1,687312841;0,060932014;1,486191392
1,22004489;1,936538577;0,192875028;1,783063173
1,23690077;2,094137192;0,907719016;2,282736301
1,25375744;2,531503677;1,607749939;3,024304867
1,27061338;2,822267056;1,909508586;3,611939907
1,28746843;2,540055513;0,252738059;2,922904253
1,30432432;1,854684949;-1,348903418;0,831363142
1,32118103;1,336686492;-1,091125965;0,128736064
1,33803697;1,300035715;-0,233496368;0,060321167
1,35489202;1,446639061;0,230747551;-0,171800792
1,37174791;1,76916635;0,678040445;-0,407587826
1,38860458;2,305490255;0,707361102;-0,57251662
1,40546051;1,997623205;-0,801584303;-0,213338405
1,42231556;1,475959659;0,084144212;0,067651331
1,43917145;0,885881245;1,640735745;0,106745556
1,45602812;0,330010235;2,238144398;0,052990999
1,47288405;-0,092848785;1,922947168;-0,085060477
1,48973911;-0,216239929;1,38051486;-0,141258434
1,50659504;0,144312665;0,798988223;-0,249989241
1,52345171;0,745386362;0,444696814;-0,430800021
1,54030765;1,066691995;0,225860775;-0,563964725
1,5571627;0,966513097;0,135455385;-0,676360607
1,57401859;0,62932539;0,223417386;-0,654370129
1,59087525;0,233496368;0,261289924;-0,562743008
1,60773119;-0,172258928;0,247851282;-0,39903596
1,62458624;-0,441031724;0,423927993;-0,307408869
1,64144213;-0,405602574;0,945591569;-0,188904509
1,65829879;-0,34329617;1,661504507;-0,059404895
1,67515478;-0,217461631;1,87285769;0,029778805
1,69200984;0,092848785;1,213142633;-0,13026318
1,70886572;0,505934238;0,372616828;-0,235328913
1,72572239;0,797919214;-0,117435388;-0,207229927
1,74257832;0,817466319;-0,162638083;-0,24876754
1,75943338;0,634212196;0,004734066;-0,347724795
1,77628926;0,392316639;0,051158458;-0,463785768
1,79314593;0,19562383;0,122016743;-0,534644067
1,81000187;0,136982501;0,327414125;-0,308630586
1,82685692;0,201732308;0,280989736;0,691937208
1,84371286;0,12583454;-0,48760882;1,484969735
1,86056952;-0,289541602;-0,812579572;0,221584842
1,87742546;-0,416597843;-0,110105217;-0,312295675
1,89428051;-0,161263675;0,439810038;-0,280531615
1,9111364;0,198067218;0,569309652;-0,085060477
1,92799307;0,160194695;0,428814769;-0,313517362
1,944849;-0,338409394;0,583969951;-0,440573573
1,96170405;-0,461800516;0,704917729;-0,704459608
1,97855999;-0,219905019;0,707361102;-1,042868972
1,99541666;-0,158820286;0,72568655;-1,4008255
2,0122726;-0,108730815;0,625507593;-1,477792263
2,02912765;-0,213796541;-0,237161443;-1,290872931
2,04598353;-0,612068951;-1,686091185;-1,114948988
2,0628402;-1,528339863;-1,937760234;-1,161373377
2,07969614;-2,759807825;-1,863236904;-1,262773991
2,09655119;-3,806800127;-2,434989929;-1,355622768
2,11340708;-4,244166851;-2,816158533;-1,378834963
2,13026379;-2,936953545;-3,705552101;-1,194359064
2,14711973;-1,4941324;-1,56392169;-0,802195191
2,16397478;-0,744011939;-0,460731536;-0,551747799
2,18083067;-0,858851254;-0,560910523;-0,433243424
2,19768734;-1,078756213;-0,460731536;-0,50165832
2,21454327;-1,150836229;-0,367882758;-0,631157935
2,23139838;-1,150836229;-0,3813214;-0,720341623
2,24825426;-1,059209108;-0,366661072;-0,745997191
2,26511093;-0,976133943;-0,475391865;-0,677582324
2,28196687;-0,90283227;-0,639098942;-0,495549828
2,29882192;-0,745233655;-0,83457005;-0,198678076
2,3156778;-0,447140187;-0,73194772;0,183712319
2,33253447;-0,329857528;-0,641542316;0,46836713
2,34939041;-0,465465605;-0,868777514;0,623522341
2,36624551;-0,384833783;-0,946965993;0,827698052
2,3831014;0,042759307;-0,648872495;1,069593549
2,39995806;0,618330121;-0,266482115;1,371352077
2,416814;1,317139387;0,163554356;1,669445515
2,43366905;1,892557502;0,48134765;1,913784504
2,45052494;2,200424433;0,978577316;2,30106163
2,46738161;2,406890869;1,619966984;3,007200956
2,4842376;2,759960651;1,689603567;3,846505165
2,50109265;2,907785654;0,0865876;3,654699087
2,51794853;2,574263096;-1,80826056;0,899778009
2,5348052;1,866901994;-1,263384819;-0,165692315
2,55166114;1,66654408;-0,430189192;-0,201121464
2,56851619;1,732515574;-0,107661828;-0,491884768
2,58537213;2,260287523;-0,32145837;-0,767987728
2,60222879;2,979865551;-1,625006437;-0,832737505
2,61908473;2,221193314;-1,169314384;-0,408809543
2,63593978;1,496728539;1,282779217;-0,17790927
2,65279567;1,11433816;3,205726385;-0,217003495
2,66965234;0,746608079;3,579565048;-0,495549828
2,68650827;0,309241414;2,649855375;-0,595728815
2,70336338;0,172411636;1,393953443;-0,424691558
2,72021926;0,545028448;0,253959745;-0,479667813
2,73707593;0,982395113;-0,531589806;-0,616497576
2,75393187;0,977508307;-0,80280602;-0,748440623
2,77078692;0,406976998;-0,19928892;-0,864501596
2,78764286;-0,504559815;0,630394399;-0,921921253
2,80449952;-1,159388065;0,855186164;-0,873053432
2,82135546;-1,4513731;0,755007207;-0,827850759
2,83821051;-1,359745979;0,957808495;-0,794865012
2,8550664;-0,894280374;1,5930897;-0,709346354
2,87192307;-0,561979473;2,251583099;-0,379488856
2,888779;-0,486234427;2,641303539;-0,023975754
2,90563411;-0,219905019;1,902178407;0,183712319
2,92248999;0,449736297;0,58763504;0,302216679
2,93934666;0,882216156;-0,468061715;0,408504099
2,9562026;0,906650066;-1,279266834;0,254570603
2,97305765;0,979951739;-1,918213129;0,302216679
2,98991359;1,172979474;-2,290829897;0,52823019
3,00677025;0,684301615;-2,031830788;1,05859828
3,02362619;-0,37872529;0,712247908;1,371352077
3,04048124;-0,572974742;1,354859233;0,712706029
3,05733713;-0,142938256;0,392163932;0,132401139
3,07419379;0,068414897;0,361621589;-0,215781793
3,09104978;0,326345146;0,66215843;-0,777761281
3,10790484;0,6965186;0,79287976;-1,182142138
3,12476072;0,531589806;0,928487837;-1,279877663
3,14161739;0,058641337;0,988350868;-1,007439852
3,15847332;-0,084296919;0,689035714;-1,09295845
3,17532843;-0,272437871;-0,165081471;-1,441141367
3,19218432;-0,59496522;-1,646996975;-1,623173833
3,20904098;-1,296217918;-2,968870401;-1,481457353
3,22589692;-2,32610631;-2,862582922;-1,336075664
3,24275197;-3,470834017;-2,510735035;-1,37272656
3,25960786;-3,77381444;-3,247416735;-1,3446275
3,27646458;-2,578997135;-3,924235582;-1,15648663
3,29332051;-1,605306625;-2,006175041;-0,742332161
3,31017556;-1,411057115;-1,136328578;-0,513875246
3,32703145;-1,736027956;-0,751494825;-0,344059706
3,34388812;-1,827654958;-0,145534366;-0,254876018
3,36074411;-1,674943209;0,161110967;-0,249989241
3,37759916;-1,35608089;0,30786702;-0,325734288
3,39445504;-0,968803763;0,318862259;-0,449125439
3,41131171;-0,740346849;0,152559102;-0,57251662
3,42816765;-0,701252639;-0,251821786;-0,534644067
3,44502275;-0,646276414;-0,833348393;-0,289083451
3,46187864;-0,465465605;-1,094791055;0,092085227
3,4787353;-0,283433139;-0,84190023;0,368188173
3,49559124;-0,345739543;-0,706292152;0,456150204
3,51244629;-0,503338158;-0,807692766;0,559994221
3,52930223;-0,500894725;-0,684301615;0,706597567
3,5461589;-0,254112452;-0,465618312;0,871679068
3,56301484;0,271368891;-0,202954009;1,045159698
3,57986989;1,026376128;0,013285927;1,164885759
3,59672577;1,731293797;0,37872529;1,229635477
3,61358249;2,156443596;0,893058717;1,559493065
3,63043843;2,381235361;1,131289124;1,999303102
3,64729348;2,692767382;1,503905892;2,65168786
3,66414937;2,922446012;1,214364409;3,442124367
3,68100603;2,527838707;0,487456113;3,350497246
3,69786202;1,714190125;-1,127776742;1,691436052
3,71471708;0,818688035;-2,239518881;0,513569832
3,73157296;0,640320659;-1,815590739;0,258235693
3,74842963;0,927418828;-1,158319116;-0,190126211
3,76528556;1,709303379;-0,23105298;-0,645818293
3,78214067;3,007964611;-0,680636585;-0,814412117
3,79899655;2,6365695;-0,461953253;-0,127819791
3,81585322;2,025722265;1,66028285;0,104302168
3,83270916;1,298813939;3,029802322;0,10185878
3,84956426;0,315349907;2,587548971;0,038330667
3,86642015;-0,387277156;1,349972486;0,150726557
3,88327682;-0,252890766;0,150115714;0,089641832
3,90013275;0,448514611;-0,878551066;-0,159583852
3,9169878;0,755159915;-1,170536041;-0,357498348
3,93384374;0,601226389;-0,182185188;-0,554191172
3,95070041;0,141869277;1,029888511;-0,799751759
3,96755635;-0,191806033;1,315765023;-0,931694806
3,9844114;-0,320083976;1,150836229;-0,924364626
4,00126728;-0,392163932;1,167939901;-0,860836506
4,018124;-0,437366635;1,353637576;-0,775317907
4,03497994;-0,389720559;1,545443535;-0,656813502
4,05183499;-0,372616828;1,672499776;-0,378267169
4,06869088;-0,345739543;1,501462579;-0,076508619
4,0855476;-0,028098974;0,791658044;0,199594349
4,10240353;0,392316639;-0,112548605;0,437824786
4,11925859;0,833348393;-0,573127449;0,583206415
4,13611447;1,276823521;-0,747829735;0,84968853
4,15297119;1,623784781;-1,32324791;0,777455866
4,16982713;1,466186166;-2,279834747;0,29122144
4,18668218;-0,398272425;-1,039814711;-0,043522868
4,20353807;-0,905275643;2,361535549;0,054212693
4,22039473;-0,838082433;2,071993828;0,375518352
4,23725072;-0,685370624;0,664601803;0,613748789
4,25410577;-0,316418886;-0,163859785;0,382848531
4,27096166;0,128277928;-0,136982501;-0,275644839
4,28781832;0,468061715;0,847855985;-0,577403367
4,30467432;0,163859785;1,259567022;-0,975675762
4,32152937;-0,081853531;1,222916245;-1,151599765
4,33838525;-0,142938256;0,747677028;-0,908482611
4,35524192;0,177298412;0,20264858;-0,8840487
4,37209791;0,597561359;-0,414307147;-1,155264854
4,38895296;0,437519342;-0,615886748;-1,496117592
4,40580885;-0,367730051;-1,209630251;-1,608513594
4,42266551;-1,76657033;-2,09169364;-1,53887701
4,43952145;-3,390202284;-2,828375578;-1,471683741
4,45637655;-4,462850094;-3,152124643;-1,454580069
4,47323244;-4,216067791;-2,852809429;-1,441141367
4,49008911;-2,133078575;-2,724531412;-1,240783453
4,50694504;-1,292552829;-0,876107693;-0,989114404
4,52380015;-1,110520363;-0,956739545;-0,917034447
4,54065603;-1,294996142;-0,680636585;-0,78142637
4,5575127;-1,433047652;-0,097888276;-0,697129428
4,57436864;-1,441599488;0,241742805;-0,700794518
4,59122374;-1,302326322;0,499673069;-0,700794518
4,60807963;-1,101968408;0,52044189;-0,728893518
4,62493629;-0,996902704;0,219752297;-0,700794518
4,64179223;-0,907719016;-0,315349907;-0,479667813
4,65864728;-0,614512324;-0,796697557;0,000458135
4,67550322;-0,261442632;-0,859003961;0,525786758
4,69235989;-0,152711809;-0,885881245;0,811816037
4,70921582;-0,288319916;-1,077687263;0,924211919
4,72607088;-0,255334169;-1,128998399;0,988961697
4,74292682;-0,061084725;-1,0862391;1,051268101
4,75978348;0,405755281;-0,476613581;1,256512761
4,77663942;1,087460876;0,163554356;1,640124917
4,79349447;1,565143347;0,357956499;1,994416356
4,81035041;1,748397589;0,349404633;2,380471706
4,82720708;1,868123651;1,309656501;2,86059761
4,84406301;2,460645437;1,97181499;3,575289011
4,86091806;2,684215546;1,613858461;4,826303959
4,877774;2,224858522;-0,983616769;2,562504292
4,89463067;1,35501194;-2,502183199;-0,15836215
4,91148661;1,121668339;-1,813147426;-0,163248926
4,92834166;1,363563776;-1,640888453;-0,314739049
4,9451976;2,397117376;-1,645775199;-0,973232389
4,96205426;3,739759684;-2,208976507;-1,452136636
4,9789102;3,161898136;-1,231620789;-0,775317907
4,9957653;2,067259789;1,756796718;-0,298857033
5,01262119;1,148545504;4,368779659;0,068873025
5,02947786;0,207840785;4,380996704;-0,000763559
5,04633379;-0,808761776;2,537459612;-0,016645588
5,0631889;-0,80387497;0,681705535;-0,02519745
5,08004478;0,162638083;-0,536476612;-0,229220435
5,09690145;0,883437872;-1,301257372;-0,451568842
5,11375739;0,987281859;-0,918866992;-0,644596577
5,13061249;0,670862973;0,168441132;-1,072189689
5,14746838;0,268925518;0,946813226;-1,36539638
5,16432504;-0,059863031;1,029888511;-1,329967141
5,18118098;-0,345739543;1,07264781;-1,178477049
5,19803609;-0,678040445;1,205812454;-1,086849928
5,21489197;-0,886950195;1,523453116;-0,791199923
5,23174864;-0,967582047;2,340766668;-0,460120708
5,24860458;-0,548540831;2,45316267;-0,097277425
5,26545963;0,218836024;1,466033459;0,282669574
5,28231557;0,610999942;-0,534033239;0,357192934
5,29917223;0,910315156;-1,984184623;0,258235693
5,31602817;1,483289838;-2,124679565;0,668725014
5,33288327;1,882784009;-1,463742733;0,844801784
5,34973916;1,625006437;-0,508377612;0,797002971
5,36659583;0,185850278;0,317640573;0,140953004
5,38345176;-0,634059429;0,863738;-0,129041478
5,40030687;-0,646276414;1,604084849;0,178825542
5,41716275;-0,505781531;1,370741248;0,704154193
5,43401942;-0,226013482;0,224639073;0,723701298
5,45087536;0,141869277;0,071927264;0,034665581
5,46773046;0,271368891;0,759894013;-0,792421579
5,48458635;0,014660334;1,244906664;-1,129609346
5,50144301;-0,186919257;0,787992954;-1,355622768
5,518299;-0,207688063;0,252738059;-1,356844425
5,53515405;-0,052532863;0,409267664;-1,416707516
5,55200994;0,108730815;-0,069789298;-1,250557065
5,56886661;-0,035429142;-1,46496439;-1,279877663
5,5857226;-1,093416572;-1,686091185;-1,381278396
5,60257765;-2,197828531;-2,332367659;-1,223679781
5,61943353;-3,428074837;-3,241308212;-1,029430389
5,6362902;-4,471402168;-3,391576767;-0,931694806
5,65314619;-3,786031246;-2,868691444;-1,059972763
5,67000124;-2,014574289;-2,184542418;-1,017213345
5,68685713;-1,312099934;-1,034927964;-0,809525311
5,70371379;-1,204590797;-0,880994439;-0,764322639
5,72056978;-1,396396875;-0,631768763;-0,797308385
5,73742484;-1,446486354;-0,586566091;-0,843732774
5,75428072;-1,325538516;-0,52303797;-0,870610058
5,77113744;-1,149614573;-0,289694309;-0,869388342
5,78799338;-0,979799032;-0,433854252;-0,882826984
5,80484843;-0,893058717;-0,812579572;-0,789978206
5,82170437;-0,758672297;-0,921310365;-0,606724024
5,83856103;-0,539988995;-0,865112424;-0,348946482
5,85541697;-0,326192439;-0,597561359;-0,066735066
5,87227202;-0,178367406;-0,571905732;0,151948258
5,88912796;-0,068414897;-0,712400615;0,226471618
5,90598463;-0,068414897;-0,852895498;0,247240424
5,92284056;-0,046424393;-0,906650066;0,382848531
5,93969562;0,157751307;-0,702627063;0,650399625
5,95655155;0,52303797;-0,303132951;0,942537308
5,97340822;1,026376128;-0,001374406;1,11846137
5,99026416;1,559034944;0,3151972;1,282168388
6,00711926;1,904774427;0,602295399;1,549719453
6,02397515;1,975632787;0,756228924;1,899124146
6,04083182;1,98174119;1,21802938;2,45010829
6,05768775;2,310377121;1,94371593;3,029191494
6,07454286;2,762403965;2,328549862;3,212445736
6,09139874;2,693989038;0,944369853;2,639471054
6,10825541;1,84735477;-0,706292152;1,355470061
6,1251114;0,788145661;-1,009272337;0,384070218
6,14196645;0,582901001;-0,078341164;0,23991026
6,15882234;0,950631023;0,503338158;0,029778805
6,175679;1,431978703;1,042105436;-0,152253673
6,19253499;2,033052444;1,121515512;-0,232885525
6,20939004;2,232188702;0,090252683;-0,092390649
6,22624593;1,427091956;-0,361774296;0,150726557
6,2431026;0,427745789;0,648719788;0,167830288
6,25995859;-0,283433139;1,273005724;0,132401139
6,27681364;-0,492342889;1,539335132;-0,033749312
6,29366952;-0,179589093;1,374406338;-0,293970257
6,31052619;0,371547848;0,889393628;-0,595728815
6,32738218;0,821131408;0,572974742;-0,846176148
6,34423723;0,922532082;0,289541602;-1,030652046
6,36109312;0,409420371;-0,028251685;-1,088071704
6,37794984;-1,051878929;0,675597072;-0,932916462
6,39480577;-1,588202834;1,163053155;-0,833959222
6,41166083;-1,397618532;1,243685007;-0,750883997
6,42851671;-1,087308168;1,716480851;-0,573738277
6,44537343;-0,785549581;2,598544121;-0,347724795
6,46222937;-0,48501271;2,927180052;-0,054518119
6,47908442;0,091627091;1,896069884;0,049325917
6,4959403;0,934749007;0,146450624;0,241131961
6,51279702;1,254832983;-1,172979474;0,35474956
6,52965296;1,31958282;-2,086807013;0,225249931
6,54650801;1,534600973;-2,634126186;0,406060726
6,56336395;1,789935231;-2,412999392;0,858240426
6,58022062;1,309809208;-2,4386549;1,590035439
6,59707655;-0,368951738;-0,519372881;1,174659252
6,61393161;-0,984685779;0,635281146;0,23624517
6,63078754;-0,740346849;0,580304921;-0,103385896
6,64764421;-0,065971501;0,861294627;-0,344059706
6,66450015;0,992168665;1,345085621;-0,736223638
6,68135525;1,63477993;1,611415029;-1,101510286
6,69821114;0,962848008;1,305991411;-1,150378108
6,7150678;0,090405397;0,646276414;-0,980562568
6,73192374;-0,422706306;-0,587787747;-1,013548255
6,74877885;-1,032331824;-0,907871723;-0,974454105
6,76563473;-1,452594757;-1,556591511;-0,975675762
6,7824914;-2,053668499;-2,414221048;-0,937803268
6,79934739;-2,830666304;-2,49485302;-1,001331329
6,81620244;-3,346221209;-2,507069826;-1,111283898
6,83305832;-3,241155624;-3,233978033;-1,067302823
6,84991504;-2,097649574;-3,6701231;-0,920699537
6,86677098;-1,31698668;-1,890114188;-0,671473861
6,88362603;-1,166718245;-1,015380859;-0,582290173
6,90048197;-1,475806952;-0,995833755;-0,534644067
6,91733864;-1,70304215;-0,784480572;-0,497993231
6,93419458;-1,744579792;-0,398425132;-0,422248155
6,95104963;-1,666391373;-0,111326911;-0,395370901
6,96790556;-1,467255116;0,03283304;-0,513875246
6,98476223;-1,351194143;-0,117435388;-0,666587055
7,00161817;-1,347529054;-0,441184431;-0,640931487
7,01847327;-1,318208337;-0,986060202;-0,396592587
7,03532916;-1,087308168;-1,490620017;0,017561859
7,05218582;-0,687813997;-1,38677597;0,511126459
7,06904182;-0,339631081;-1,139993668;0,802042425
7,08589687;-0,10628742;-1,153432369;0,958419323
7,10275275;0,097735561;-1,070357084;1,202758312
7,11960947;0,372769535;-0,774707019;1,521620512
7,13646541;0,756381631;-0,316571593;1,84781301
7,15332046;1,122889996;-0,012369657;2,195995808
7,17017635;1,407544851;0,008399149;2,474542141
7,18703306;1,799708724;0,464243919;2,830055237
7,203889;2,485079288;1,374406338;3,516647577
7,22074405;2,651229858;0,405602574;4,150707245
7,23759999;2,04160428;-1,690977931;1,265064716
7,25445666;1,362342119;-1,423426867;-0,462564081
7,2713126;1,539487839;-0,551136911;-0,366050214
7,2881677;1,876675487;-0,338562101;-0,54075253
7,30502359;3,034841776;-1,165649295;-1,239561796
7,32188025;3,459991693;-1,192526579;-1,042868972
7,33873624;2,563267708;-0,167524859;-0,71789825
7,35559129;1,781383276;1,847202063;-0,425913245
7,37244718;1,440530539;3,618659258;-0,210895017
7,3893039;1,224290609;4,31624651;-0,247545853
7,40615984;0,608556569;3,689517498;-0,47722441
7,42301489;-0,235787049;1,995027184;-0,267092973
7,43987082;-0,443475097;0,779441118;-0,015423893
7,45672749;0,101400644;0,085365906;-0,020310672
7,47358343;0,924975455;-0,83457005;-0,066735066
7,49043853;1,527270913;-1,523605824;-0,292748541
7,50729442;1,109451294;-1,664100647;-0,436908513
7,52415114;0,326345146;-0,498604089;-0,408809543
7,54100708;-0,223570094;0,344517857;-0,372158706
7,55786213;-0,467909008;0,999346137;-0,318404138
7,57471801;-0,52044189;1,66394794;-0,169357404
7,59157473;-0,428814769;1,94005084;0,026113721
7,60843067;-0,351848006;1,607749939;0,116519116
7,62528577;-0,309088707;0,560757756;0,13362284
7,64214166;-0,118504368;-0,169968247;0,172717065
7,65899832;0,207840785;-0,279920757;0,077424891
7,67585432;0,535254896;0,098804541;-0,0361927
7,69270937;0,652537584;0,544875741;0,071316421
7,70956525;0,540141702;0,539988995;0,333980739
7,72642197;0,305576354;-0,096666582;0,441489846
7,74327791;-0,090405397;-0,505934238;0,233801782
7,76013301;-0,563201189;-0,071010992;0,211811289
7,7769889;-0,80020988;-0,130874023;0,197150946
7,79384557;-0,704917729;-0,59389627;0,213032976
7,81070155;-0,433701545;-0,780815482;0,148283169
7,82755661;-0,111174204;-0,648872495;-0,356276661
7,84441254;-0,200357899;0,767224133;-0,460120708
7,86126921;-0,704917729;1,590646267;-0,727671802
7,87812515;-0,977355599;0,976133943;-1,223679781
7,89498025;-0,568087935;0,464243919;-1,326302052
7,91183614;0,096513867;-0,116213694;-1,292094707
7,92869286;0,422859013;-0,780815482;-1,345849276
7,94554879;-0,246782288;-0,576792538;-1,37272656
7,96240385;-1,501462579;-0,670862973;-1,377613306
7,97925978;-2,631530046;-1,835137844;-1,449693203
7,99611645;-3,585673332;-2,799054861;-1,536433578
8,01297244;-4,261270523;-3,102035046;-1,55353725
8,02982749;-3,38775897;-3,836273432;-1,597518325
8,04668338;-1,644400835;-1,987849712;-1,201689243
8,0635401;-1,088529825;-0,326345146;-0,838846028
8,08039603;-1,231468081;-0,331231922;-0,587176919
8,09725114;-1,286444306;0,05971032;-0,483332902
8,11410702;-1,092194915;0,487456113;-0,518762052
8,13096374;-0,894280374;0,621842504;-0,60794574
8,14781968;-0,780662775;0,669488609;-0,65070504
8,16467473;-0,726908267;0,580304921;-0,693464339
8,18153067;-0,72568655;0,203870267;-0,728893518
8,19838734;-0,698809266;-0,232274666;-0,606724024
8,21524332;-0,579083204;-0,606113195;-0,287861764
8,23209838;-0,437366635;-0,833348393;0,143396393
8,24895432;-0,320083976;-0,851673782;0,445154935
8,26581098;-0,328635812;-0,851673782;0,542890489
8,28266697;-0,458135456;-0,782037199;0,611305416
8,29952202;-0,590078473;-0,662311137;0,788451076
8,31637796;-0,471574098;-0,519372881;1,018282413
8,33323463;0,12583454;-0,10521844;1,211310148
8,35009062;0,916423619;0,189209938;1,359135151
8,36694567;1,797265291;0,379947007;1,444653749
8,38380161;2,355579853;0,258846521;1,658450365
8,40065827;2,685437202;0,465465605;1,844147921
8,41751421;2,992082596;1,159388065;1,998081326
8,43436932;3,354925871;1,606528282;2,768970728
8,4512252;3,174115181;0,824643791;3,20755887
8,46808192;2,557159424;-0,193180442;1,704874754
8,48493791;1,775274873;-1,192526579;0,274117708
8,50179296;1,401436329;-1,0862391;0,061542861
8,51864885;1,39044106;-0,355665803;-0,078952007
8,53550556;1,754505992;0,058488626;-0,358720064
8,5523615;2,800276518;-0,24326992;-0,68613416
8,56921661;2,748965263;-1,362342119;-0,374602079
8,58607254;2,103910685;-0,088114716;-0,182796046
8,60292921;1,385554314;1,990140319;-0,115602844
8,6197852;0,662311137;2,885642529;-0,127819791
8,63664025;0,050089475;2,493478537;0,037108973
8,65349619;-0,063528113;1,478250384;0,062764555
8,67035286;0,336118698;0,119573347;-0,164470628
8,68720885;0,745386362;-0,84190023;-0,400257677
8,7040639;0,706292152;-0,826018214;-0,534644067
8,72091984;0,398425132;0,124460131;-0,684912503
8,7377765;0,138204187;0,814870238;-0,819298863
8,75463249;-0,054976255;0,984685779;-0,791199923
8,77148754;-0,18569757;1,154501319;-0,659256876
8,78834348;-0,207688063;1,31698668;-0,485776275
8,8052002;-0,190584347;1,543000221;-0,289083451
8,82205614;-0,273659587;1,499019146;-0,065513365
8,83891124;-0,098957255;1,31698668;0,005344913
8,85576713;0,294581085;0,824643791;-0,181574345
8,87262385;0,460731536;0,224639073;-0,284196675
8,88947978;0,438741058;0,104913019;-0,247545853
8,90633489;0,21150586;0,229525864;0,020005248
8,92319082;0,030542362;0,126903519;0,603975236
8,94004749;0,063528113;0,296871781;1,245517612
8,95690348;-0,078188449;0,487456113;0,827698052
8,97375853;-0,260220945;0,223417386;0,434159696
8,99061447;-0,408045977;-0,66108942;0,320542097
9,00747114;-0,447140187;-0,756381631;-0,247545853
9,02432713;0,171189949;-0,039246935;-1,070967913
9,04118223;0,45217967;0,787992954;-1,405712247
9,05803812;-0,109952509;1,445264578;-1,046534061
9,07489484;-0,409267664;1,156944752;-0,807081938
9,09175077;-0,329857528;0,464243919;-1,050199151
9,10860588;0,037872531;-0,404533595;-1,317750216
9,12546182;0,226166204;-1,675095916;-1,350736022
9,14231848;-0,357956499;-1,941425323;-1,299424887
9,15917447;-1,563768983;-1,675095916;-1,173590302
