Time(s);X(m/s^2);Y(m/s^2);Z(m/s^2)
1,40425614;6,653243542;3,332902908;0,713659346
1,42111161;6,112166405;4,153940201;1,18055892
1,43796786;5,621338367;5,81545639;0,98913306
1,45482416;5,164309502;7,49132967;-1,622931957
1,47167968;4,488935471;8,31027317;-3,878167391
1,48853515;3,358924866;8,243273735;-4,249353886
1,50539145;2,492423773;8,006085396;-3,808775425
1,52224775;1,54905355;7,364510059;-2,915654421
1,53910322;1,630409479;6,742076874;-3,171985626
1,55595869;2,856431961;6,830611229;-3,382553816
1,57281499;3,184248686;6,708577156;-3,435195923
1,58967129;3,797110319;6,267998695;-3,480659723
1,60652682;5,142774105;5,293521881;-3,65563488
1,62338228;6,56470871;4,738088131;-3,887738705
1,64023853;7,431509018;4,913063049;-4,237389565
1,65709484;8,30279541;4,889134884;-4,893322468
1,67395036;9,100203514;5,734100342;-5,731109142
1,69080582;10,68275642;5,659923077;-5,88694191
1,70766213;10,22064304;4,620839596;-5,690431118
1,72451843;9,10977459;4,269094467;-5,412863731
1,74137395;8,307580948;4,264308929;-4,878965378
1,75822942;7,120142937;4,367200375;-4,512564182
1,77508567;5,872884274;4,805386066;-3,803989887
1,79194197;4,817050934;5,647958755;-2,800798893
1,80879749;4,797908306;7,71176815;-2,056331873
1,82565296;4,960620403;11,68594742;-2,369791746
1,84250926;9,401699066;16,37348747;-4,464707851
1,85936556;8,999705315;11,80080318;-2,599801779
1,87622103;3,057429075;6,445067883;-0,976570725
1,89307655;0,03379862;5,755635738;-0,330209523
1,9099328;1,192523003;9,684351921;-1,287637711
1,92678911;3,212962627;13,56281757;-1,876571178
1,94364463;5,781956673;12,5931263;-3,018545866
1,9605001;7,661220074;11,57348537;-3,35862565
1,9773564;7,065107822;8,963812828;-3,420839071
1,9942127;5,968596935;7,089335442;-4,052843571
2,01106817;4,759623528;6,658328056;-5,173282623
2,02792369;3,107678413;7,383652687;-7,442874908
2,04477994;1,91066885;8,635697365;-8,525029182
2,06163624;2,044667006;10,70668507;-8,496315002
2,07849176;2,892324448;10,56311512;-9,578469276
2,09534723;4,39800787;8,731708527;-9,427721024
2,11220348;5,09013176;6,100501537;-4,706383228
2,12905984;5,008476734;3,227618694;7,534400463
2,1459153;2,411067963;2,631506681;8,101798058
2,16277082;2,391925335;5,171487808;-0,780060172
2,17962708;3,529114246;7,9343009;-4,395316124
2,19648338;4,354937077;8,920742035;-3,715455294
2,2133389;4,503591537;8,772386551;-3,052045345
2,23019437;3,900001764;7,924729347;-2,640479803
2,24705067;3,126821041;7,04387188;-3,030509949
2,26390697;2,976073265;6,581758022;-3,88056016
2,28076249;2,973680258;5,820241928;-3,957130432
2,29761796;2,521137714;4,733302116;-2,815155745
2,31447421;2,521137714;4,680660248;-1,680359721
2,33133051;3,184248686;5,504389286;-3,689134359
2,34818603;2,499602318;7,036394119;-6,760621071
2,3650415;1,793420553;7,316653252;-6,430112839
2,3818978;1,869990945;5,518746376;-4,325924397
2,39875411;2,568994284;4,422235489;-3,076272726
2,41560963;3,902394533;3,797409534;-1,496112347
2,4324651;5,892026424;2,997608662;-0,545563579
2,44932135;6,636493683;2,674577475;-0,28713873
2,46617765;5,937490463;5,726922035;0,629910588
2,48303317;4,788337231;15,21954823;-0,602991283
2,49988864;9,971489906;26,67787933;-6,820441723
2,51674494;15,96401501;30,23062134;-9,774680138
2,53360124;7,101000309;14,98026657;-4,677669048
2,55045676;6,492924213;10,14167976;-2,791227579
2,56731223;7,807182312;8,825029373;-1,548754454
2,58416853;8,855836868;8,391629219;1,506281853
2,60102484;7,766504288;5,094917774;1,642672777
2,61788036;6,98614502;4,517948151;3,457329512
2,63473582;5,968596935;5,40389061;4,168296814
2,65159208;5,793920994;7,163512707;2,037787676
2,66844838;5,990132332;8,690732002;-2,898904562
2,6853039;4,623232365;7,864908695;-6,753442764
2,70215937;3,548256874;6,909574509;-7,663313389
2,71901567;2,880360365;6,538686752;-5,994618893
2,73587197;1,474876046;5,901597977;-3,650849104
2,75272749;1,455733418;6,267998695;-1,974975944
2,76958296;2,142772675;7,22094059;-1,378564954
2,78643926;2,324926376;7,467401028;-1,069890857
2,80329556;2,729313374;7,036394119;-1,929213285
2,82015109;3,861716747;6,06700182;-2,848655462
2,83700655;4,249652863;4,958526611;-3,526123285
2,8538628;4,800301552;4,029513359;-4,663312435
2,87071911;7,153642178;4,295415878;-6,042475224
2,88757463;10,75932693;6,433103561;-7,799704552
2,9044301;14,70957851;6,938288212;-8,190033913
2,9212864;14,32164192;4,867599487;-8,077271461
2,9381427;11,85583782;3,117548704;-8,381459236
2,95499822;7,342974663;2,138286114;-5,566004753
2,97185369;4,984548569;3,744767427;-2,941975355
2,98870999;6,229713917;8,630910873;-1,675574064
3,00556629;5,463412285;15,30568981;-0,344566464
3,02242182;5,918347836;16,90020752;1,192523003
3,03927728;7,338188648;13,04806232;-0,250947267
3,05613353;4,323830605;8,963812828;-0,114556387
3,07298984;4,101297855;9,789635658;-0,533599436
3,08984536;3,459722519;11,92044449;-0,468993247
3,10670083;2,171486616;12,52852058;-1,859821439
3,12355713;2,382354021;11,24776173;-3,109772205
3,14041343;4,065405846;9,416355133;-3,937987804
3,15726895;5,903990746;8,882456779;-5,353043556
3,17412442;5,86570549;8,044370651;-7,830811024
3,19098072;3,459722519;7,232904434;-10,79940701
3,20783702;1,019940615;8,09701252;-11,25673485
3,22469254;-0,406779856;10,34267712;-8,901000977
3,24154801;-0,390030086;10,63968563;-7,548159122
3,25840426;4,230510235;8,386843681;-1,704287887
3,27526062;5,532804012;4,714159489;5,983253002
3,29211614;2,973680258;4,762016296;4,070191383
3,30897161;2,971287489;6,672685146;-2,223829508
3,32582786;3,768396616;7,800302505;-2,762513638
3,34268416;4,460221291;8,108976364;-1,991725802
3,35953968;4,771587372;7,618448257;-1,821536183
3,3763952;4,433900356;7,153941631;-1,886142492
3,39325145;4,242474556;7,405188084;-3,059223652
3,41010775;3,732504129;7,579864025;-4,93878603
3,42696327;2,676671267;6,756433964;-5,728716373
3,44381874;1,683051586;5,628816128;-4,790431023
3,46067504;1,525125384;5,099703312;-2,211865425
3,47753135;2,094916344;6,028716564;-1,843071699
3,49438687;1,783849239;8,568697929;-4,522135735
3,51124234;1,438983679;10,19432163;-6,729514599
3,52809864;1,848455548;8,954241753;-5,25942421
3,54495494;2,731706142;7,000501633;-3,478266716
3,56181046;4,072584152;6,761219501;-2,118545294
3,57866593;5,29591465;6,040680885;-0,964606643
3,59552218;6,349354744;4,841278553;-0,150448725
3,61237853;6,004489422;4,331307888;-0,0738784
3,629234;5,116453171;4,185046673;-0,193519533
3,64608952;3,402294636;6,270391941;0,014656039
3,66294577;3,301496983;11,36501026;-2,15443778
3,67980208;6,830611229;18,17857361;-5,408078194
3,6966576;11,63061333;24,77438927;-11,17059326
3,71351306;6,447460651;18,39183235;-7,814061642
3,73036937;5,602196217;12,88056469;-2,623729944
3,74722567;6,155237198;9,818349838;0,043369912
3,76408119;8,111370087;7,764410496;4,47009182
3,78093666;7,36211729;3,232404232;3,9625144
3,79779296;6,466603279;2,525923491;3,9625144
3,81464926;7,256533623;4,71176672;2,758326292
3,83150478;7,52722168;7,065407276;-1,859821439
3,84836025;6,452246189;7,472187042;-7,950452328
3,86521655;5,28155756;7,012465954;-8,989535332
3,88207286;4,331008911;7,175477028;-6,681658268
3,89892838;2,57617259;6,900003433;-3,346661568
3,91578385;1,805384636;6,20817852;-0,708275497
3,93264015;2,221735716;6,844968319;-0,387637258
3,94949645;2,65513587;6,940680981;-1,912463546
3,96635197;2,866003275;6,189035892;-4,086342812
3,98320744;3,823431492;5,006382942;-4,536492825
4,00006369;4,800301552;4,333701134;-4,452744007
4,01692004;6,270391941;3,285046339;-4,752145767
4,03377556;7,872087479;3,636791229;-5,173282623
4,05063103;10,70907784;5,228915691;-5,915655613
4,06748728;13,92413425;6,689435005;-6,339185238
4,08434364;13,14856052;5,903990746;-6,597909451
4,10119916;10,75932693;5,844170094;-7,043273449
4,11805463;9,346664429;6,641578197;-6,614659309
4,13491088;9,076275826;9,102596283;-5,970690727
4,15176723;7,98215723;11,17837048;-5,372185707
4,16862275;5,789135456;9,62931633;-3,981058598
4,18547822;1,939382792;5,825027466;3,574577808
4,20233447;-0,442672193;6,177071571;1,802991867
4,21919077;0,862014353;7,642376423;-2,312364101
4,23604629;2,877967358;10,66839981;-2,338685036
4,25290182;6,052345753;14,01536083;-1,591825247
4,26975807;7,393223763;14,74786282;-0,854536772
4,28661437;6,821040154;11,62852001;-1,534397483
4,30346989;7,441080093;8,226524353;-4,979464054
4,32032536;5,415555954;5,533103466;-5,30728054
4,33718166;3,708575964;5,944967747;-4,297210217
4,35403796;3,380759239;8,779565811;-4,526921272
4,37089348;3,308675528;10,77607632;-4,768895626
4,38774895;3,045464993;11,52532959;-8,154141426
4,40460525;3,454936743;10,47697353;-10,48355389
4,42146155;4,07736969;8,041977882;-13,06421375
4,43831708;4,965405941;6,718148708;-12,59013557
4,45517254;5,204987526;5,947360516;-8,735896111
4,47202885;5,456233978;5,437390327;1,877169371
4,48888515;4,386044025;3,972085476;12,83988667
4,50574067;2,336890459;6,064609051;3,306581736
4,52259614;2,420639277;8,015656471;-3,205485106
4,53945244;2,949752092;8,070692062;-3,540480137
4,55630874;3,900001764;7,46261549;-2,793620348
4,57316426;3,847359657;6,725327015;-2,638087034
4,59001973;3,265604734;6,617650032;-2,489432812
4,60687603;2,664707184;7,264011383;-3,516551971
4,62373234;2,478066921;7,441080093;-4,648955345
4,64058786;1,89391911;6,110072613;-4,658526421
4,65744332;0,778265536;3,663112402;-2,834298372
4,67429963;0,957727253;2,928216696;-1,938784599
4,69115593;0,974476993;6,145965099;-4,936393261
4,70801145;0,462113887;9,485747337;-8,000701904
4,72486692;0,929013372;9,876076698;-7,165307522
4,74172322;1,960918188;7,175477028;-5,039284706
4,75857952;4,240081787;5,157131195;-2,032403708
4,77543504;5,437091351;4,692624092;-1,82632184
4,79229051;6,133701801;3,275475025;-0,835394204
4,80914682;6,653243542;1,54217422;0,08644072
4,82600312;6,114559174;1,448854089;1,281057477
4,84285864;5,030012131;6,916752815;0,505483806
4,85971411;6,51445961;18,59283066;-5,384150028
4,87657041;20,86002922;39,7184639;-13,17458248
4,89342671;10,0767746;21,31496429;-8,211568832
4,91028223;4,793122768;12,37298679;-3,559622765
4,9271377;5,429912567;10,28046322;-0,413958311
4,943994;10,43599701;9,033205032;5,274379253
4,9608503;9,107381821;3,929014683;4,901099205
4,97770582;7,409973621;2,056930065;4,953741074
4,99456129;6,119344711;1,092024446;4,551447868
5,0114176;6,334998131;3,53868556;1,848455548
5,0282739;6,559923172;6,267998695;-6,44237566
5,04512942;5,650351524;7,067800045;-10,56490993
5,06198489;4,072584152;7,048657417;-8,364709854
5,07884119;2,126022816;6,844968319;-3,772883177
5,09569749;0,625124931;5,853741646;-1,49132669
5,11255301;1,304985642;6,512365818;-0,75134629
5,12940848;1,896311998;7,168298244;-1,467398524
5,14626478;1,41984117;6,567400932;-3,463909864
5,16312109;1,850848317;5,178666592;-4,572384834
5,17997661;3,390330553;4,695017338;-4,867001057
5,19683208;5,358128071;4,395914078;-5,146961689
5,21368838;8,003692627;4,745266438;-5,242674351
5,23054468;13,82842159;6,155536175;-5,711966991
5,2474002;19,93340874;6,466603279;-6,509375095
5,26425567;17,84327888;3,608077526;-8,417351723
5,28111197;12,08794212;3,105285645;-9,803693771
5,29796827;6,382854462;3,593720436;-5,989833355
5,31482379;4,613661289;8,494520187;-3,049652576
5,33167926;6,741777897;14,42961788;-2,764906645
5,34853556;6,363711834;17,66621017;-3,124129057
5,36539187;3,399901867;12,60269737;-1,780858278
5,38224739;2,145165443;4,003192425;-0,299102843
5,39910286;1,398305774;2,011466503;-0,107377917
5,41595916;2,849253654;6,014359951;-2,420041084
5,43281546;4,960620403;11,80080318;-2,159223318
5,44967098;5,542375565;17,09402657;-0,442672193
5,46652645;5,480162144;18,33201218;-0,471386075
5,48338275;4,177868366;13,93400478;-3,332304716
5,50023905;4,326223373;9,08823967;-3,444767237
5,51709458;4,58255434;5,67427969;-4,038486481
5,53395004;5,693422318;6,102894306;-5,096712112
5,55080635;4,113262177;7,084549427;-6,832406044
5,56766265;2,054238319;9,018847466;-7,869096279
5,58451817;0,498006225;10,17039394;-8,764610291
5,60137369;0,622732103;8,662017822;-10,83529949
5,61822994;2,822932482;6,409175396;-11,63031483
5,63508624;4,874478817;5,693422318;-8,046165466
5,65194176;7,486543655;5,707779408;5,44696188
5,66879728;5,116453171;3,53868556;8,748458862
5,68565353;2,798705101;5,377569675;1,73360002
5,70250984;3,339782238;8,116155624;-3,509373426
5,71936536;4,821836948;9,519247055;-4,507778645
5,73622088;5,822634697;9,337391853;-3,971487284
5,75307713;5,307878971;8,370093346;-2,709871531
5,76993348;4,549055099;8,058727264;-2,233400822
5,786789;3,935894251;8,377271652;-3,693919897
5,80364447;3,270390272;6,74925518;-5,032105923
5,82050077;2,442174673;5,935396671;-5,008177757
5,83735708;1,103689432;4,948955536;-4,043272018
5,8542126;1,135095239;5,693422318;-2,20468688
5,87106806;1,81495595;8,001299858;-2,82233429
5,88792437;2,178664923;9,174381256;-4,203890324
5,90478067;2,360818624;8,654839516;-4,831109047
5,92163619;1,968096614;7,335795879;-3,854238987
5,93849166;2,147558212;6,000002861;-2,743371248
5,95534796;3,179463148;5,834599018;-2,516052961
5,97220426;3,979264021;6,01675272;-2,391327143
5,98905978;4,778766155;5,73888588;-1,567897081
6,00591525;4,884049892;5,712564945;-1,246959686
6,02277155;4,534698009;5,762814045;-1,450648785
6,03962786;3,722932816;7,515257835;-0,935892761
6,05648338;3,392723322;12,06401348;0,498305321
6,07333885;4,158725739;15,75105381;-0,945464075
6,09019515;7,156035423;18,6861496;-7,158128738
6,10705145;11,21157074;20,52264214;-11,26630592
6,12390697;6,552744865;14,73589897;-6,451947212
6,14076244;5,197809219;9,62931633;-2,712264538
6,15761874;5,202594757;7,852944851;-0,947856844
6,17447504;5,853741646;6,694220543;0,093619183
6,19133056;6,428318024;5,322235584;1,635494232
6,20818603;6,289534092;3,687339783;-1,766501307
6,22504234;6,315855503;4,417449474;-0,739382207
6,24189864;5,329414368;6,253642082;-1,091426253
6,25875416;3,629612923;7,647161961;-2,113759756
6,27560968;3,373281717;8,056334496;-3,23180604
6,29246593;2,73649168;8,482556343;-3,411267757
6,30932223;2,176272154;7,807481289;-2,843869686
6,32617775;1,841277003;6,648756981;-2,111366987
6,34303327;2,57617259;6,481259346;-2,508874655
6,35988952;2,43021059;6,363711834;-2,863012314
6,37674588;3,165106058;5,832206249;-1,227817178
6,39360135;3,751646757;4,587339878;-2,075474501
6,41045687;3,818645954;4,048655987;-3,069094181
6,42731312;5,346164227;5,042275429;-3,585943937
6,44416947;8,429914474;6,97178793;-4,814359188
6,46102494;11,36501026;8,836993217;-7,263412952
6,47788046;13,96720505;6,847361088;-8,302495956
6,49473671;14,03420353;3,704089403;-8,544171333
6,51159306;11,33390331;1,939382792;-7,627421379
6,52844859;7,120142937;2,162214279;-4,086342812
6,54530405;6,040381432;4,079762459;-1,733001828
6,56216036;7,134500027;8,181060791;-0,39960137
6,57901666;7,194320202;16,2012043;-2,068295956
6,59587218;8,319544792;18,20967865;1,096810102
6,61272765;4,594518661;12,20309639;1,544566989
6,62958395;2,027917147;8,961420059;1,6713866
6,64644025;2,921038151;10,40249729;0,833300471
6,66329577;3,179463148;12,50698471;0,107976124
6,68015124;2,137987137;13,6226387;-1,989332914
6,69700754;2,3201406;12,05922794;-5,709573746
6,71386385;3,50757885;9,210273743;-6,731907368
6,73071937;5,025226593;8,161917686;-10,22483063
6,74757484;4,441078663;7,364510059;-9,267401695
6,76443114;2,921038151;7,512865067;-11,26630592
6,78128744;1,391127229;8,41077137;-10,12433147
6,79814296;1,091725349;9,464211464;-7,869096279
6,81499848;1,59691;8,595019341;-5,901299
6,83185473;4,685445786;6,20817852;-1,39561379
6,84871109;6,19382143;4,450949192;5,032704353
6,86556655;4,716552734;4,745266438;3,75673151
6,88242208;3,797110319;6,634399891;-1,53918314
6,89927838;3,761218071;8,21216774;-3,59790802
6,91613468;3,675076485;8,499305725;-2,896511793
6,9329902;4,14197588;8,48973465;-2,259721994
6,94984567;4,335794449;8,765208244;-2,39611268
6,96670197;3,964907169;9,727422714;-3,748954773
6,98355827;3,373281717;9,559925079;-5,513362408
7,00041379;2,906681299;7,898408413;-6,437590122
7,01726926;2,19780755;5,478068352;-6,643373013
7,03412557;1,831705689;3,246761322;-4,783252239
7,05098187;2,619243383;2,25553441;-1,929213285
7,06783739;2,490031004;4,17069006;-3,284448147
7,08469286;1,714457393;5,899205208;-5,592325687
7,10154916;1,642373681;5,63838768;-5,834000587
7,11840551;2,037488461;4,10608387;-4,237389565
7,13526098;3,462115288;3,246761322;-3,145664454
7,1521165;4,771587372;4,249952316;-2,264507532
7,16897275;6,794719219;4,415056705;-0,528813779
7,18582911;7,218248844;5,870491028;1,8628124
7,20268463;5,825027466;12,22223854;1,697707653
7,2195401;9,729815483;25,70100975;-4,632205486
7,2363964;20,61805534;35,14338684;-8,670990944
7,2532527;8,815158844;16,44527245;-3,133700371
7,27010822;5,808278084;10,44586754;-1,290030479
7,28696374;8,513663292;8,947062492;-0,004486543
7,30381999;10,20149994;7,419544697;3,366402388
7,32067629;8,609375954;3,464508057;2,734398127
7,33753187;7,809575081;3,174976587;3,385545015
7,35438734;6,461817741;3,399901867;3,768695593
7,37124359;5,496912003;4,211368084;2,827718258
7,38809994;5,532804012;6,203392506;-0,823430121
7,40495546;5,202594757;8,269595146;-7,103094101
7,42181093;2,702992201;7,079763889;-10,65344429
7,43866723;1,8628124;6,253642082;-8,134998322
7,45552353;0,557826757;6,05264473;-5,867500305
7,47237905;-0,565005243;6,579364777;-4,203890324
7,48923452;0,857228696;6,885646343;-3,207877874
7,50609082;2,956930637;7,12762022;-1,941177368
7,52294718;3,940979004;7,230511665;-1,347458243
7,53980265;3,801896095;6,222535133;-2,671586514
7,55665817;4,642374992;4,766801834;-3,370589733
7,57351442;6,361319065;3,261118174;-4,711168766
7,59037077;9,286844254;2,277069807;-6,116652966
7,60722629;12,442379;2,921038151;-7,715955734
7,62408176;12,85872936;5,111667156;-7,466803074
7,64093806;11,24297619;6,682256222;-5,432006359
7,65779437;9,301200867;7,618448257;-4,304389
7,67464989;7,532007694;6,974180698;-4,02652216
7,69150541;7,474579811;6,768397808;-4,893322468
7,70836166;8,729017258;8,889635086;-5,826822281
7,72521801;9,468698502;9,289535522;-5,096712112
7,74207353;7,984549999;6,811468601;-3,07148695
7,758929;3,155534744;8,365307808;-2,020439625
7,7757853;1,381555915;9,488140106;-1,704287887
7,79264161;0,984048307;11,70269775;-0,859322429
7,80949713;2,705385208;13,56760311;-0,140877441
7,82635265;3,833002806;13,6537447;-0,198305175
7,84320895;5,394020557;10,6540432;-0,191126704
7,86006525;6,825825691;8,743673325;-4,708775997
7,87692077;8,211868286;7,340581894;-5,175675392
7,89377624;5,525625706;6,265605927;-5,05124855
7,91063254;4,302295208;7,594220638;-4,843072891
7,9274889;3,404687405;8,200202942;-5,475077152
7,94434442;2,705385208;8,46819973;-6,475875378
7,96119989;3,758825302;8,892027855;-9,518648148
7,97805619;4,488935471;8,264809608;-10,67019463
7,99491249;5,439484119;7,836194992;-9,379864693
8,01176801;5,446662426;7,512865067;-6,152545452
8,02862353;5,429912567;5,76760006;6,952645302
8,04547978;4,14197588;3,040679455;10,49372387
8,06233614;3,050250769;4,537090778;0,809372246
8,07919166;3,579363585;7,110870838;-3,559622765
8,09604713;3,866502285;8,108976364;-2,106581211
8,11290343;4,003192425;8,650053978;-1,697109461
8,12975978;3,356531858;8,437092781;-1,833500385
8,1466153;2,38474679;8,46819973;-2,161616087
8,16347077;2,049452543;8,939884186;-3,447160006
8,18032708;1,783849239;8,38923645;-5,046463013
8,19718338;1,24516511;6,754041195;-5,156532764
8,21403895;0,885942578;4,814957142;-3,964308977
8,23089442;0,991226792;4,812564373;-2,484647274
8,24775072;1,869990945;6,978966236;-1,907677889
8,26460702;2,018345833;9,289535522;-3,509373426
8,28146254;1,905883193;9,923933029;-5,656931877
8,29831807;2,07098794;8,257631302;-5,759823322
8,31517437;1,91066885;5,933003902;-3,842274904
8,33203067;3,454936743;4,824528694;-1,527219057
8,34888619;4,843372345;5,305486202;-1,723430514
8,36574171;6,744170666;5,286343575;-0,176769778
8,38259801;7,500900745;4,479662895;0,105583303
8,39945432;6,648457527;4,663910389;0,634696186
8,41630984;5,559125423;6,904788971;0,139082819
8,43316536;3,181855917;13,22542953;-0,847358346
8,45002161;5,506483078;20,80260277;-5,075176716
8,46687796;11,6401844;25,0235405;-7,933702469
8,48373348;7,833503246;18,54975891;-7,837989807
8,500589;5,528018475;12,29641628;-3,722633839
8,51744525;6,404389858;9,782457352;-1,359422326
8,53430161;7,326224804;8,551948547;0,440877587
8,55115713;8,329116821;7,096513748;3,969692707
8,56801265;6,904788971;3,600898981;2,013859272
8,58486895;7,127321243;4,269094467;2,988037348
8,60172525;7,383652687;5,305486202;1,376770377
8,61858077;6,531209469;6,100501537;-2,827120066
8,63543629;5,152345181;6,038288116;-6,087938786
8,6522926;3,988835335;6,935895443;-7,079165936
8,6691489;2,647957325;7,644769192;-6,174080849
8,68600442;0,909870803;6,95743084;-4,186841488
8,70285994;0,230010077;6,055037498;-1,579861164
8,71971624;1,791027784;6,01675272;-1,098604679
8,73657254;2,813062191;5,011168957;-2,982653379
8,75342812;3,450151205;3,576970816;-4,330709934
8,77028359;4,716552734;2,854039192;-4,639383793
8,78713989;6,131309032;2,535494804;-5,237888813
8,80399624;8,420043945;4,501198292;-6,341578007
8,82085176;11,5899353;6,835396767;-6,657730103
8,83770723;14,95125294;7,266404152;-5,398507118
8,85456353;11,13021469;5,683851242;-5,235496044
8,87141989;7,601399422;4,836492538;-5,410470963
8,88827541;5,808278084;4,826921463;-4,510171413
8,90513093;6,998108864;6,959823608;-4,400101662
8,92198723;7,065107822;9,933504105;-3,495016575
8,93884353;8,463413239;12,75374508;-2,836691141
8,95569905;10,2469635;12,18395424;-3,475873947
8,97255458;5,410770416;8,382058144;-2,14008069
8,98941088;3,315854073;8,956634521;-1,838286042
9,00626718;2,612065077;12,83510113;0,763908625
9,02312275;1,963310957;14,7837553;0,644267499
9,03997822;1,060618639;12,16241837;-0,366101861
9,05683452;2,317747831;8,108976364;-3,200699329
9,07369088;5,185844898;7,714160919;-4,007379532
9,0905464;6,861718178;7,606483936;-4,816751957
9,10740192;5,832206249;7,340581894;-6,803691864
9,12425822;3,593720436;7,331010342;-9,137890816
9,14111452;0,469292343;8,602197647;-8,984749794
9,1579701;-0,739681304;10,00050354;-8,510671616
9,17482556;0,526720107;9,576674461;-8,312067986
9,19168187;3,19382;6,950252533;-6,971189499
9,20853822;7,563114166;5,075775146;0,759122968
9,22539374;6,669992924;4,161118507;6,632007122
9,24224926;4,558626175;4,520340919;2,516352177
9,25910557;4,185046673;6,102894306;-2,085045815
9,27596192;4,199403763;7,963014603;-2,78883481
9,29281744;4,130012035;9,076275826;-2,798406124
9,30967291;3,708575964;9,490532875;-2,721835852
9,32652926;3,131606579;9,449854851;-3,399303675
9,34338557;3,208176851;9,433105469;-4,711168766
9,36024109;3,665505171;9,883255005;-4,577170849
9,37709661;3,610470295;9,940682411;-3,837489367
9,39395291;3,291925669;8,973383904;-3,24616313
9,41080926;2,892324448;7,371688366;-3,861417532
9,42766478;2,252842426;5,085346222;-4,146163464
9,4445203;2,10209465;3,311367512;-2,171187401
