"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.328806000E0,6.176156616E-1,4.305646362E0,8.457412720E0
1.338857000E0,5.581892395E-1,4.309238892E0,8.541986847E0
1.348908000E0,5.351371765E-1,4.310586090E0,8.691825256E0
1.358959000E0,5.766009521E-1,4.279151459E0,8.850794678E0
1.369010000E0,6.174659729E-1,4.273463287E0,8.956325226E0
1.379060000E0,5.680686951E-1,4.310885468E0,9.028924255E0
1.389111000E0,5.270539856E-1,4.389322357E0,9.092541962E0
1.399162000E0,5.125341797E-1,4.430037689E0,9.088949432E0
1.409213000E0,3.514691162E-1,4.397106171E0,9.002129974E0
1.419264000E0,8.861572266E-2,4.378694458E0,8.819958801E0
1.429315000E0,8.656498718E-1,4.427492981E0,9.265731812E0
1.439366000E0,6.923103333E-1,4.179608459E0,9.082363129E0
1.449417000E0,6.087840271E-1,4.335284729E0,8.888516235E0
1.459467000E0,6.057902527E-1,4.541855164E0,8.801996155E0
1.469517417E0,6.273454285E-1,4.448150024E0,8.707243195E0
1.479568417E0,6.586303711E-1,4.305945740E0,8.659941559E0
1.489619417E0,6.394702148E-1,4.267775116E0,8.675209808E0
1.499670417E0,6.280938721E-1,4.225712585E0,8.719817047E0
1.509721417E0,6.286926270E-1,4.166435852E0,8.727301483E0
1.519772417E0,5.926176453E-1,4.183949432E0,8.701255646E0
1.529822417E0,5.483097839E-1,4.201013947E0,8.670120392E0
1.539873417E0,4.725672913E-1,4.145928497E0,8.676257629E0
1.549924417E0,3.613485718E-1,4.116739197E0,8.724008331E0
1.559975417E0,2.790197754E-1,4.109404449E0,8.789122925E0
1.570026417E0,2.341131592E-1,4.099974060E0,8.872649231E0
1.580077417E0,1.691482544E-1,4.063749390E0,8.961414642E0
1.590128417E0,-2.634521484E-2,4.065994720E0,9.120234375E0
1.600179417E0,-1.821711731E-1,3.918102264E0,9.201515350E0
1.610229417E0,1.935475159E-1,3.810775452E0,9.131161652E0
1.620280417E0,7.349716187E-2,3.845503235E0,9.007369080E0
1.630331417E0,1.655557251E-1,4.029470673E0,8.867110748E0
1.640382417E0,2.013313293E-1,4.126468964E0,8.757388916E0
1.650433417E0,2.893482971E-1,4.160298615E0,8.742420044E0
1.660484417E0,3.935316467E-1,4.099225616E0,8.748856659E0
1.670535417E0,3.691323853E-1,4.163891144E0,8.720715179E0
1.680585417E0,2.716850281E-1,4.223317566E0,8.774752808E0
1.690636417E0,2.324665833E-1,4.251309357E0,8.631500702E0
1.700687417E0,1.788780212E-1,4.213438110E0,8.672216034E0
1.710738417E0,9.490264893E-2,4.214785309E0,8.668324127E0
1.720789417E0,4.041595459E-2,4.210444336E0,8.642877045E0
1.730840417E0,4.116439819E-2,4.167034607E0,8.689280548E0
1.740891417E0,7.409591675E-2,4.110152893E0,8.737031250E0
1.750942417E0,8.652008057E-2,4.090992737E0,8.771908722E0
1.760993417E0,6.556365967E-2,4.080215149E0,8.781638489E0
1.771043417E0,6.631210327E-2,4.106111298E0,8.741521912E0
1.781094417E0,6.795867920E-2,4.170028381E0,8.665779419E0
1.791145417E0,8.337661743E-2,4.183500366E0,8.597371674E0
1.801196417E0,8.786727905E-2,4.190835114E0,8.544082489E0
1.811247417E0,4.161346436E-2,4.225263519E0,8.533005524E0
1.821298417E0,7.035369873E-3,4.214785309E0,8.538843384E0
1.831349417E0,3.442840576E-3,4.199816437E0,8.608598328E0
1.841400417E0,5.987548828E-3,4.186344452E0,8.700656891E0
1.851450417E0,2.933898926E-2,4.146377563E0,8.777297516E0
1.861501417E0,6.331832886E-2,4.096082153E0,8.841513977E0
1.871552417E0,7.574249268E-2,4.064048767E0,8.848100281E0
1.881603417E0,3.802093506E-2,4.080364838E0,8.844507751E0
1.891654417E0,4.640350342E-3,4.083957367E0,8.842711487E0
1.901705417E0,5.688171387E-3,4.076921997E0,8.758586426E0
1.911756417E0,4.041595459E-3,4.080215149E0,8.689579926E0
1.921807417E0,1.032852173E-2,4.090393982E0,8.633446655E0
1.931858417E0,2.694396973E-2,4.117188263E0,8.609346771E0
1.941908417E0,7.035369873E-2,4.169579315E0,8.610095215E0
1.951959417E0,9.340576172E-2,4.200115814E0,8.649014282E0
1.962010417E0,1.157093811E-1,4.191433868E0,8.715176697E0
1.972061417E0,1.360670471E-1,4.190835114E0,8.778644714E0
1.982112417E0,1.442999268E-1,4.190236359E0,8.814719696E0
1.992163417E0,1.678010559E-1,4.187541962E0,8.854536896E0
2.002214417E0,2.013313293E-1,4.187242584E0,8.865164795E0
2.012265417E0,2.272274780E-1,4.201762390E0,8.852291565E0
2.022316417E0,2.421963501E-1,4.195475464E0,8.862919464E0
2.032367417E0,2.945874023E-1,4.153562622E0,8.870254211E0
2.042417417E0,3.391946411E-1,4.133354645E0,8.848249969E0
2.052468417E0,3.207829285E-1,4.163741455E0,8.880433044E0
2.062519417E0,2.652484131E-1,4.217928772E0,8.931027832E0
2.072570417E0,2.650987244E-1,4.261637878E0,8.955726471E0
2.082621417E0,2.592608643E-1,4.284689941E0,8.956774292E0
2.092672417E0,2.487826538E-1,4.270170135E0,8.970845032E0
2.102723417E0,2.656974792E-1,4.243974609E0,8.932524719E0
2.112774417E0,2.540217590E-1,4.225413208E0,8.886869659E0
2.122825417E0,2.348616028E-1,4.241878967E0,8.849148102E0
2.132876417E0,2.080673218E-1,4.211192780E0,8.794960785E0
2.142927417E0,1.688488770E-1,4.164489899E0,8.731343079E0
2.152977417E0,1.240919495E-1,4.111200714E0,8.714428253E0
2.163028417E0,1.098715210E-1,4.077969818E0,8.714877319E0
2.173079417E0,6.331832886E-2,4.052672424E0,8.732241211E0
2.183130417E0,3.218307495E-2,4.045187988E0,8.728349304E0
2.193181417E0,5.987548828E-3,4.063899078E0,8.717871094E0
2.203232417E0,8.831634521E-3,4.082460480E0,8.701105957E0
2.213283417E0,5.987548828E-2,4.070784760E0,8.675658875E0
2.223334417E0,1.172062683E-1,4.050576782E0,8.654852142E0
2.233385417E0,1.718426514E-1,4.069736938E0,8.647367706E0
2.243436417E0,2.151026917E-1,4.084705811E0,8.669371948E0
2.253486417E0,2.278262329E-1,4.059707794E0,8.679550781E0
2.263537417E0,2.353106689E-1,4.024980011E0,8.678802338E0
2.273588417E0,2.363584900E-1,4.001029816E0,8.668024750E0
2.283639417E0,2.148033142E-1,3.981719971E0,8.677006073E0
2.293690417E0,1.933978271E-1,3.951931915E0,8.699609070E0
2.303741417E0,1.589694214E-1,3.971690826E0,8.733438721E0
2.313792417E0,1.187031555E-1,4.033212891E0,8.798703003E0
2.323843417E0,1.100212097E-1,4.078119507E0,8.906478882E0
2.333894417E0,1.282832336E-1,4.074826355E0,8.991352386E0
2.343945417E0,1.437011719E-1,4.034111023E0,9.013955383E0
2.353996417E0,1.465452576E-1,3.986809387E0,9.018595734E0
2.364047417E0,1.321751404E-1,3.952530670E0,9.026678925E0
2.374098417E0,1.113684082E-1,3.947441254E0,9.039552155E0
2.384148417E0,9.145980835E-2,3.976031799E0,9.040001221E0
2.394199417E0,9.909393311E-2,4.023632812E0,9.029523010E0
2.404250417E0,1.222956848E-1,4.059258728E0,8.979077911E0
2.414301417E0,1.378633118E-1,4.099974060E0,8.906029816E0
2.424352417E0,1.775308228E-1,4.123026123E0,8.844956818E0
2.434403417E0,2.297721863E-1,4.140240326E0,8.790619812E0
2.444454417E0,2.736309814E-1,4.144431610E0,8.718769226E0
2.454505417E0,2.832110596E-1,4.131408691E0,8.684041443E0
2.464555875E0,2.597099304E-1,4.127965851E0,8.691376190E0
2.474606875E0,2.137554932E-1,4.127067719E0,8.731642456E0
2.484657875E0,1.734892273E-1,4.108206940E0,8.837622070E0
2.494708875E0,1.517843628E-1,4.092789001E0,8.953780518E0
2.504758875E0,1.104702759E-1,4.074976044E0,9.046288147E0
2.514809875E0,1.007405090E-1,4.068988495E0,9.098379822E0
2.524860875E0,9.879455566E-2,4.043990479E0,9.092392273E0
2.534911875E0,9.325607300E-2,4.047882385E0,9.036109314E0
2.544962875E0,1.128652954E-1,4.078269196E0,8.959468689E0
2.555013875E0,1.700463867E-1,4.104464722E0,8.867110748E0
2.565064875E0,2.335144043E-1,4.112248535E0,8.812174988E0
2.575115875E0,2.574645996E-1,4.100722504E0,8.806935883E0
2.585166875E0,2.408491516E-1,4.051624603E0,8.871451721E0
2.595217875E0,1.892065430E-1,3.978127441E0,8.945397949E0
2.605268875E0,1.369651794E-1,3.926634521E0,8.998836823E0
2.615319875E0,8.083190918E-2,3.891008606E0,8.995543671E0
2.625370875E0,3.682342529E-2,3.863914948E0,8.991202698E0
2.635421875E0,3.996688843E-2,3.868704987E0,8.992250519E0
2.645472875E0,3.547622681E-2,3.883823547E0,8.971892853E0
2.655522875E0,4.595443726E-2,3.893253937E0,8.920699310E0
2.665573875E0,5.448669434E-2,3.926933899E0,8.889713745E0
2.675624875E0,7.379653931E-2,3.955524445E0,8.898844757E0
2.685675875E0,8.861572266E-2,3.957021332E0,8.912017365E0
2.695726875E0,5.628295898E-2,3.910318451E0,8.886719971E0
2.705777875E0,-1.362167358E-2,3.844305725E0,8.871751099E0
2.715828875E0,-1.002914429E-1,3.820654907E0,8.847202148E0
2.725879875E0,-1.414558411E-1,3.785627747E0,8.796906738E0
2.735930875E0,-1.396595764E-1,3.758983154E0,8.727151794E0
2.745981875E0,-1.351689148E-1,3.786525879E0,8.689130859E0
2.756032875E0,-2.953358459E-1,3.776496735E0,8.551417236E0
2.766083875E0,-9.520202637E-1,3.520229645E0,7.886649628E0
2.776134875E0,-2.535726929E-1,3.874243469E0,8.498427429E0
2.786185875E0,-4.046086121E-1,3.634591827E0,7.367080078E0
2.796236875E0,-6.560856628E-1,3.983665924E0,7.592211914E0
2.806286875E0,5.209167480E-1,3.670966187E0,1.049991531E1
2.816337875E0,6.563850403E-1,2.889740753E0,9.315877533E0
2.826388875E0,4.302053833E-1,3.297343140E0,9.850715332E0
2.836439875E0,8.622070312E-2,3.674259338E0,9.732311554E0
2.846490875E0,-6.496490479E-2,3.552562408E0,9.459279327E0
2.856541875E0,-1.886077881E-1,3.334915009E0,9.160800018E0
2.866592875E0,-3.513194275E-1,3.418291626E0,9.052126007E0
2.876643875E0,-4.245172119E-1,3.503614197E0,9.065148926E0
2.886694875E0,-3.588038635E-1,3.503165131E0,9.127419434E0
2.896745875E0,-2.673440552E-1,3.479963379E0,9.206305389E0
2.906796875E0,-2.183958435E-1,3.426524506E0,9.242230682E0
2.916847875E0,-2.216889954E-1,3.405867462E0,9.211394806E0
2.926898875E0,-2.622546387E-1,3.420686646E0,9.191935272E0
2.936949875E0,-2.851570129E-1,3.465742950E0,9.131910095E0
2.947000875E0,-2.740800476E-1,3.490291901E0,9.069489899E0
2.957051875E0,-2.586621094E-1,3.502117310E0,9.035211182E0
2.967102875E0,-2.245330811E-1,3.522025909E0,9.036558380E0
2.977153875E0,-1.399589539E-1,3.530408478E0,9.084907837E0
2.987203875E0,-5.748046875E-2,3.507655792E0,9.143735504E0
2.997254875E0,-2.649490356E-2,3.503165131E0,9.181756439E0
3.007305875E0,-4.790039063E-2,3.500770111E0,9.162296906E0
3.017356875E0,-9.056167603E-2,3.519331512E0,9.122180328E0
3.027407875E0,-1.480421448E-1,3.523971863E0,9.055119781E0
3.037458875E0,-1.793270874E-1,3.582350464E0,9.028325500E0
3.047509875E0,-2.034269714E-1,3.626059570E0,9.022936707E0
3.057560875E0,-1.933978271E-1,3.638034668E0,9.040300598E0
3.067611875E0,-1.649569702E-1,3.627107391E0,9.084159393E0
3.077662875E0,-1.299298096E-1,3.595074005E0,9.128616943E0
3.087713875E0,-1.035845947E-1,3.572471008E0,9.150920563E0
3.097764875E0,-6.586303711E-2,3.551215210E0,9.149872742E0
3.107815875E0,-2.380050659E-2,3.519930267E0,9.142388306E0
3.117866875E0,-2.230361938E-2,3.503614197E0,9.107361145E0
3.127917875E0,-2.125579834E-2,3.532504120E0,9.057215424E0
3.137968875E0,-4.894821167E-2,3.570075989E0,9.055718536E0
3.148019875E0,-4.700225830E-2,3.572620697E0,9.058412933E0
3.158070875E0,-2.844085693E-3,3.536695404E0,9.103918304E0
3.168121875E0,1.945953369E-3,3.515439606E0,9.148226166E0
3.178172875E0,1.721420288E-2,3.494632874E0,9.147328033E0
3.188223875E0,4.924758911E-2,3.473377075E0,9.147627411E0
3.198274875E0,7.065307617E-2,3.468886414E0,9.142537994E0
3.208325875E0,6.062393188E-2,3.526217194E0,9.091045074E0
3.218375875E0,6.616241455E-2,3.573369141E0,9.059460754E0
3.228426875E0,6.047424316E-2,3.569327545E0,9.052126007E0
3.238477875E0,4.954696655E-2,3.557801514E0,9.086704102E0
3.248528875E0,3.787124634E-2,3.559298401E0,9.112001495E0
3.258579875E0,3.727249146E-2,3.531007233E0,9.091793518E0
3.268630875E0,8.083190918E-3,3.537593536E0,9.102870483E0
3.278681875E0,-4.490661621E-2,3.543132019E0,9.082363129E0
3.288732875E0,-7.993377686E-2,3.514242096E0,9.040300598E0
3.298783875E0,-9.385482788E-2,3.501219177E0,9.058412933E0
3.308834875E0,-1.609153748E-1,3.510799255E0,9.054670715E0
3.318885875E0,-2.148033142E-1,3.550017700E0,9.057664490E0
3.328936875E0,-4.340972900E-2,3.520229645E0,9.038654022E0
3.338987875E0,4.580474854E-2,3.427572327E0,9.048832855E0
3.349038875E0,1.960922241E-2,3.410657501E0,9.062304840E0
3.359089875E0,-3.981719971E-2,3.458108826E0,9.046437836E0
3.369140875E0,-7.274871826E-2,3.490740967E0,8.977281647E0
3.379191875E0,-1.261875916E-1,3.501219177E0,8.863069153E0
3.389242875E0,-3.888912964E-1,3.592678986E0,8.398135986E0
3.399293875E0,-5.313949585E-2,3.473077698E0,9.348210297E0
3.409344875E0,-1.377136230E-1,3.266956329E0,8.765921173E0
3.419395875E0,1.392105103E-2,3.357817383E0,9.389973450E0
3.429446875E0,-1.496887207E-3,3.281326447E0,9.288484497E0
3.439497875E0,-7.319778442E-2,3.236868896E0,9.131161652E0
3.449548875E0,-1.728904724E-1,3.294948120E0,9.010662231E0
3.459599875E0,-1.417552185E-1,3.278781738E0,9.104816437E0
3.469650875E0,-3.128494263E-2,3.163222046E0,9.169481964E0
3.479701875E0,2.634521484E-2,3.136727142E0,9.281000061E0
3.489752875E0,1.302291870E-2,3.145109711E0,9.334139557E0
3.499803875E0,-1.661544800E-2,3.147355042E0,9.355994110E0
3.509853875E0,-8.292755127E-2,3.129093018E0,9.397457886E0
3.519904875E0,-1.580712891E-1,3.107388153E0,9.391620026E0
3.529955875E0,-2.294728088E-1,3.083437958E0,9.357490997E0
3.540006875E0,-2.715353394E-1,3.079695740E0,9.340576172E0
3.550057875E0,-2.836601257E-1,3.069067841E0,9.307644653E0
3.560108875E0,-2.731819153E-1,3.058739319E0,9.258846130E0
3.570159875E0,-2.585124207E-1,3.071462860E0,9.195228424E0
3.580210875E0,-2.254312134E-1,3.078797607E0,9.170679474E0
3.590261875E0,-2.227368164E-1,3.096610565E0,9.138346710E0
3.600312875E0,-1.911524963E-1,3.138523407E0,9.098978577E0
3.610363875E0,-1.558259583E-1,3.161276093E0,9.104966125E0
3.620414875E0,-1.311273193E-1,3.169658661E0,9.159003754E0
3.630465875E0,-1.079255676E-1,3.182531891E0,9.189540253E0
3.640516875E0,-7.918533325E-2,3.199297028E0,9.239835663E0
3.650567875E0,-6.107299805E-2,3.211421814E0,9.282946014E0
3.660618875E0,-3.592529297E-2,3.208278351E0,9.300758972E0
3.670669875E0,-4.011657715E-2,3.200045471E0,9.297166443E0
3.680720875E0,-5.029541016E-2,3.219954071E0,9.271719360E0
3.690771875E0,-3.697311401E-2,3.248993683E0,9.227411499E0
3.700822875E0,-2.080673218E-2,3.240461426E0,9.174721069E0
3.710873875E0,-8.382568359E-3,3.213068390E0,9.120683441E0
3.720924875E0,1.496887207E-3,3.197800140E0,9.087452545E0
3.730975875E0,5.239105225E-3,3.203787689E0,9.053772583E0
3.741026875E0,1.197509766E-2,3.224744110E0,9.043294373E0
3.751077875E0,3.757186890E-2,3.227588196E0,9.019194489E0
3.761128875E0,5.523513794E-2,3.213816833E0,9.031019897E0
3.771179875E0,6.212081909E-2,3.215164032E0,9.076974335E0
3.781230875E0,7.738906860E-2,3.247945862E0,9.140741730E0
3.791281875E0,8.412506104E-2,3.252735901E0,9.177265778E0
3.801332875E0,9.295669556E-2,3.246898041E0,9.253157959E0
3.811383875E0,1.107696533E-1,3.227438507E0,9.293573914E0
3.821434875E0,1.273851013E-1,3.216810608E0,9.315129089E0
3.831485875E0,1.275347900E-1,3.230581970E0,9.317374420E0
3.841536875E0,1.251397705E-1,3.244802399E0,9.288185120E0
3.851587875E0,1.106199646E-1,3.265908508E0,9.278455353E0
3.861638875E0,1.109193420E-1,3.271147614E0,9.269024963E0
3.871689875E0,1.291813660E-1,3.263064423E0,9.299112396E0
3.881740875E0,1.589694214E-1,3.262016602E0,9.290580139E0
3.891791875E0,1.776805115E-1,3.268902283E0,9.250164185E0
3.901842875E0,1.746867371E-1,3.300935669E0,9.268725586E0
3.911893875E0,1.896556091E-1,3.316802673E0,9.247769165E0
3.921944875E0,1.929487610E-1,3.305126953E0,9.240733795E0
3.931995875E0,1.824705505E-1,3.273991699E0,9.245374146E0
3.942046875E0,1.624122620E-1,3.259471893E0,9.248816986E0
3.952097875E0,1.490899658E-1,3.247047729E0,9.250463562E0
3.962148875E0,1.562750244E-1,3.241658936E0,9.225914612E0
3.972199875E0,1.523831177E-1,3.230282593E0,9.193581848E0
3.982250875E0,1.423539734E-1,3.237916718E0,9.140442352E0
3.992301875E0,1.178050232E-1,3.229983215E0,9.105115814E0
4.002352875E0,9.205856323E-2,3.209775238E0,9.094338226E0
4.012403875E0,6.975494385E-2,3.172203369E0,9.101074219E0
4.022454875E0,5.703140259E-2,3.171305237E0,9.133706360E0
4.032505875E0,6.152206421E-2,3.167563019E0,9.193432159E0
4.042556875E0,7.469467163E-2,3.139720917E0,9.203161926E0
4.052607875E0,6.616241455E-2,3.088377686E0,9.241631927E0
4.062658875E0,6.855743408E-2,3.052302704E0,9.272318115E0
4.072709875E0,8.322692871E-2,3.038531342E0,9.263785858E0
4.082760875E0,9.924362183E-2,3.041375427E0,9.243577881E0
4.092811875E0,1.071771240E-1,3.011737061E0,9.220525818E0
4.102862875E0,1.107696533E-1,3.007994843E0,9.199868774E0
4.112912875E0,1.351689148E-1,3.030747528E0,9.136251068E0
4.122964875E0,1.654060364E-1,3.054098969E0,9.095086670E0
4.133015875E0,2.071691895E-1,3.085832977E0,9.068442078E0
4.143066875E0,2.712359619E-1,3.100352783E0,9.044192505E0
4.153117875E0,3.010240173E-1,3.110830994E0,9.058263245E0
4.163167875E0,3.209326172E-1,3.144361267E0,9.075327759E0
4.173218875E0,3.043171692E-1,3.166964264E0,9.070238342E0
