"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.940100833E-1,1.992207184E0,4.670138397E0,7.814200287E0
3.040610834E-1,1.999242554E0,5.062622223E0,7.346423035E0
3.141120833E-1,2.038910065E0,5.141059113E0,7.121889954E0
3.241620833E-1,2.357148285E0,5.262756042E0,6.964866486E0
3.342130834E-1,2.454296265E0,5.247787170E0,7.012766876E0
3.442640833E-1,2.538421326E0,4.861739960E0,7.896229706E0
3.543150834E-1,2.708018646E0,4.720134430E0,8.424181824E0
3.643660833E-1,2.742447052E0,4.690046997E0,8.565038910E0
3.744170833E-1,2.721790009E0,4.660109253E0,8.818312225E0
3.844680834E-1,2.629132690E0,4.644242249E0,8.634045410E0
3.945190833E-1,2.698887634E0,4.767436066E0,8.042325897E0
4.045700834E-1,2.829565887E0,4.908891907E0,7.586523743E0
4.146210833E-1,2.774929504E0,4.917873230E0,7.278464355E0
4.246720833E-1,2.741399231E0,4.837789764E0,7.296576691E0
4.347230833E-1,2.915038147E0,4.839286652E0,7.489675140E0
4.447740833E-1,3.175795898E0,4.918022919E0,7.665409698E0
4.548240834E-1,3.314407654E0,4.997956696E0,7.741750946E0
4.648750833E-1,3.292553101E0,5.038222961E0,7.851323090E0
4.749260833E-1,3.218756561E0,5.025200043E0,7.924221497E0
4.849770833E-1,3.192411346E0,5.045707397E0,7.864645386E0
4.950280833E-1,3.222049713E0,5.079087982E0,7.793692932E0
5.050790834E-1,3.281925201E0,5.083279266E0,7.819140015E0
5.151300833E-1,3.374881897E0,5.023254089E0,8.066725159E0
5.251810834E-1,3.526965637E0,4.897964630E0,8.479416962E0
5.352320833E-1,3.629053345E0,4.803810425E0,8.888366547E0
5.452830833E-1,3.576811981E0,4.794080658E0,9.245224457E0
5.553340834E-1,3.470532990E0,4.905748444E0,9.433383179E0
5.653850833E-1,3.348386993E0,5.129233704E0,9.345815277E0
5.754350834E-1,3.322191467E0,5.398224335E0,9.105864258E0
5.854860833E-1,3.383264465E0,5.702541504E0,8.970246277E0
5.955370833E-1,3.412004700E0,5.951174469E0,8.929231567E0
6.055880834E-1,3.286565552E0,6.086044006E0,8.955427094E0
6.156390833E-1,3.153941345E0,6.164780273E0,8.943601685E0
6.256900834E-1,3.138972473E0,6.220614166E0,8.760382690E0
6.357410833E-1,3.256178741E0,6.361171875E0,8.449329529E0
6.457920833E-1,3.451073456E0,6.658753052E0,8.184230804E0
6.558430833E-1,3.582051086E0,7.016060028E0,8.043074341E0
6.658940833E-1,3.601360931E0,7.338639221E0,8.064030762E0
6.759450834E-1,3.430416412E0,7.501949615E0,8.165968781E0
6.859960833E-1,3.059487762E0,7.461533661E0,8.390052795E0
6.960470834E-1,2.683469696E0,7.300169220E0,8.738827515E0
7.060970833E-1,2.514022064E0,7.055877228E0,9.035809937E0
7.161480833E-1,2.600841522E0,6.593937836E0,9.219328308E0
7.261990834E-1,2.961441650E0,5.912554779E0,9.174122314E0
7.362500833E-1,3.447480927E0,5.162314911E0,9.100625153E0
7.463010834E-1,3.825444946E0,4.508175201E0,9.185947723E0
7.563505833E-1,3.954476624E0,3.989503784E0,9.417665863E0
7.664015833E-1,3.837120667E0,3.500620422E0,9.526489563E0
7.764525834E-1,3.592678986E0,3.050506439E0,9.460327148E0
7.865035833E-1,3.378923492E0,2.625540161E0,9.242080994E0
7.965545834E-1,3.181334381E0,2.247127075E0,8.994495850E0
8.066055833E-1,2.944077759E0,1.885179749E0,9.095835114E0
8.166555833E-1,3.004552002E0,1.739981689E0,8.977431335E0
8.267065834E-1,3.227588196E0,1.540596313E0,8.737779694E0
8.367575833E-1,3.374432831E0,1.364263000E0,8.720415802E0
8.468085834E-1,3.485052795E0,1.262025604E0,8.849746857E0
8.568595833E-1,3.540287933E0,1.297501831E0,8.959319000E0
8.669105833E-1,3.431613922E0,1.477577362E0,8.981772308E0
8.769615834E-1,3.171305237E0,1.718725891E0,8.928483124E0
8.870125833E-1,2.840942230E0,2.030527496E0,8.821605377E0
8.970635834E-1,2.589465179E0,2.338736572E0,8.628806305E0
9.071145833E-1,2.454895020E0,2.537822571E0,8.399782562E0
9.171655833E-1,2.410736847E0,2.642754364E0,8.138875122E0
9.272165833E-1,2.448308716E0,2.711012421E0,7.911947021E0
9.372665833E-1,2.445464630E0,2.770588531E0,7.803273010E0
9.473175834E-1,2.404749298E0,2.884950714E0,7.819738770E0
9.573685833E-1,2.316432953E0,3.069067841E0,7.863747253E0
9.674195834E-1,2.171234894E0,3.270848236E0,7.861801300E0
9.774705833E-1,2.059716797E0,3.456312561E0,7.749385071E0
9.875215833E-1,1.975442047E0,3.660637665E0,7.500452728E0
9.975725834E-1,2.010319519E0,3.852987671E0,7.198231201E0
1.007623583E0,2.133064270E0,4.027973785E0,6.949598236E0
1.017674583E0,2.394720154E0,4.210294647E0,6.811884613E0
1.027725583E0,2.676284637E0,4.328848114E0,7.016808472E0
1.037776583E0,2.778222656E0,4.439917145E0,7.213499451E0
1.047827583E0,2.819387054E0,4.542902985E0,7.257507935E0
1.057877583E0,2.770438843E0,4.691843262E0,7.350015564E0
1.067928583E0,2.603685608E0,4.854405212E0,7.496261444E0
1.077979583E0,2.425556030E0,5.046156464E0,7.591912537E0
1.088030583E0,2.304607544E0,5.172344055E0,7.568411407E0
1.098081583E0,2.290985870E0,5.196593628E0,7.508086853E0
1.108132583E0,2.344724121E0,5.117108917E0,7.447911987E0
1.118183583E0,2.426753540E0,4.979844360E0,7.479047241E0
1.128234583E0,2.416574707E0,4.926704865E0,7.798183594E0
1.138285583E0,2.203417969E0,4.953199768E0,8.364156647E0
1.148336583E0,1.961670685E0,4.954546967E0,8.887618103E0
1.158387583E0,1.819466400E0,4.905149689E0,9.215586090E0
1.168438583E0,1.790875854E0,4.812492371E0,9.376950531E0
1.178488583E0,1.863175507E0,4.730313263E0,9.468410339E0
1.188539583E0,1.932032318E0,4.645739136E0,9.489217072E0
1.198590583E0,1.972148895E0,4.567451935E0,9.358389130E0
1.208641583E0,1.999990997E0,4.526586914E0,9.200617218E0
1.218692583E0,1.984872437E0,4.439168701E0,9.035809937E0
1.228743583E0,1.979633331E0,4.265679474E0,8.888665924E0
1.238794583E0,1.977537689E0,4.044738922E0,8.794511719E0
1.248845583E0,1.948198700E0,3.862118683E0,8.726852417E0
1.258896583E0,1.939367065E0,3.760030975E0,8.616831207E0
1.268947583E0,1.948647766E0,3.776796112E0,8.483458557E0
1.278998583E0,1.907034302E0,3.900139618E0,8.326884155E0
1.289048583E0,1.831142120E0,4.067192230E0,8.218509521E0
1.299099583E0,1.646126862E0,4.176914062E0,8.141270142E0
1.309150583E0,1.729653168E0,4.227957916E0,8.117769012E0
1.319201583E0,1.688937836E0,4.329147491E0,8.201894073E0
1.329252583E0,1.510808258E0,4.425247650E0,8.427325287E0
1.339303583E0,1.350641327E0,4.409081268E0,8.558302917E0
1.349354583E0,1.310973816E0,4.326902161E0,8.552165680E0
1.359405583E0,1.282083893E0,4.218976593E0,8.444988556E0
1.369456583E0,1.257385254E0,4.105213165E0,8.351732483E0
1.379507583E0,1.314266968E0,4.063450012E0,8.456813965E0
1.389558583E0,1.318607941E0,3.981869659E0,8.565937042E0
1.399609583E0,1.346599731E0,3.799548798E0,8.550968170E0
1.409659583E0,1.435215454E0,3.639232178E0,8.401129761E0
1.419710583E0,1.517244873E0,3.595822449E0,8.284821625E0
1.429761583E0,1.626367950E0,3.655847626E0,8.314459991E0
1.439812583E0,1.750609589E0,3.677253113E0,8.434061279E0
1.449863583E0,1.788181458E0,3.592080231E0,8.556207275E0
1.459914583E0,1.770368500E0,3.314707031E0,8.625513153E0
1.469965583E0,1.639390869E0,2.979104919E0,8.589887238E0
1.480016583E0,1.355131989E0,2.870430908E0,8.573571167E0
1.490067583E0,1.048569489E0,2.917582855E0,8.469687195E0
1.500118583E0,8.484356689E-1,3.121309204E0,8.335715790E0
1.510169583E0,8.634045410E-1,3.369193726E0,8.364605713E0
1.520219583E0,9.845027161E-1,3.434008942E0,8.325686646E0
1.530270583E0,1.125060425E0,3.516487427E0,8.131091309E0
1.540321583E0,1.354533234E0,3.585942993E0,7.820786591E0
1.550372583E0,1.574725342E0,3.655548248E0,7.699089661E0
1.560423583E0,1.749711456E0,3.684138794E0,7.541617126E0
1.570474583E0,1.747166748E0,3.861819305E0,7.200027466E0
1.580525583E0,1.608854370E0,4.290976868E0,6.977739716E0
1.590576583E0,1.406325531E0,4.868326263E0,7.482939148E0
1.600627583E0,1.007554779E0,5.327720947E0,8.602461090E0
1.610678583E0,5.725593567E-1,5.687872009E0,9.624385986E0
1.620729583E0,2.520758057E-1,5.838458862E0,1.021430923E1
1.630780583E0,1.377136230E-2,5.707331543E0,1.039618103E1
1.640830583E0,-7.050338745E-2,5.436095581E0,1.041593994E1
1.650881583E0,1.990859985E-2,5.185217285E0,1.019035904E1
1.660932583E0,2.254312134E-1,4.888234863E0,9.664951630E0
1.670983583E0,2.989283752E-1,4.614154816E0,9.016949158E0
1.681034583E0,2.480342102E-1,4.448599091E0,8.472980347E0
1.691085583E0,2.495310974E-1,4.397255859E0,8.128097534E0
1.701136583E0,4.019142151E-1,4.420756989E0,7.897427216E0
1.711187583E0,6.086343384E-1,4.605772247E0,7.766599274E0
1.721238583E0,6.975494385E-1,4.862039337E0,7.753127289E0
1.731289583E0,6.288423157E-1,5.040168915E0,7.867040405E0
1.741340583E0,3.703298950E-1,5.009183350E0,7.991282043E0
1.751390583E0,6.167175293E-2,4.817132721E0,8.027955780E0
1.761441917E0,-1.525328064E-1,4.607418823E0,7.944130096E0
1.771492917E0,-1.627116394E-1,4.558470612E0,7.852221222E0
1.781543917E0,-2.589614868E-2,4.610861664E0,7.804320831E0
1.791594917E0,1.130149841E-1,4.654121704E0,7.818541260E0
1.801645917E0,1.568737793E-1,4.553830261E0,7.971074066E0
1.811696917E0,2.077679443E-1,4.315525818E0,8.229436798E0
1.821747917E0,2.704875183E-1,4.148922272E0,8.415050812E0
1.831798917E0,1.784289551E-1,3.974684601E0,8.477770386E0
1.841849917E0,1.170565796E-1,3.868854675E0,8.527167664E0
1.851900917E0,1.107696533E-2,3.867507477E0,8.553662567E0
1.861950917E0,-2.185455322E-2,3.870950317E0,8.706045685E0
1.872001917E0,-8.861572266E-2,3.955225067E0,8.799152069E0
1.882052917E0,-2.191442871E-1,4.172273712E0,8.780590668E0
1.892103917E0,-3.835025024E-1,4.419709167E0,8.621920624E0
1.902154917E0,-5.828878784E-1,4.673132172E0,8.505313110E0
1.912205917E0,-7.643106079E-1,4.886737976E0,8.509654083E0
1.922256917E0,-9.003776550E-1,5.016518097E0,8.596922607E0
1.932307917E0,-9.876461792E-1,4.956492920E0,8.621172180E0
1.942358917E0,-9.807604980E-1,4.475093994E0,8.832083588E0
1.952409917E0,-9.172924805E-1,4.099524994E0,9.027427368E0
1.962460917E0,-6.608757019E-1,3.826642456E0,9.149423676E0
1.972511917E0,-4.376898193E-1,3.664828949E0,9.116641846E0
1.982561917E0,-2.906954956E-1,3.727997589E0,9.135502625E0
1.992612917E0,-2.104623413E-1,3.856280823E0,9.186845856E0
2.002663917E0,-1.796264648E-1,4.001478882E0,9.085656281E0
2.012714917E0,-3.462300110E-1,4.325255585E0,9.077573090E0
2.022765917E0,-6.626719666E-1,4.593497772E0,8.936117249E0
2.032816917E0,-1.174308014E0,4.800517273E0,8.691226501E0
2.042867917E0,-1.651216278E0,4.823120270E0,8.434061279E0
2.052918917E0,-1.906884613E0,4.705914001E0,8.087531891E0
2.062969917E0,-1.946402435E0,4.781506805E0,7.809260559E0
2.073020917E0,-1.874551849E0,5.009183350E0,7.615263977E0
2.083071917E0,-1.688039703E0,5.028044128E0,7.778724060E0
2.093121917E0,-1.385668488E0,4.496200104E0,8.411607971E0
2.103172917E0,-1.256487122E0,4.024381256E0,8.926088104E0
2.113223917E0,-1.225800934E0,3.697311401E0,9.321865082E0
2.123274917E0,-1.181792450E0,3.674109650E0,9.505533142E0
2.133325917E0,-1.116677856E0,3.894601135E0,9.528285828E0
2.143376917E0,-1.054407349E0,4.132157135E0,9.447753296E0
2.153427917E0,-1.000070343E0,4.239933014E0,9.195228424E0
2.163478917E0,-9.816586304E-1,4.135150909E0,8.765771484E0
2.173529917E0,-8.939410400E-1,4.090393982E0,8.293802948E0
2.183580917E0,-7.024891663E-1,4.133055267E0,8.019423523E0
2.193631917E0,-5.727090454E-1,4.094285889E0,7.889643402E0
2.203681917E0,-5.176235962E-1,3.743714905E0,7.960595856E0
2.213732917E0,-3.885919189E-1,3.374881897E0,8.092022552E0
2.223783917E0,-1.776805115E-1,3.293451233E0,8.145012360E0
2.233834917E0,-3.951782227E-2,3.352727966E0,8.108937378E0
2.243885917E0,4.834945679E-2,3.571872253E0,8.091124420E0
2.253936917E0,8.891510010E-2,3.886667633E0,8.241711273E0
2.263987917E0,-3.113525391E-2,4.147575073E0,8.534652100E0
2.274038917E0,-4.013154602E-1,4.275858307E0,8.991651764E0
2.284089917E0,-9.142987061E-1,4.305047607E0,9.459279327E0
2.294140917E0,-1.417701874E0,4.248315582E0,9.768236847E0
2.304191917E0,-1.766027527E0,4.076323242E0,9.835447083E0
2.314242917E0,-1.706152039E0,3.989204407E0,9.631571045E0
2.324292917E0,-1.265169067E0,4.018543396E0,9.346414032E0
2.334343917E0,-7.557783508E-1,4.065395966E0,9.089847565E0
2.344394917E0,-5.051994324E-1,3.939208374E0,8.958271179E0
2.354445917E0,-5.180726624E-1,3.691772919E0,8.860973511E0
2.364496917E0,-6.484515381E-1,3.477418671E0,8.779243469E0
2.374547917E0,-8.035290527E-1,3.335064697E0,8.685388641E0
2.384598917E0,-8.982820129E-1,3.309767303E0,8.595276031E0
2.394649917E0,-9.409432983E-1,3.282374268E0,8.544531555E0
2.404700917E0,-9.009764099E-1,3.336411896E0,8.408165131E0
2.414751917E0,-8.719367981E-1,3.318000183E0,8.159382477E0
2.424802917E0,-7.732919312E-1,3.338208160E0,8.023165741E0
2.434852917E0,-5.526507568E-1,3.251688080E0,8.210576019E0
2.444903917E0,-2.909948730E-1,3.018323364E0,8.579708405E0
2.454954917E0,-4.071533203E-2,2.803220673E0,8.961714020E0
2.465005917E0,2.157014465E-1,2.713557129E0,9.333690491E0
2.475056917E0,4.282594299E-1,2.754272461E0,9.788295135E0
2.485107917E0,5.589376831E-1,2.747237091E0,1.014694931E1
2.495158917E0,6.804849243E-1,2.690355377E0,1.031220566E1
2.505209917E0,7.508386230E-1,2.555785217E0,1.031235535E1
2.515260917E0,7.499404907E-1,2.393672333E0,1.016595978E1
2.525311917E0,7.366181946E-1,2.265838165E0,1.001058289E1
2.535362917E0,7.050338745E-1,2.215842133E0,1.017823425E1
2.545412917E0,4.134402466E-1,2.357597351E0,1.035097504E1
2.555463917E0,1.875599670E-1,2.503094788E0,1.052012329E1
2.565514917E0,1.190025330E-1,2.577190704E0,1.067684738E1
2.575565917E0,1.362167358E-2,2.648592224E0,1.100825821E1
2.585616917E0,-2.140548706E-2,2.758613434E0,1.077189972E1
2.595667917E0,-1.477427673E-1,2.728526001E0,9.727820892E0
2.605718917E0,-3.385958862E-1,2.430346069E0,8.812773743E0
2.615769917E0,-5.583389282E-1,2.179168396E0,8.162675629E0
2.625820917E0,-6.104306030E-1,2.210303650E0,7.886499939E0
2.635871917E0,-5.251080322E-1,2.654280396E0,8.080197144E0
2.645922917E0,-3.351530457E-1,3.103047180E0,9.534722443E0
2.655972917E0,3.471281433E-1,2.472707977E0,1.304492294E1
2.666023917E0,5.239105225E-1,2.664758606E0,1.209963867E1
2.676074917E0,6.399192810E-1,3.338657227E0,1.107696533E1
2.686125917E0,8.810678101E-1,3.259771271E0,1.052940399E1
2.696176917E0,1.046922913E0,2.957849121E0,1.005653732E1
2.706227917E0,8.655001831E-1,2.968926086E0,9.804012451E0
2.716278917E0,3.450325012E-1,3.005450134E0,9.520052948E0
2.726329917E0,-3.845503235E-1,2.833008728E0,9.202114105E0
2.736380917E0,-5.623805237E-1,2.596201172E0,9.415570221E0
2.746431917E0,8.008346558E-2,2.749931488E0,9.841284943E0
2.756483042E0,6.399192810E-1,3.274740143E0,1.111588440E1
2.766534042E0,-3.269201660E-1,4.474345551E0,1.380728760E1
2.776584042E0,8.783734131E-1,3.879183197E0,1.181867294E1
2.786635042E0,2.809208221E0,1.908980255E0,1.151226013E1
2.796686042E0,2.669848022E0,1.462608490E0,1.105406296E1
2.806737042E0,1.969304810E0,1.986219635E0,9.848470001E0
2.816788042E0,1.536854095E0,2.257754974E0,9.654473419E0
2.826839042E0,1.422342224E0,1.890718231E0,8.773854675E0
2.836890042E0,1.380130005E0,1.963167572E0,7.732320557E0
2.846941042E0,1.589694214E0,1.916464691E0,8.166268158E0
2.856992042E0,1.927242279E0,1.351090393E0,9.429940338E0
2.867043042E0,1.118773499E0,1.182391205E0,1.064526306E1
2.877094042E0,7.497908020E-1,1.014739838E0,1.181687668E1
2.887144042E0,7.538323975E-1,9.553134155E-1,1.155851395E1
2.897195042E0,9.062155151E-1,1.324296112E0,1.093805420E1
2.907246042E0,1.000220032E0,1.797611847E0,1.030576904E1
2.917297042E0,8.387059021E-1,2.132315826E0,9.407936096E0
2.927348042E0,5.932164001E-1,2.374961243E0,8.801996155E0
2.937399042E0,4.002676392E-1,2.514920197E0,8.761430511E0
2.947450042E0,5.810916138E-1,2.463127899E0,9.277557220E0
2.957501042E0,1.712438965E-1,2.135159912E0,9.370214539E0
2.967552042E0,5.182223511E-1,2.014211426E0,1.012464569E1
2.977603042E0,5.911207581E-1,1.466650085E0,1.019589752E1
2.987654042E0,7.560777283E-1,9.213340759E-1,1.034049683E1
2.997704042E0,6.724017334E-1,5.542973328E-1,1.038016434E1
3.007755042E0,3.556604004E-1,6.171665955E-1,1.019664597E1
3.017806042E0,5.269042969E-2,9.419911194E-1,9.955347748E0
3.027857042E0,-4.236190796E-2,1.242117004E0,9.651479645E0
3.037908042E0,2.621049500E-1,1.147813110E0,9.421707458E0
3.047959042E0,-1.829196167E-1,1.434467010E0,8.866362305E0
3.058010042E0,-1.371747437E0,2.049837341E0,8.717422028E0
3.068061042E0,-1.046473846E0,1.921404419E0,9.113199005E0
3.078112042E0,-3.412902832E-1,1.342857513E0,9.413474579E0
3.088163042E0,-3.978726196E-1,7.852670288E-1,9.765093384E0
3.098214042E0,-5.387297058E-1,4.622387695E-1,9.998907166E0
3.108264042E0,-4.065545654E-1,5.996530151E-1,9.800120544E0
3.118315042E0,-3.276686096E-1,9.987231445E-1,9.242080994E0
3.128366042E0,-4.496649170E-1,1.261277161E0,8.783883820E0
3.138417042E0,-5.508544922E-1,1.326391754E0,8.778644714E0
3.148468042E0,-5.068460083E-1,1.212328949E0,8.817863159E0
3.158519042E0,-5.373825073E-1,1.120869141E0,8.665330353E0
3.168570042E0,-4.212240601E-1,9.174421692E-1,8.916058960E0
3.178621042E0,-3.299139404E-1,7.595205688E-1,9.168134766E0
3.188672042E0,-1.529818726E-1,7.270381165E-1,9.473948822E0
3.198723042E0,-9.131011963E-3,8.379574585E-1,9.616901550E0
3.208774042E0,-6.451583862E-2,9.475296021E-1,9.640402679E0
3.218825042E0,-2.585124207E-1,9.062155151E-1,9.445208588E0
3.228875042E0,-5.382806396E-1,8.300239563E-1,9.042695618E0
3.238926042E0,-8.048762512E-1,8.622070313E-1,8.587043152E0
3.248977042E0,-8.887019348E-1,1.025966492E0,8.434061279E0
3.259028042E0,-7.744894409E-1,1.111887817E0,8.658294983E0
3.269079042E0,-5.474116516E-1,9.062155151E-1,9.099277954E0
3.279130042E0,-3.754193115E-1,6.021977234E-1,9.561816101E0
3.289181042E0,-2.529739380E-1,3.406915283E-1,9.892328796E0
3.299232042E0,-1.728904724E-1,2.698887634E-1,1.011820908E1
3.309283042E0,-2.722837830E-1,5.721102905E-1,1.014395554E1
3.319334042E0,-6.180647278E-1,7.490423584E-1,9.915380859E0
3.329384042E0,-7.726931763E-1,7.885601807E-1,9.655820618E0
3.339435042E0,-8.529263306E-1,7.587721252E-1,9.495503998E0
3.349486042E0,-8.424481201E-1,7.264393616E-1,9.390123138E0
3.359537042E0,-7.695497131E-1,8.107141113E-1,9.235195312E0
3.369588042E0,-6.014492798E-1,9.556127930E-1,9.220376129E0
3.379639042E0,-3.291654968E-1,9.747729492E-1,9.310937805E0
3.389690042E0,-2.023791504E-1,8.921447754E-1,9.465715942E0
3.399741042E0,-2.209405518E-1,8.313711548E-1,9.746232605E0
3.409792042E0,-2.561174011E-1,8.201445007E-1,1.004321503E1
3.419843042E0,-4.463717651E-1,8.964857483E-1,1.007614655E1
3.429894042E0,-5.736071777E-1,9.674382019E-1,9.950108643E0
3.439944042E0,-6.215075684E-1,1.066532135E0,9.592053223E0
3.449995042E0,-6.237528992E-1,1.130598907E0,9.217831421E0
3.460046042E0,-4.971162415E-1,1.063238983E0,9.166039124E0
3.470097042E0,-3.838018799E-1,9.803114319E-1,9.290879517E0
3.480148042E0,-2.341131592E-1,9.678872681E-1,9.481433258E0
3.490199042E0,-1.339714050E-1,9.680369568E-1,9.620194702E0
3.500250042E0,-1.532812500E-1,8.713380432E-1,9.728269958E0
3.510301042E0,-2.127076721E-1,7.902067566E-1,9.765692139E0
3.520352042E0,-3.356021118E-1,7.104226685E-1,9.661658478E0
3.530403042E0,-5.195695496E-1,5.289999390E-1,9.513466644E0
3.540454042E0,-6.599775696E-1,4.593946838E-1,9.414821777E0
3.550505042E0,-7.503895569E-1,4.990621948E-1,9.158404999E0
3.560555042E0,-7.527845764E-1,5.254074097E-1,8.751251678E0
3.570606042E0,-6.673123169E-1,4.942721558E-1,8.674760742E0
3.580657042E0,-4.947212219E-1,4.366419983E-1,9.050928497E0
3.590708042E0,-2.689906311E-1,2.893482971E-1,9.621541901E0
3.600759042E0,-1.398092651E-1,-4.790039062E-3,1.016745667E1
3.610810042E0,-1.904040527E-1,-1.672023010E-1,1.042926224E1
3.620861042E0,-2.368075562E-1,1.227447510E-2,1.038031403E1
3.630912042E0,-1.769320679E-1,1.615141296E-1,1.002585114E1
3.640963042E0,-2.179467773E-1,2.962339783E-1,9.413175201E0
3.651014042E0,-2.844085693E-1,3.737727356E-1,8.975036316E0
3.661065042E0,-3.007246399E-1,3.492237854E-1,8.864416351E0
3.671115042E0,-3.326083374E-1,2.718347168E-1,8.847202148E0
3.681166042E0,-2.743794250E-1,1.416055298E-1,9.095984802E0
3.691217042E0,-1.508862305E-1,3.787124634E-2,9.459279327E0
3.701268042E0,-3.203338623E-2,-2.739303589E-2,9.724378052E0
3.711319042E0,7.005432129E-2,-1.314266968E-1,9.926158447E0
3.721370042E0,7.649093628E-2,-3.757186890E-2,1.001971390E1
3.731421042E0,1.386117554E-1,1.966909790E-1,9.966724091E0
3.741472042E0,1.646575928E-1,3.585044861E-1,9.861642609E0
3.751523042E0,1.901046753E-2,4.342469788E-1,9.931098175E0
3.761574292E0,-1.291813660E-1,3.742218018E-1,1.015143997E1
3.771625292E0,-2.418969727E-1,2.347119141E-1,1.036339920E1
3.781675292E0,-2.395019531E-1,1.549278259E-1,1.043764481E1
3.791726292E0,-1.202000427E-1,-2.095642090E-3,1.035591476E1
3.801777292E0,-2.784210205E-2,-8.277786255E-2,1.013497421E1
3.811828292E0,7.214996338E-2,-5.358856201E-2,9.965676270E0
3.821879292E0,1.393601990E-1,-6.391708374E-2,9.960137787E0
3.831930292E0,1.173559570E-1,-9.849517822E-2,9.965077515E0
3.841981292E0,1.281335449E-1,-1.538800049E-1,9.987830200E0
3.852032292E0,8.187973022E-2,-1.824705505E-1,9.860594788E0
3.862083292E0,2.020797729E-2,-1.100212097E-1,9.812544708E0
3.872134292E0,6.152206421E-2,4.625381470E-2,9.802515564E0
3.882185292E0,8.412506104E-2,1.121168518E-1,9.780661011E0
3.892236292E0,8.547225952E-2,1.347198486E-1,9.803264008E0
3.902286292E0,7.274871826E-2,1.130149841E-1,9.779762878E0
3.912337292E0,7.035369873E-3,6.541397095E-2,9.644144897E0
3.922388292E0,-1.038839722E-1,1.122665405E-2,9.528136139E0
3.932439292E0,-1.567240906E-1,-6.227050781E-2,9.536369019E0
3.942490292E0,-1.339714050E-1,-2.264790344E-1,9.718240814E0
3.952541292E0,-9.131011963E-2,-3.640429688E-1,9.867779846E0
3.962592292E0,2.365081787E-2,-3.921844482E-1,9.980495453E0
3.972643292E0,7.334747314E-2,-3.290158081E-1,9.868228912E0
3.982694292E0,8.592132568E-2,-1.793270874E-1,9.553134155E0
3.992745292E0,9.101074219E-2,-8.232879639E-3,9.404642944E0
4.002795292E0,5.403762817E-2,1.068777466E-1,9.369915161E0
4.012846292E0,-3.502716064E-2,2.055226135E-1,9.345665588E0
4.022897292E0,-7.948471069E-2,2.547702026E-1,9.343569946E0
4.032948292E0,-3.532653809E-2,2.516267395E-1,9.422904968E0
4.042999292E0,6.870712280E-2,1.703457642E-1,9.701924744E0
4.053050292E0,8.921447754E-2,1.115180969E-1,9.845176849E0
4.063101292E0,1.125659180E-1,6.466552734E-2,9.810898132E0
4.073152292E0,2.351609802E-1,2.993774414E-2,9.806856537E0
4.083203292E0,2.472857666E-1,6.197113037E-2,9.808952179E0
4.093254292E0,1.841171265E-1,5.613327026E-2,9.767937469E0
4.103305292E0,3.233276367E-2,1.052311707E-1,9.711804199E0
4.113356292E0,-5.987548828E-2,1.040336609E-1,9.659413147E0
4.123406292E0,-1.339714050E-1,4.011657715E-2,9.637558594E0
4.133457292E0,-2.080673218E-1,-6.137237549E-3,9.450896759E0
4.143508292E0,-1.905537415E-1,-7.679031372E-2,9.302405548E0
4.153559292E0,-9.954299927E-2,-8.562194824E-2,9.449998627E0
4.163610292E0,9.729766846E-3,-4.326004028E-2,9.695787506E0
