"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.847406542E1,-2.351143770E-2,-4.309839010E-2,4.081125371E-5
2.848411642E1,-2.042909712E-2,-5.312492698E-2,1.259207376E-3
2.849416962E1,-2.021224424E-2,-5.828885734E-2,7.892068475E-3
2.850421963E1,-1.841860451E-2,-5.085597187E-2,1.079012081E-2
2.851427063E1,-1.988282800E-2,-2.996536903E-2,1.041144691E-2
2.852432163E1,-2.218353376E-2,-1.299517415E-2,1.151080057E-2
2.853437263E1,-2.047467045E-2,-7.349860854E-3,1.066571008E-2
2.854442262E1,-1.615369134E-2,-1.219734643E-2,9.875283577E-3
2.855447363E1,-8.918805048E-3,-1.849690452E-2,5.840314552E-3
2.856452463E1,-2.128543798E-3,-2.544881962E-2,6.178535521E-3
2.857457563E1,-3.819721751E-4,-2.281128615E-2,-2.006163821E-3
2.858462563E1,-2.500250470E-3,-1.287689619E-2,-7.832361385E-3
2.859467662E1,-1.007142011E-3,-1.683130860E-3,-1.238308102E-2
2.860472763E1,-1.025784295E-3,9.537032805E-3,-1.036999747E-2
2.861477863E1,-2.088899724E-3,2.428378537E-2,-1.028107572E-2
2.862482863E1,-7.026933134E-3,3.647786751E-2,-7.287682965E-3
2.863487963E1,-1.361216605E-2,4.606989771E-2,-6.406757981E-3
2.864493062E1,-1.457756199E-2,4.928433150E-2,-4.964922555E-3
2.865498163E1,-1.105265506E-2,4.369977117E-2,-5.249206442E-4
2.866503163E1,-1.157676429E-2,3.847571462E-2,-2.028541407E-3
2.867508263E1,-7.186883595E-3,3.466301039E-2,2.288650721E-4
2.868513363E1,-3.426233772E-3,3.014895134E-2,-1.572933979E-4
2.869518462E1,-3.207656788E-3,3.149302304E-2,-2.678605495E-3
2.870523463E1,-6.560576614E-3,4.397685826E-2,-7.781221531E-3
2.871528563E1,-1.108690351E-2,4.632999748E-2,-1.051705889E-2
2.872533663E1,-1.709313132E-2,4.428682104E-2,-1.253227331E-2
2.873538763E1,-2.205916494E-2,3.774683177E-2,-8.540938608E-3
2.874543762E1,-2.143678255E-2,2.480626665E-2,-6.083639339E-3
2.875548863E1,-1.565918326E-2,1.378580462E-2,-6.666249130E-3
2.876553963E1,-1.458166726E-2,1.094234735E-2,-6.019366439E-3
2.877559063E1,-8.998292498E-3,1.036525145E-2,-1.015208429E-3
2.878564063E1,-4.191286396E-3,3.286302788E-3,-1.556895440E-3
2.879569162E1,-2.731786808E-3,1.257296419E-3,-4.209883045E-4
2.880574263E1,1.564424485E-3,9.333066642E-3,-3.650337458E-3
2.881579363E1,4.443834070E-3,2.102114633E-2,-5.934530869E-3
2.882584363E1,8.744573221E-3,1.821843535E-2,-9.299967438E-3
2.883589463E1,5.045830272E-3,4.825066309E-3,-1.207805797E-2
2.884594562E1,-3.705850104E-3,-5.276836455E-3,-9.422354400E-3
2.885599563E1,-6.417354103E-3,-1.896198653E-2,-7.557965815E-3
2.886604663E1,-6.682604551E-3,-2.357697673E-2,-2.926728455E-3
2.887609763E1,1.217531972E-4,-2.293705195E-2,-2.802064642E-3
2.888614863E1,2.013130579E-3,-8.868636563E-3,-3.185027279E-3
2.889619962E1,2.511542290E-3,5.824597552E-3,-8.561643772E-4
2.890624963E1,-1.723416615E-3,2.043576352E-2,-1.826353837E-3
2.891630063E1,4.039758816E-3,3.171441332E-2,-1.721564913E-3
2.892635163E1,2.769962884E-3,2.941770293E-2,-1.407311996E-3
2.893640263E1,4.772836808E-3,2.731782570E-2,-1.425417140E-4
2.894645262E1,6.797904614E-3,2.253292501E-2,-4.411056172E-3
2.895650363E1,6.929981988E-3,2.033091150E-2,-3.168502124E-3
2.896655463E1,4.649251234E-3,1.038107462E-2,-2.508037956E-3
2.897660463E1,3.003773279E-3,-9.541865438E-6,8.815987967E-4
2.898665563E1,-9.827124886E-4,-1.224969700E-2,1.403578324E-3
2.899670662E1,1.958077773E-4,-1.773453504E-2,-1.432162477E-3
2.900675763E1,-4.172309302E-3,-1.904401183E-2,9.612203576E-4
2.901680763E1,-6.387743633E-3,-1.050965488E-2,4.734512419E-3
2.902685863E1,-9.987005964E-3,-4.767613020E-3,4.354479257E-3
2.903690963E1,-1.176931337E-2,-1.907310449E-3,6.377031561E-3
2.904696062E1,-1.130246185E-2,-2.982162405E-3,9.705184028E-3
2.905701063E1,-9.264966473E-3,-7.625889033E-3,7.539269514E-3
2.906706163E1,1.109377481E-3,-1.670993119E-2,5.757348612E-3
2.907711263E1,8.537233807E-3,-1.699448004E-2,1.328560873E-3
2.908716363E1,1.359351166E-2,-1.472679619E-2,1.551720779E-4
2.909721362E1,1.649151370E-2,-5.723706912E-3,2.801395021E-5
2.910726463E1,2.276112884E-2,1.206637127E-3,1.699605491E-4
2.911731563E1,2.127784863E-2,4.656131379E-3,1.306211110E-3
2.912736663E1,1.293789409E-2,9.633312933E-3,2.087316243E-3
2.913741663E1,3.901378717E-3,6.977992132E-3,5.390714854E-3
2.914746762E1,-5.444984883E-3,-6.054186728E-3,5.506030284E-3
2.915751863E1,-1.376138441E-2,-3.037690744E-2,4.367913119E-3
2.916756963E1,-1.677075587E-2,-4.863207787E-2,2.651239512E-3
2.917761962E1,-1.207620278E-2,-5.746394023E-2,-3.456284758E-3
2.918767063E1,-9.489208460E-3,-4.919748753E-2,-4.803312011E-3
2.919772162E1,-2.722877311E-3,-2.964928746E-2,-7.674521301E-3
2.920777163E1,4.484169185E-3,-4.932755604E-3,-1.070226915E-2
2.921782263E1,1.543823071E-2,8.238263428E-3,-1.024182979E-2
2.922787363E1,1.961087249E-2,1.709593646E-2,-3.660359653E-3
2.923792463E1,1.813285053E-2,1.947401837E-2,4.167518113E-3
2.924797462E1,1.570617966E-2,1.992568932E-2,6.233332213E-3
2.925802563E1,1.115632430E-2,1.372983959E-2,6.701844744E-3
2.926807663E1,3.927706275E-3,9.990229271E-3,5.748433061E-3
2.927812763E1,8.943141438E-4,-5.215796642E-3,-3.688682336E-4
2.928817763E1,-1.190142240E-3,-2.016944624E-2,-1.514560077E-3
2.929822862E1,-4.569299519E-3,-3.315897658E-2,-3.209486371E-3
2.930827963E1,-4.374888726E-3,-3.766264766E-2,-6.965342909E-3
2.931833063E1,-8.320085704E-3,-2.942130528E-2,-1.022167504E-2
2.932838062E1,-1.021838654E-2,-1.795027219E-2,-8.308460005E-3
2.933843163E1,-8.478254080E-3,-8.671600372E-3,-8.683033288E-3
2.934848262E1,-1.211818773E-3,-2.036866732E-3,-8.462256752E-3
2.935853363E1,3.177693114E-3,-4.435069859E-3,-6.524575874E-3
2.936858363E1,1.010803692E-2,-1.017338317E-2,-3.365800483E-3
2.937863462E1,1.417539455E-2,-8.170658723E-3,1.602627803E-3
2.938868563E1,1.526382752E-2,-5.328267347E-3,2.717426978E-3
2.939873562E1,1.401971746E-2,-4.368801601E-3,5.569524597E-3
2.940878663E1,1.056293491E-2,-6.391205825E-3,6.049426273E-3
2.941883763E1,7.112913765E-3,-2.542853821E-3,4.356496502E-3
2.942888862E1,8.642999455E-5,-2.102367114E-3,-1.317368355E-3
2.943893863E1,-2.191971522E-3,-2.501860028E-3,-2.222673967E-3
2.944898962E1,-7.882080972E-3,9.272259194E-4,-1.080177724E-3
2.945904063E1,-6.043439265E-3,-6.558842957E-3,-2.614180557E-4
2.946909163E1,-4.782166332E-3,-1.664742827E-2,2.161792247E-3
2.947914162E1,-3.959867638E-3,-1.796254888E-2,3.414473962E-3
2.948919263E1,-1.939326990E-3,-1.610472798E-2,-5.475108046E-4
2.949924125E1,5.845467560E-3,-6.449164823E-3,-1.607777784E-3
2.950929225E1,1.139309816E-2,9.812895209E-3,-1.385137672E-3
2.951934225E1,1.294501312E-2,2.646028809E-2,-3.746331204E-3
2.952939325E1,1.436474547E-2,3.521862626E-2,-1.257607248E-3
2.953944425E1,1.412093546E-2,3.733073920E-2,2.582495101E-3
2.954949425E1,9.532310069E-3,2.989173308E-2,4.329795018E-3
2.955954525E1,5.704586394E-3,1.172903925E-2,6.113524549E-3
2.956959625E1,2.645147033E-3,-4.800402559E-3,2.090820111E-3
2.957964725E1,-4.668125883E-3,-7.759829983E-3,-1.007719198E-3
2.958969725E1,-3.690745914E-3,-5.849543959E-3,-5.152130499E-3
2.959974825E1,-4.605408758E-4,-4.823864903E-3,-6.293645129E-3
2.960979925E1,4.222628195E-3,-1.162018161E-3,-9.078778327E-3
2.961985025E1,1.002061553E-2,8.037370630E-3,-7.974127308E-3
2.962990025E1,1.175007224E-2,1.473096013E-2,-9.651651606E-3
2.963995125E1,1.620280184E-2,1.875806227E-2,-1.022145804E-2
2.965000225E1,1.768831164E-2,2.067181095E-2,-4.317229614E-3
2.966005225E1,2.092183381E-2,1.418357715E-2,-2.610906959E-3
2.967010325E1,1.607168466E-2,6.328317802E-3,-6.914042402E-3
2.968015425E1,1.659101993E-2,-4.214837682E-3,-6.732975598E-3
2.969020525E1,1.714415848E-2,-1.652316935E-2,-8.784409612E-3
2.970025525E1,1.762895845E-2,-3.065648116E-2,-6.463156082E-3
2.971030625E1,2.003139444E-2,-3.180510551E-2,-9.583049454E-3
2.972035725E1,1.987359300E-2,-2.657773159E-2,-9.720187634E-3
2.973040825E1,1.823628135E-2,-1.502866950E-2,-1.343370043E-2
2.974045825E1,1.200444810E-2,-6.961753592E-3,-1.480357349E-2
2.975050925E1,9.945292026E-3,-5.720720626E-3,-1.540171914E-2
2.976056025E1,4.683663603E-3,-4.777461756E-3,-7.798633538E-3
2.977061025E1,6.768386345E-3,-1.457256824E-2,-2.726643812E-3
2.978066125E1,6.456497125E-3,-1.876878738E-2,2.685649786E-3
2.979071225E1,3.546726890E-3,-1.581827179E-2,4.322162364E-3
2.980076325E1,1.516209915E-3,-9.063811973E-3,4.777815193E-3
2.981081325E1,-7.927510887E-4,5.307586398E-4,1.587614766E-3
2.982086425E1,-1.836638898E-3,4.775512964E-3,1.141262124E-3
2.983091525E1,-5.126441829E-3,1.766201667E-2,-7.554757409E-3
2.984096625E1,-1.158733759E-2,2.319870889E-2,-1.207876671E-2
2.985101625E1,-1.333623566E-2,1.256151125E-2,-1.261139940E-2
2.986106725E1,-7.924092002E-3,-9.419934824E-3,-6.759005599E-3
2.987111825E1,-9.024017490E-4,-2.713261917E-2,-3.321663011E-3
2.988116825E1,-2.796423156E-3,-3.580250964E-2,6.157925818E-4
2.989121925E1,-7.805296220E-3,-3.701238334E-2,-4.168310203E-3
2.990127025E1,-1.149752177E-2,-4.670605436E-2,-1.137319766E-2
2.991132125E1,-3.585536731E-3,-6.343789399E-2,-1.155029796E-2
2.992137125E1,2.250138670E-3,-7.560775429E-2,-1.002291217E-2
2.993142225E1,-3.125718329E-3,-7.164710015E-2,-2.954617143E-3
2.994147325E1,-6.025919691E-3,-5.885810032E-2,9.530668613E-4
2.995152425E1,-2.410145942E-3,-4.972399026E-2,-3.582562553E-3
2.996157425E1,-1.007953193E-3,-4.834520444E-2,-1.876769587E-2
2.997162525E1,-2.855387982E-3,-8.008661866E-2,-2.861713059E-2
2.998167625E1,1.800121740E-3,-1.370321363E-1,-3.952869028E-2
2.999172625E1,6.954137236E-3,-1.999410540E-1,-5.003379285E-2
3.000177725E1,2.048675157E-2,-2.311349809E-1,-6.515746564E-2
3.001182825E1,2.772602253E-2,-2.387838364E-1,-7.157514989E-2
3.002187925E1,3.137616813E-2,-2.321663946E-1,-7.682986557E-2
3.003192925E1,3.821170330E-2,-2.315416187E-1,-7.616354525E-2
3.004198025E1,4.248178378E-2,-2.351804227E-1,-7.645494491E-2
3.005203125E1,4.165167734E-2,-2.327534854E-1,-7.831729203E-2
3.006208125E1,3.135345876E-2,-2.129074186E-1,-7.995640486E-2
3.007213225E1,1.738731191E-2,-1.672224849E-1,-8.474237472E-2
3.008218325E1,-2.107786946E-3,-1.287906021E-1,-9.409918636E-2
3.009223425E1,-1.992939413E-2,-1.154846549E-1,-9.979302436E-2
3.010228425E1,-3.700504452E-2,-1.109411195E-1,-9.678586572E-2
3.011233525E1,-4.981831089E-2,-1.052139923E-1,-9.134954959E-2
3.012238625E1,-6.569429487E-2,-8.148101717E-2,-8.921589702E-2
3.013243725E1,-8.232200891E-2,-4.967568070E-2,-8.460836112E-2
3.014248725E1,-1.075060666E-1,-8.529265411E-3,-8.648704737E-2
3.015253825E1,-1.553321630E-1,3.961243108E-2,-8.170907199E-2
3.016258925E1,-2.418522835E-1,8.068134636E-2,-8.456593752E-2
3.017263925E1,-3.787688613E-1,1.220407709E-1,-7.913841307E-2
3.018269025E1,-5.516335368E-1,1.729559004E-1,-8.181852102E-2
3.019274125E1,-7.314749360E-1,2.477888614E-1,-9.032891691E-2
3.020279225E1,-9.402413964E-1,3.189417720E-1,-1.007381305E-1
3.021284225E1,-1.182839990E0,3.485851586E-1,-8.873392642E-2
3.022289325E1,-1.453052998E0,3.080917001E-1,-3.679360077E-2
3.023294425E1,-1.754053354E0,1.987668276E-1,5.337464064E-2
3.024299425E1,-2.050500631E0,7.174164802E-2,1.541286558E-1
3.025304525E1,-2.348578453E0,-1.096590385E-1,2.526619136E-1
3.026309625E1,-2.608217001E0,-1.915300786E-1,4.060716033E-1
3.027314725E1,-2.805684805E0,-1.095574498E-1,5.300609469E-1
3.028319725E1,-2.978582382E0,-1.919223368E-1,6.357616782E-1
3.029324825E1,-3.053861380E0,-2.727822959E-1,7.666110396E-1
3.030329925E1,-2.950721502E0,4.885033518E-2,7.854098082E-1
3.031334925E1,-2.604506254E0,9.103078246E-1,6.401916146E-1
3.032340025E1,-2.355380058E0,1.545166135E0,2.820274532E-1
3.033345125E1,-2.121105909E0,2.053653240E0,-1.308051497E-1
3.034350225E1,-1.748113513E0,2.355407476E0,-2.448182255E-1
3.035355225E1,-1.545765638E0,1.779033780E0,-1.798807830E-1
3.036360325E1,-1.347353339E0,6.327422261E-1,-1.499859542E-1
3.037365425E1,-8.965010047E-1,-2.345696092E-2,-4.745052755E-2
3.038370525E1,-5.329685211E-1,-7.165105641E-2,4.879749566E-2
3.039375525E1,-4.080572128E-1,1.726657301E-1,3.186884895E-2
3.040380625E1,-3.973333836E-1,3.865795135E-1,9.404432029E-3
3.041385725E1,-3.220154643E-1,4.198282659E-1,5.633625388E-2
3.042390725E1,-1.557963639E-1,3.473444283E-1,1.482133418E-1
3.043395825E1,2.463466302E-2,2.603666484E-1,2.584325075E-1
3.044400925E1,1.608459651E-1,2.270529866E-1,3.472316265E-1
3.045406025E1,2.322309464E-1,2.124652565E-1,4.118468463E-1
3.046411025E1,2.832601666E-1,1.601436436E-1,4.424799681E-1
3.047416125E1,3.240363598E-1,1.056023836E-1,4.439918399E-1
3.048421225E1,3.723711669E-1,9.125633538E-2,4.332883656E-1
3.049426737E1,4.134344459E-1,1.354789287E-1,4.009978175E-1
3.050431838E1,4.050710797E-1,1.947612315E-1,3.112854660E-1
3.051436938E1,3.654363155E-1,2.567556202E-1,1.832915246E-1
3.052441937E1,2.959532440E-1,3.687929511E-1,5.802968144E-2
3.053447038E1,2.226201594E-1,4.172835350E-1,-3.784145415E-2
3.054452137E1,1.318434626E-1,3.416124284E-1,-1.110645458E-1
3.055457238E1,3.574861959E-2,2.119865119E-1,-1.681073159E-1
3.056462238E1,-4.297129810E-2,1.496952176E-1,-2.181004435E-1
3.057467337E1,-1.215936691E-1,1.585835218E-1,-2.433099151E-1
3.058472438E1,-2.068443447E-1,2.017750889E-1,-2.549598813E-1
3.059477437E1,-2.701032162E-1,1.822924614E-1,-2.578632534E-1
3.060482538E1,-2.835499644E-1,1.005056575E-1,-2.336716354E-1
3.061487638E1,-2.913650274E-1,1.571833342E-2,-2.132214904E-1
3.062492737E1,-3.044699728E-1,4.318616167E-2,-1.964679062E-1
3.063497738E1,-2.784953713E-1,2.215204835E-1,-1.484353989E-1
3.064502837E1,-3.041420281E-1,4.517468214E-1,-1.141236946E-1
3.065507938E1,-3.458170593E-1,7.383508682E-1,-9.662006795E-2
3.066512938E1,-3.570647538E-1,9.743323922E-1,-8.377805352E-2
3.067518037E1,-3.252828717E-1,1.132343292E0,-5.657013133E-2
3.068523138E1,-2.309911400E-1,1.212759495E0,-1.253341883E-2
3.069528237E1,-1.331689805E-1,1.221379042E0,5.547599122E-2
3.070533238E1,-4.918768629E-2,1.174057961E0,1.234382987E-1
3.071538338E1,3.468990326E-2,1.111256361E0,1.821295917E-1
3.072543437E1,1.352373213E-1,1.033870697E0,2.104268670E-1
3.073548438E1,2.518494427E-1,9.190280437E-1,2.188618928E-1
3.074553537E1,3.575726449E-1,7.699886560E-1,2.153986096E-1
3.075558638E1,4.101178944E-1,6.370921731E-1,2.032676488E-1
3.076563738E1,3.974444568E-1,5.208935142E-1,1.996961534E-1
3.077568737E1,3.659102321E-1,4.040811360E-1,2.103051245E-1
3.078573838E1,3.576710820E-1,3.291772008E-1,2.331798077E-1
3.079578937E1,3.692190945E-1,3.300480545E-1,2.463936061E-1
3.080583938E1,3.923407793E-1,4.055457115E-1,2.383413464E-1
3.081589038E1,4.273009002E-1,4.894970655E-1,1.962442249E-1
3.082594137E1,4.864655435E-1,4.634768665E-1,1.361512989E-1
3.083599238E1,5.820527673E-1,3.374427855E-1,8.339648694E-2
3.084604238E1,6.898394227E-1,1.502680629E-1,5.775277689E-2
3.085609338E1,8.184658289E-1,-4.069203883E-2,6.186176836E-2
3.086614438E1,9.444684982E-1,-1.865696609E-1,9.491871297E-2
3.087619437E1,1.027376413E0,-2.998027503E-1,1.196602806E-1
3.088624538E1,1.029031157E0,-3.479193449E-1,1.161553338E-1
3.089629637E1,9.092155099E-1,-4.066039622E-1,1.272524595E-1
3.090634738E1,6.650766730E-1,-5.682328939E-1,2.019798458E-1
3.091639738E1,3.931184113E-1,-9.355911613E-1,3.205376267E-1
3.092644837E1,2.674608231E-1,-1.364100456E0,4.139789045E-1
3.093649938E1,4.045523703E-1,-1.777970552E0,4.145959616E-1
3.094654938E1,7.948691249E-1,-2.039624691E0,2.964765429E-1
3.095660038E1,1.287348032E0,-2.095633745E0,8.483245969E-2
3.096665138E1,1.720017314E0,-1.986249208E0,-2.408927977E-1
3.097670137E1,1.974678874E0,-1.620391130E0,-5.104520917E-1
3.098675238E1,1.848793745E0,-1.259349585E0,-7.188557982E-1
3.099680338E1,1.593601108E0,-9.156771302E-1,-8.170007467E-1
3.100685438E1,1.519200683E0,-4.720956385E-1,-6.668282747E-1
3.101690438E1,1.593032837E0,-6.233328581E-1,-2.995397747E-1
3.102695537E1,1.749318719E0,-1.114400387E0,1.762986183E-1
3.103700638E1,1.857554436E0,-1.755512714E0,5.778095126E-1
3.104705638E1,1.863277555E0,-2.239207745E0,8.133493066E-1
3.105710738E1,1.744403124E0,-2.232918024E0,8.415945172E-1
3.106715838E1,1.450260758E0,-1.700485229E0,6.816766858E-1
3.107720837E1,1.033339977E0,-8.279212713E-1,4.589861035E-1
3.108725938E1,6.273524165E-1,-3.227932751E-1,2.628163099E-1
3.109731038E1,3.240660131E-1,-4.304254651E-1,9.956532717E-2
3.110736138E1,2.938774526E-1,-1.049074531E0,5.629978329E-2
3.111741138E1,3.820557892E-1,-1.679110527E0,8.079660684E-2
3.112746237E1,3.852929473E-1,-1.997401595E0,8.126466721E-2
3.113751338E1,3.226308823E-1,-1.904634118E0,3.758376092E-2
3.114756338E1,3.190518916E-1,-1.546246886E0,-7.245786488E-3
3.115761437E1,4.176586270E-1,-1.054052353E0,-3.127975017E-2
3.116766538E1,6.045850515E-1,-5.611053705E-1,-3.508585691E-2
3.117771637E1,8.172720075E-1,-2.496151179E-1,-2.618690580E-2
3.118776638E1,1.013405561E0,-1.121951416E-1,-1.201344654E-2
3.119781738E1,1.136851788E0,-6.270188838E-2,-9.840039536E-3
3.120786838E1,1.160783052E0,3.729731590E-2,-1.514689997E-2
3.121791838E1,1.103798389E0,1.556266248E-1,-3.946901858E-2
3.122796937E1,1.005891323E0,1.747682691E-1,-7.329168171E-2
3.123802038E1,9.240478277E-1,5.334436521E-2,-1.235705689E-1
3.124807038E1,8.759433627E-1,-1.218943298E-1,-1.813043952E-1
3.125812137E1,8.417220116E-1,-2.399336249E-1,-2.390611768E-1
3.126817238E1,7.760874033E-1,-2.684019208E-1,-2.914769351E-1
3.127822337E1,6.832696199E-1,-2.685971260E-1,-3.299135566E-1
3.128827338E1,6.009072661E-1,-2.930783629E-1,-3.358928859E-1
3.129832438E1,5.733773708E-1,-3.689504862E-1,-3.180659413E-1
3.130837537E1,6.072601676E-1,-4.552618563E-1,-2.864803672E-1
3.131842538E1,6.594985723E-1,-5.140665770E-1,-2.671399415E-1
3.132847637E1,7.083156705E-1,-5.119667649E-1,-2.875930965E-1
3.133852738E1,7.496988177E-1,-4.570305347E-1,-3.290891647E-1
3.134857738E1,7.712535262E-1,-4.056972265E-1,-3.756060600E-1
3.135862837E1,7.683134079E-1,-4.004633129E-1,-4.009196758E-1
3.136867938E1,7.607729435E-1,-4.538675249E-1,-3.935427964E-1
3.137873037E1,7.580719590E-1,-5.290291309E-1,-3.732337952E-1
3.138878038E1,7.321674228E-1,-5.746368766E-1,-3.646153808E-1
3.139883138E1,6.471803188E-1,-6.101533175E-1,-3.644561172E-1
3.140888237E1,5.641092658E-1,-6.589634418E-1,-3.160802722E-1
3.141893238E1,5.217514038E-1,-6.607456207E-1,-2.467624396E-1
3.142898338E1,4.723856449E-1,-6.459043622E-1,-2.030542195E-1
3.143903438E1,3.704126775E-1,-6.344429255E-1,-2.064798325E-1
3.144908438E1,2.314828038E-1,-6.119918823E-1,-2.321655154E-1
3.145913537E1,1.082748473E-1,-5.624648333E-1,-2.492859215E-1
3.146918638E1,3.336495161E-2,-3.750995398E-1,-1.971637160E-1
3.147923737E1,-5.524854362E-2,-1.047141105E-1,-7.948954403E-2
3.148928738E1,-2.148622423E-1,4.980909638E-3,5.843310431E-2
3.149933254E1,-4.060508609E-1,-1.029735208E-1,2.172038555E-1
3.150938354E1,-5.836006999E-1,-2.786497772E-1,3.928499222E-1
3.151943354E1,-8.450219035E-1,-3.023148775E-1,4.849936962E-1
3.152948454E1,-1.232676387E0,-7.444690913E-2,5.320074558E-1
3.153953554E1,-1.632246494E0,3.216626048E-1,6.048470140E-1
3.154958554E1,-1.949728251E0,8.164933324E-1,6.835491657E-1
3.155963654E1,-2.240723133E0,1.230860949E0,7.002556920E-1
3.156968754E1,-2.571984768E0,1.323257804E0,6.998520494E-1
3.157973854E1,-2.851637602E0,1.100903392E0,8.204413056E-1
3.158978854E1,-2.996937752E0,8.328537345E-1,9.780815244E-1
3.159983954E1,-3.016614914E0,5.900173783E-1,1.050077200E0
3.160989054E1,-2.983812094E0,2.368758023E-1,1.077165961E0
3.161994054E1,-2.919167995E0,-2.209807038E-1,1.041276455E0
3.162999154E1,-2.845498800E0,-4.932385683E-1,9.358269572E-1
3.164004254E1,-2.759750605E0,-3.609239161E-1,8.625681996E-1
3.165009254E1,-2.671845675E0,-5.636151135E-2,7.712600231E-1
3.166014354E1,-2.597658396E0,7.054478861E-3,6.596357226E-1
3.167019454E1,-2.522272587E0,-2.299346626E-1,5.711691380E-1
3.168024554E1,-2.455155611E0,-4.764749408E-1,4.777592421E-1
3.169029554E1,-2.340317011E0,-5.527381897E-1,3.547883630E-1
3.170034654E1,-2.170928478E0,-2.181492597E-1,3.064024448E-1
3.171039754E1,-2.164986849E0,2.655197382E-1,2.801968753E-1
3.172044754E1,-2.071112871E0,1.444302201E0,3.707568645E-1
3.173049854E1,-1.976576209E0,3.048326015E0,5.476018190E-1
3.174054954E1,-2.234319448E0,3.916929245E0,7.311508656E-1
3.175059954E1,-2.662000895E0,3.724361181E0,7.325397134E-1
3.176065054E1,-2.960124254E0,2.761784792E0,6.339417696E-1
3.177070154E1,-2.785022736E0,2.010852814E0,5.565848947E-1
3.178075154E1,-2.215164185E0,1.842413306E0,5.039775968E-1
3.179080254E1,-1.678825736E0,1.816115975E0,5.082520247E-1
3.180085354E1,-1.346223831E0,1.895821214E0,5.630566478E-1
3.181090454E1,-1.142456770E0,2.254854441E0,5.946625471E-1
3.182095454E1,-1.037765741E0,2.630157948E0,5.561369658E-1
3.183100554E1,-9.309360981E-1,2.841251850E0,5.173975229E-1
3.184105654E1,-8.087962866E-1,2.925549746E0,4.712987244E-1
3.185110654E1,-6.452421546E-1,2.804335356E0,4.657651782E-1
3.186115754E1,-4.428956509E-1,2.511915445E0,4.706222415E-1
3.187120854E1,-1.890033931E-1,2.112118006E0,4.730485380E-1
3.188125854E1,8.857414871E-2,1.630382776E0,4.845874906E-1
3.189130954E1,3.410031199E-1,1.144608259E0,5.095012784E-1
3.190136054E1,5.438832045E-1,7.326644659E-1,5.278579593E-1
3.191141054E1,6.895437241E-1,4.356254041E-1,5.214570761E-1
3.192146154E1,8.340268731E-1,2.330624461E-1,5.055265427E-1
3.193151254E1,1.023167253E0,1.003214046E-1,4.676529467E-1
3.194156354E1,1.249403238E0,6.359800696E-2,3.908247352E-1
3.195161354E1,1.454342484E0,8.086959273E-2,2.736742795E-1
3.196166454E1,1.579270840E0,1.301721632E-1,1.627440304E-1
3.197171554E1,1.620815873E0,1.221610010E-1,5.866628140E-2
3.198176554E1,1.638811946E0,5.298778787E-2,-1.551233977E-2
3.199181654E1,1.675943613E0,1.843247563E-2,-7.575357705E-2
3.200186754E1,1.693117499E0,1.176674515E-1,-1.483984888E-1
3.201191754E1,1.597024083E0,3.830950856E-1,-2.184074670E-1
3.202196854E1,1.314618707E0,7.133608460E-1,-2.770676017E-1
3.203201954E1,8.117111921E-1,9.786012173E-1,-3.134066463E-1
3.204206954E1,1.467409581E-1,1.062957406E0,-3.018107116E-1
3.205212054E1,-5.007214546E-1,9.245521426E-1,-2.142601013E-1
3.206217154E1,-9.320318699E-1,6.742517352E-1,-9.853696823E-2
3.207222254E1,-1.098925471E0,5.463590026E-1,2.086905390E-2
3.208227254E1,-1.079931855E0,5.747342110E-1,1.442160308E-1
3.209232354E1,-9.495123029E-1,5.544117093E-1,2.128704041E-1
3.210237454E1,-7.832316756E-1,4.207535684E-1,2.164547443E-1
3.211242454E1,-6.348651648E-1,4.095966816E-1,2.051350474E-1
3.212247554E1,-4.729610085E-1,5.876132846E-1,1.937838495E-1
3.213252654E1,-2.382351458E-1,8.796687722E-1,1.726809144E-1
3.214257654E1,2.892146446E-2,1.108467102E0,1.509910673E-1
3.215262754E1,2.778494358E-1,1.116271496E0,1.181707382E-1
3.216267854E1,4.686484337E-1,9.075757861E-1,6.519939750E-2
3.217272854E1,6.457927227E-1,5.632309318E-1,-1.943702810E-2
3.218277954E1,7.919145226E-1,3.580918908E-1,-1.986075789E-1
3.219283054E1,8.537421227E-1,3.006618023E-1,-3.188060820E-1
3.220288054E1,7.754247189E-1,2.298869789E-1,-2.020706832E-1
3.221293154E1,6.263905764E-1,-1.145583093E-1,-7.887317240E-2
3.222298254E1,6.001302600E-1,-9.065155387E-1,4.816973209E-2
3.223303354E1,8.017295599E-1,-1.908756614E0,4.052695259E-2
3.224308354E1,1.075154662E0,-2.548768282E0,-1.131129414E-1
3.225313454E1,1.270929456E0,-2.530986547E0,-3.563008904E-1
3.226318554E1,1.393917203E0,-2.074130058E0,-6.300104856E-1
3.227323554E1,1.579076409E0,-1.512508869E0,-8.054307103E-1
3.228328654E1,1.785350442E0,-1.046476960E0,-8.362922072E-1
3.229333754E1,1.910515428E0,-8.726013303E-1,-6.811680198E-1
3.230338754E1,1.945478678E0,-9.007506371E-1,-3.567020595E-1
3.231343854E1,1.741061330E0,-1.353176117E0,4.111851379E-2
3.232348954E1,1.495247841E0,-1.520107865E0,4.369814396E-1
3.233353954E1,1.368445396E0,-1.231398702E0,8.103250861E-1
3.234359054E1,1.290128469E0,-6.492211819E-1,1.098942876E0
