"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.004667000E0,-2.499894006E-3,-4.488414619E-3,-1.580116712E-2
1.014717000E0,-2.554489672E-2,8.121689782E-3,-2.658760920E-2
1.024768000E0,-4.668666422E-2,1.821746677E-2,-3.139328212E-2
1.034819000E0,-6.584005058E-2,2.593027055E-2,-2.513980120E-2
1.044870000E0,-8.163312823E-2,5.766849592E-2,-1.660117507E-2
1.054921000E0,-9.198357910E-2,9.599064291E-2,3.089180216E-3
1.064972000E0,-1.041808575E-1,1.366091818E-1,3.296132386E-2
1.075022000E0,-1.357737482E-1,2.041386366E-1,6.830245256E-2
1.085073000E0,-1.921573877E-1,2.699272633E-1,1.001051217E-1
1.095124000E0,-2.571787834E-1,3.186875284E-1,1.260182559E-1
1.105175000E0,-3.092473149E-1,3.394849598E-1,1.413727254E-1
1.115226000E0,-3.317480385E-1,3.320089579E-1,1.379380971E-1
1.125277000E0,-3.240672052E-1,3.071837723E-1,1.283789426E-1
1.135327000E0,-2.915687859E-1,2.757312357E-1,1.243670061E-1
1.145378000E0,-2.644319832E-1,2.161858827E-1,1.383925527E-1
1.155429000E0,-2.411195338E-1,1.165983677E-1,1.402405202E-1
1.165480000E0,-2.320831567E-1,2.533529885E-2,1.354351193E-1
1.175531000E0,-2.091674805E-1,-1.227264293E-2,1.217751354E-1
1.185582000E0,-1.838416159E-1,-2.032337897E-2,1.036067829E-1
1.195632000E0,-1.629046947E-1,9.284645785E-4,8.715482801E-2
1.205683000E0,-1.618127972E-1,1.108032987E-1,8.265488595E-2
1.215734000E0,-1.772887111E-1,2.655276060E-1,1.100457832E-1
1.225785000E0,-1.865674257E-1,3.847464025E-1,1.492147595E-1
1.235836000E0,-1.803226322E-1,4.810805023E-1,1.775326580E-1
1.245887000E0,-1.541480273E-1,5.364862084E-1,2.004568875E-1
1.255938000E0,-1.065642014E-1,5.018932819E-1,2.110323161E-1
1.265988000E0,-5.265995488E-2,4.038857520E-1,1.968342066E-1
1.276039000E0,1.306718681E-3,2.840832770E-1,1.703861356E-1
1.286090000E0,3.233254328E-2,1.765011549E-1,1.370143294E-1
1.296141000E0,3.871476650E-2,9.738408029E-2,1.022592261E-1
1.306192000E0,2.909223363E-2,3.991679102E-2,7.271624357E-2
1.316243000E0,5.713899620E-3,-1.449626638E-3,5.168134347E-2
1.326293000E0,-1.769768260E-2,-2.863384224E-2,3.599612415E-2
1.336344000E0,-3.485034779E-2,-2.637191303E-2,3.220161051E-2
1.346395000E0,-4.149679840E-2,5.522370804E-3,3.806295991E-2
1.356446000E0,-4.471869022E-2,6.514228880E-2,4.499463364E-2
1.366497000E0,-4.880131409E-2,1.110240296E-1,5.648857355E-2
1.376548000E0,-4.362357035E-2,1.364282370E-1,6.335761398E-2
1.386599000E0,-3.077195399E-2,1.410480291E-1,6.697446108E-2
1.396649000E0,-5.453818943E-3,1.571153104E-1,6.674797088E-2
1.406700000E0,6.573549006E-3,2.652862668E-1,8.893423527E-2
1.416751000E0,-7.328500506E-3,3.705717027E-1,1.655606031E-1
1.426802000E0,-1.033680700E-2,1.843741387E-1,1.649227738E-1
1.436853000E0,3.462472558E-2,1.264080703E-1,1.185100302E-1
1.446904000E0,7.467946410E-2,9.071107209E-2,7.836394757E-2
1.456955000E0,9.202018380E-2,3.271127865E-2,4.642477259E-2
1.467004417E0,8.048257232E-2,-9.839909151E-3,1.782482117E-2
1.477055417E0,5.939740315E-2,-2.163250931E-2,9.321677499E-5
1.487106417E0,4.285251349E-2,-4.736616276E-3,-2.090042923E-3
1.497157417E0,3.510227054E-2,3.269816563E-2,-1.174232177E-2
1.507208417E0,2.497906238E-2,6.357990950E-2,-3.086861223E-2
1.517259417E0,1.009053178E-2,9.035361558E-2,-5.828959495E-2
1.527310417E0,-1.775468141E-2,1.179570109E-1,-8.307722956E-2
1.537361417E0,-6.030334160E-2,1.554511636E-1,-9.391961247E-2
1.547411417E0,-9.632445872E-2,1.731305569E-1,-8.491387218E-2
1.557462417E0,-1.074462682E-1,1.661991179E-1,-7.278932631E-2
1.567513417E0,-9.233629704E-2,1.365682632E-1,-5.376423523E-2
1.577564417E0,-5.265010148E-2,1.076784283E-1,-2.924764529E-2
1.587615417E0,2.257701010E-2,1.066733524E-1,2.678126842E-2
1.597666417E0,8.448846638E-2,2.088914961E-1,1.046736389E-1
1.607717417E0,1.227192059E-1,2.715439796E-1,1.578489691E-1
1.617767417E0,1.284584552E-1,3.253817558E-1,2.064423263E-1
1.627818417E0,1.153269410E-1,3.339443803E-1,2.192854136E-1
1.637869417E0,9.725558758E-2,3.219294250E-1,1.984595209E-1
1.647920417E0,7.100773603E-2,2.879099548E-1,1.515026689E-1
1.657971417E0,4.407865182E-2,2.477187663E-1,9.868299961E-2
1.668022417E0,3.160813078E-2,2.201859504E-1,6.453381479E-2
1.678073417E0,3.121056966E-2,1.945787370E-1,4.969818518E-2
1.688124417E0,2.645176835E-2,1.892846376E-1,3.429659083E-2
1.698175417E0,1.879272610E-2,1.334380507E-1,2.259264328E-2
1.708225417E0,1.454604976E-2,7.432520390E-2,1.509770937E-2
1.718276417E0,1.366172545E-2,3.722171113E-2,1.472810656E-2
1.728327417E0,1.288061962E-2,2.833341062E-2,2.275167778E-2
1.738378417E0,1.540267281E-2,5.938343331E-2,2.573060989E-2
1.748429417E0,2.868678607E-2,9.243858606E-2,3.927252069E-2
1.758480417E0,3.984507173E-2,1.241969913E-1,4.014995322E-2
1.768531417E0,4.365712032E-2,1.490437388E-1,2.796892077E-2
1.778582417E0,3.658175096E-2,1.682827920E-1,1.565369777E-2
1.788632417E0,2.275781333E-2,1.513477564E-1,-7.332651876E-4
1.798683417E0,-2.880750457E-3,1.113716811E-1,-8.197345771E-3
1.808734417E0,-2.045495063E-2,4.237849638E-2,-9.130783379E-3
1.818785417E0,-3.364982456E-2,-3.127517924E-2,-1.134205051E-2
1.828836417E0,-3.990985453E-2,-8.846309781E-2,-1.383450255E-2
1.838887417E0,-4.658054933E-2,-9.980392456E-2,-7.857015356E-3
1.848938417E0,-4.751372337E-2,-7.808610797E-2,-4.109947942E-3
1.858989417E0,-4.115400091E-2,-3.129466251E-2,-2.654313343E-3
1.869040417E0,-3.638880700E-2,2.121968009E-2,-7.821111940E-4
1.879090417E0,-2.934747003E-2,6.504952908E-2,4.316760693E-3
1.889141417E0,-2.252205461E-2,9.254880250E-2,1.172940340E-2
1.899192417E0,-1.888836734E-2,9.941969812E-2,1.953965053E-2
1.909243417E0,-2.252917364E-2,8.523835987E-2,3.622169420E-2
1.919294417E0,-3.426530957E-2,4.823257029E-2,4.409369826E-2
1.929345417E0,-4.447880387E-2,-3.221566323E-3,5.102324113E-2
1.939396417E0,-5.773276091E-2,-6.117629260E-2,5.131807178E-2
1.949447417E0,-5.576095730E-2,-1.116820797E-1,4.161351174E-2
1.959498417E0,-5.178451166E-2,-1.469418406E-1,2.878770232E-2
1.969548417E0,-4.801134393E-2,-1.652513295E-1,2.382436767E-2
1.979599417E0,-3.861174732E-2,-1.734414101E-1,1.959320158E-2
1.989650417E0,-3.306544945E-2,-1.684567779E-1,1.754230075E-2
1.999701417E0,-2.828191780E-2,-1.592562348E-1,1.129340194E-2
2.009752417E0,-2.338330075E-2,-1.451478750E-1,1.026062761E-2
2.019803417E0,-2.540475875E-2,-1.175192818E-1,-1.062365947E-3
2.029854417E0,-3.295721486E-2,-7.749996334E-2,-7.908554748E-3
2.039905417E0,-4.007163271E-2,-3.404346108E-2,-1.067961007E-2
2.049956417E0,-4.941986129E-2,-7.417443208E-3,-1.591618359E-2
2.060007417E0,-5.250948295E-2,-1.064448617E-3,-2.139479108E-2
2.070057417E0,-4.588540271E-2,4.133243114E-3,-3.002103604E-2
2.080108417E0,-2.788531408E-2,3.642055904E-3,-3.422692791E-2
2.090159417E0,-7.062057965E-3,-9.154965170E-3,-3.504505381E-2
2.100210417E0,5.582788493E-3,-1.893604174E-2,-4.225454852E-2
2.110261417E0,1.243909635E-2,-2.787121385E-2,-4.675662145E-2
2.120312417E0,1.669169404E-2,-2.142463997E-2,-5.875936523E-2
2.130363417E0,2.099376358E-2,-1.511214860E-2,-7.334522903E-2
2.140414417E0,9.354228154E-3,2.577647567E-3,-8.968092501E-2
2.150465417E0,-2.641980536E-3,2.087968960E-2,-9.465277940E-2
2.160516417E0,-9.552865289E-3,3.751676157E-2,-8.876910806E-2
2.170567417E0,-7.729132660E-3,2.725267038E-2,-7.962407917E-2
2.180617417E0,-2.420208184E-3,-7.531063166E-4,-6.728986651E-2
2.190668417E0,7.241473999E-3,-4.226113483E-2,-5.071754754E-2
2.200719417E0,1.954065822E-2,-8.329543471E-2,-3.067202680E-2
2.210770417E0,1.925569959E-2,-1.172587276E-1,-2.535981871E-2
2.220821417E0,8.197815157E-3,-1.328491420E-1,-2.258033864E-2
2.230872417E0,-1.012925990E-2,-1.415033489E-1,-2.786804549E-2
2.240923417E0,-2.678207494E-2,-1.382534355E-1,-4.055081308E-2
2.250974417E0,-4.175037146E-2,-1.181186065E-1,-5.824778602E-2
2.261025417E0,-5.466872826E-2,-9.650032967E-2,-7.295022905E-2
2.271076417E0,-6.920558959E-2,-7.443656772E-2,-8.140177280E-2
2.281127417E0,-7.940143347E-2,-4.938452691E-2,-8.533608168E-2
2.291177417E0,-9.289486706E-2,-3.633743525E-2,-7.341364771E-2
2.301228417E0,-1.072782651E-1,-4.239539057E-2,-6.295967847E-2
2.311279417E0,-1.190752685E-1,-5.517803133E-2,-5.871753022E-2
2.321330417E0,-1.146405786E-1,-6.679209322E-2,-5.364098772E-2
2.331381417E0,-9.890449792E-2,-6.225646287E-2,-5.475712195E-2
2.341432417E0,-8.152507991E-2,-4.407620057E-2,-4.978586733E-2
2.351483417E0,-7.263784856E-2,-4.312010482E-3,-3.225587308E-2
2.361534417E0,-6.461074948E-2,5.785008520E-2,-7.041584700E-3
2.371585417E0,-5.330163613E-2,1.182207465E-1,1.941212825E-2
2.381636417E0,-3.810455650E-2,1.456715912E-1,3.921348974E-2
2.391687417E0,-2.006217279E-2,1.566190422E-1,4.821657389E-2
2.401738417E0,-3.451291937E-3,1.479494721E-1,5.405258760E-2
2.411788417E0,2.194609493E-3,1.237783656E-1,5.280010402E-2
2.421839417E0,2.071503084E-3,8.484487981E-2,4.414670169E-2
2.431890417E0,-4.434865899E-3,5.231702700E-2,2.554105967E-2
2.441941417E0,-2.153371461E-2,2.733865567E-2,-8.177165873E-3
2.451992417E0,-4.201688617E-2,1.027418487E-2,-3.571904451E-2
2.462043417E0,-6.939469278E-2,1.077036653E-2,-5.873065814E-2
2.472093875E0,-9.694270790E-2,1.856623776E-2,-6.807329506E-2
2.482144875E0,-1.137587279E-1,3.127638996E-2,-7.635273784E-2
2.492195875E0,-1.120335311E-1,4.488727450E-2,-7.761933655E-2
2.502246875E0,-9.996197373E-2,6.325925142E-2,-7.009042054E-2
2.512297875E0,-7.725586742E-2,7.633164525E-2,-5.506886542E-2
2.522348875E0,-4.298270866E-2,7.697387785E-2,-3.650797158E-2
2.532399875E0,-1.706642285E-2,6.313795596E-2,-2.940718643E-2
2.542449875E0,-8.561660536E-3,3.872062266E-2,-2.964267693E-2
2.552500875E0,-2.118264697E-2,1.465576515E-2,-4.458167404E-2
2.562551875E0,-5.230115727E-2,-5.679615773E-3,-7.040926069E-2
2.572602875E0,-7.672686875E-2,-7.788040675E-3,-9.823156893E-2
2.582653875E0,-9.023144841E-2,6.299422123E-3,-1.196907237E-1
2.592704875E0,-9.054490924E-2,2.385444753E-2,-1.288131177E-1
2.602755875E0,-7.623470575E-2,4.592209309E-2,-1.233686507E-1
2.612806875E0,-5.667059124E-2,5.751509964E-2,-1.064756885E-1
2.622857875E0,-4.277304932E-2,6.952495128E-2,-8.964470029E-2
2.632908875E0,-3.090893291E-2,8.911116421E-2,-7.474431396E-2
2.642959875E0,-1.599794999E-2,1.113726273E-1,-6.627228856E-2
2.653010875E0,-1.380696706E-2,1.164006740E-1,-6.784462184E-2
2.663061875E0,-1.919971965E-2,8.512281626E-2,-8.113384247E-2
2.673112875E0,-2.327542007E-2,3.944560885E-2,-1.006252542E-1
2.683163875E0,-2.056786418E-2,9.581753984E-3,-1.251236200E-1
2.693213875E0,-1.712786034E-2,-4.509829916E-3,-1.385078728E-1
2.703264875E0,-1.927455887E-2,-1.873488538E-2,-1.335794479E-1
2.713315875E0,-1.811794937E-2,-2.482793108E-2,-1.140819192E-1
2.723366875E0,-1.848442666E-2,-1.698658429E-2,-9.611190110E-2
2.733417875E0,-3.846532479E-2,-5.254294723E-3,-8.694823086E-2
2.743468875E0,-6.769781560E-2,-1.176053658E-3,-7.458005846E-2
2.753519875E0,-1.120003015E-1,1.243848056E-1,-2.292725630E-2
2.763570875E0,-2.709618807E-1,4.922382832E-1,1.257552058E-1
2.773621875E0,-4.411320090E-1,4.386437535E-1,1.903858632E-1
2.783672875E0,-7.099266648E-1,1.036793590E0,2.212640792E-1
2.793723875E0,-9.356127977E-1,4.200885296E-1,2.802006304E-1
2.803774875E0,-7.813057303E-1,-1.034359541E-2,1.178822592E-1
2.813825875E0,-4.708410501E-1,-3.685510159E-2,-9.140464664E-2
2.823876875E0,-1.987477094E-1,-8.041947335E-2,-1.669813693E-1
2.833927875E0,-6.225750968E-2,-9.551746398E-2,-1.389481425E-1
2.843978875E0,-2.022581920E-2,-7.215677202E-2,-1.160473973E-1
2.854028875E0,-3.842852265E-2,-2.360255085E-2,-1.031582281E-1
2.864079875E0,-7.824090868E-2,-1.564817689E-2,-8.099865168E-2
2.874130875E0,-1.077332869E-1,-3.624160588E-2,-5.933409929E-2
2.884181875E0,-1.010318026E-1,-5.947078392E-2,-5.119458213E-2
2.894232875E0,-7.074446976E-2,-8.248156309E-2,-5.031840131E-2
2.904283875E0,-3.209238127E-2,-1.090342402E-1,-5.649118870E-2
2.914334875E0,-7.505279034E-3,-1.404856443E-1,-4.865084216E-2
2.924385875E0,2.086769603E-2,-1.687840968E-1,-3.478799015E-2
2.934436875E0,3.423756361E-2,-1.759442687E-1,-2.431670576E-2
2.944487875E0,3.470570222E-2,-1.847826242E-1,-1.695287228E-2
2.954538875E0,1.715600304E-2,-1.788903773E-1,-1.262443792E-2
2.964589875E0,-2.771446947E-3,-1.496302038E-1,-5.949174985E-3
2.974640875E0,-1.902871393E-2,-1.152077913E-1,-8.343356661E-3
2.984691875E0,-2.595780417E-2,-7.126426697E-2,-1.897439361E-2
2.994742875E0,-1.635257900E-2,-2.183999307E-2,-3.114770167E-2
3.004793875E0,-1.144688856E-2,5.407790653E-3,-3.557659313E-2
3.014844875E0,-7.135504857E-4,1.309926528E-2,-3.388655186E-2
3.024895875E0,-3.407608718E-3,-1.081460342E-2,-3.091072291E-2
3.034946875E0,-2.466980368E-3,-5.877680331E-2,-2.292682976E-2
3.044996875E0,-4.665428307E-3,-1.045858636E-1,-1.849663071E-2
3.055047875E0,-6.220181938E-3,-1.355986446E-1,-1.661776938E-2
3.065098875E0,-2.700523240E-3,-1.548031420E-1,-2.171861380E-2
3.075149875E0,-3.465116723E-3,-1.536595821E-1,-2.814402245E-2
3.085200875E0,-8.339174092E-4,-1.305918247E-1,-2.931260318E-2
3.095251875E0,3.000235651E-3,-9.668605775E-2,-2.821431495E-2
3.105302875E0,-1.944252290E-4,-7.103588432E-2,-2.406937629E-2
3.115353875E0,1.019976102E-3,-5.922743306E-2,-2.029274777E-2
3.125404875E0,-3.539115423E-3,-6.771501154E-2,-1.877571829E-2
3.135455875E0,-7.648639381E-3,-8.269183338E-2,-1.498018019E-2
3.145506875E0,-1.559041627E-2,-8.704091609E-2,-1.374833845E-2
3.155557875E0,-2.023816481E-2,-7.543778419E-2,-1.053896360E-2
3.165608875E0,-2.201391011E-2,-5.168997496E-2,-6.026167423E-3
3.175659875E0,-1.586706750E-2,-1.716315746E-2,3.134876024E-4
3.185710875E0,-8.828258142E-3,1.258964092E-2,-3.469566116E-3
3.195761875E0,-3.207923379E-3,3.044773452E-2,-5.890910979E-4
3.205812875E0,-1.083322428E-2,4.349174351E-2,-3.544112435E-3
3.215863875E0,-1.956013776E-2,5.708877742E-2,-1.214772090E-2
3.225914875E0,-2.577382699E-2,6.901360303E-2,-2.297425456E-2
3.235965875E0,-2.201690897E-2,5.580325797E-2,-3.011525236E-2
3.246016875E0,-8.624725044E-3,4.659548029E-2,-3.740383312E-2
3.256067875E0,7.535336073E-3,4.473393038E-2,-4.844343662E-2
3.266118875E0,1.334501989E-2,2.519270778E-2,-5.316733569E-2
3.276169875E0,1.100942679E-2,1.334909815E-2,-5.802946910E-2
3.286219875E0,9.154208004E-3,-9.331356734E-3,-5.039181560E-2
3.296270875E0,1.136228442E-3,-4.235828295E-2,-4.561144114E-2
3.306321875E0,1.420855988E-3,-4.745656252E-2,-2.492561564E-2
3.316372875E0,-8.009131067E-3,-4.953223094E-2,-2.361982828E-3
3.326423875E0,-1.652898639E-2,-5.153188482E-2,-2.253071871E-4
3.336474875E0,-2.102573402E-2,-5.225413293E-2,-1.806262694E-2
3.346525875E0,-2.439389378E-2,-3.985009342E-2,-3.023517877E-2
3.356576875E0,-3.539327905E-2,-1.354072243E-2,-2.570167743E-2
3.366627875E0,-6.031874195E-2,3.054509312E-2,-2.032659948E-2
3.376678875E0,-1.098540723E-1,1.461907327E-1,-5.797920749E-4
3.386729875E0,-2.296306044E-1,1.898655891E-1,5.768270418E-2
3.396780875E0,-2.682416439E-1,9.535186738E-2,5.479530618E-2
3.406831875E0,-2.931739390E-1,1.876432747E-1,5.641633645E-2
3.416882875E0,-2.695855498E-1,1.236978471E-1,5.159547925E-2
3.426933875E0,-2.211637497E-1,1.571096033E-1,4.596668109E-2
3.436984875E0,-2.051203400E-1,1.917442828E-1,4.363082349E-2
3.447035875E0,-2.312119752E-1,1.809317619E-1,6.065637618E-2
3.457086875E0,-2.522797287E-1,1.289460510E-1,6.699682772E-2
3.467137875E0,-2.435327619E-1,7.298659533E-2,3.763173521E-2
3.477188875E0,-2.038130462E-1,1.851856150E-2,-3.409708617E-3
3.487239875E0,-1.579295099E-1,-1.574771106E-2,-4.029317945E-2
3.497290875E0,-1.074860469E-1,-4.869047925E-2,-6.048367172E-2
3.507341875E0,-5.835851282E-2,-6.976294518E-2,-6.100218743E-2
3.517392875E0,-2.412783541E-2,-6.543584168E-2,-4.450683296E-2
3.527443875E0,2.452564891E-3,-5.544844270E-2,-2.102222107E-2
3.537494875E0,2.568571642E-2,-4.681660607E-2,1.786423032E-3
3.547545875E0,4.012352228E-2,-4.655343294E-2,1.878133044E-2
3.557596875E0,4.936495796E-2,-4.461837932E-2,3.519466147E-2
3.567647875E0,5.444287881E-2,-4.384288192E-2,4.834822565E-2
3.577698875E0,5.248252675E-2,-5.641513318E-2,5.559042469E-2
3.587748875E0,4.194645956E-2,-6.869173795E-2,5.645704642E-2
3.597799875E0,2.735926211E-2,-7.916381955E-2,5.157414079E-2
3.607850875E0,1.313198823E-2,-9.500043094E-2,4.652398080E-2
3.617901875E0,-2.219537273E-3,-9.672136605E-2,3.747056425E-2
3.627952875E0,-1.656505466E-2,-8.326695114E-2,2.807440609E-2
3.638003875E0,-1.659461483E-2,-6.881850213E-2,2.400136739E-2
3.648054875E0,-1.084293332E-2,-5.491081625E-2,2.340037003E-2
3.658105875E0,-2.000439446E-3,-3.380659223E-2,2.238677070E-2
3.668156875E0,6.751586683E-3,-2.011393942E-2,2.118506655E-2
3.678207875E0,1.109546889E-2,-6.654056720E-3,2.521389723E-2
3.688258875E0,1.531284489E-2,2.122087870E-3,2.985156514E-2
3.698309875E0,1.897309348E-2,9.178065229E-4,3.235040978E-2
3.708360875E0,1.691694185E-2,-1.100012101E-2,2.763336338E-2
3.718411875E0,1.583037153E-2,-2.396439016E-2,2.577767335E-2
3.728462875E0,2.268952318E-3,-3.408728912E-2,2.124154009E-2
3.738513875E0,-1.041701529E-2,-4.089859128E-2,2.214834653E-2
3.748564875E0,-2.922119386E-2,-4.978115857E-2,1.859594882E-2
3.758615875E0,-4.234977812E-2,-6.556998193E-2,1.425339840E-2
