"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.670807658E1,6.620341539E-1,1.982755303E0,-6.493167486E-3
3.671812658E1,6.596477032E-1,2.078706741E0,5.517947301E-2
3.672817758E1,5.997593403E-1,2.210523367E0,8.500501513E-2
3.673822858E1,3.938379884E-1,2.488624334E0,7.110525668E-2
3.674827858E1,1.335375383E-2,2.661749840E0,3.044730984E-2
3.675832958E1,-4.516793489E-1,2.393554211E0,-2.775657177E-2
3.676838058E1,-8.843753338E-1,1.669701695E0,1.074528042E-2
3.677843058E1,-1.132536530E0,6.317459345E-1,1.951547414E-1
3.678848158E1,-1.097533226E0,-3.258900046E-1,4.196722507E-1
3.679853258E1,-8.882248402E-1,-8.001971245E-1,5.303162932E-1
3.680858258E1,-6.595951319E-1,-7.268518209E-1,5.152409077E-1
3.681863358E1,-4.822001159E-1,-2.657838464E-1,4.258631170E-1
3.682868358E1,-4.064760506E-1,3.122400641E-1,3.348642290E-1
3.683873458E1,-5.557197332E-1,7.336930633E-1,2.579384744E-1
3.684878558E1,-8.690094352E-1,9.259104729E-1,1.453650892E-1
3.685883558E1,-1.046409845E0,8.657415509E-1,3.796460479E-2
3.686888658E1,-9.824523926E-1,5.184973478E-1,-4.206819925E-3
3.687893758E1,-6.839498878E-1,2.211112082E-1,-4.771230742E-3
3.688898758E1,-2.664107084E-1,1.781552136E-1,-1.841566898E-2
3.689903858E1,8.716364205E-2,2.643719912E-1,-2.880062349E-2
3.690908958E1,3.009430170E-1,2.478281707E-1,-3.717812896E-2
3.691913958E1,4.306481183E-1,1.853283793E-1,-4.324317724E-2
3.692919058E1,4.818308949E-1,2.336573005E-1,-4.667972028E-2
3.693924058E1,4.698590636E-1,3.342723548E-1,-4.680234566E-2
3.694929158E1,4.938770533E-1,2.644168437E-1,-2.041414753E-2
3.695934258E1,6.730084419E-1,-7.124381512E-2,1.443564706E-2
3.696939258E1,8.601335883E-1,-5.133826137E-1,5.432047695E-2
3.697944358E1,8.609842658E-1,-9.103748798E-1,1.001480818E-1
3.698949458E1,8.630428910E-1,-1.189161777E0,8.208359778E-2
3.699954458E1,9.559255242E-1,-9.099673033E-1,-3.476604819E-2
3.700959558E1,9.772822261E-1,1.380963176E-1,-2.758934498E-1
3.701964558E1,9.914969206E-1,9.933333993E-1,-5.238248110E-1
3.702969658E1,1.107421398E0,1.316588998E0,-6.771142483E-1
3.703974758E1,1.197867751E0,1.226730466E0,-6.388052702E-1
3.704979758E1,1.188798070E0,8.352750540E-1,-3.781851232E-1
3.705984858E1,1.270863891E0,5.277027488E-1,-1.686131395E-2
3.706989958E1,1.555308580E0,4.060415626E-1,3.573567569E-1
3.707994958E1,1.842000604E0,4.092413783E-1,6.581426859E-1
3.709000058E1,1.946469426E0,4.659547508E-1,8.057145476E-1
3.710005058E1,1.872896671E0,5.419594646E-1,7.694510818E-1
3.711010158E1,1.681866765E0,6.447159052E-1,6.164167523E-1
3.712015258E1,1.472132802E0,7.105217576E-1,4.717300236E-1
3.713020258E1,1.356892467E0,6.712292433E-1,3.695797026E-1
3.714025358E1,1.391371965E0,4.782808125E-1,3.118843734E-1
3.715030458E1,1.533856869E0,1.764727682E-1,2.910770774E-1
3.716035458E1,1.717651010E0,-1.648807377E-1,3.024067879E-1
3.717040558E1,1.886049628E0,-4.239189625E-1,3.274783194E-1
3.718045658E1,1.997497678E0,-4.633892775E-1,3.733727336E-1
3.719050658E1,2.075952053E0,-3.471353948E-1,4.361309409E-1
3.720055758E1,2.090779066E0,-1.420478225E-1,4.848846793E-1
3.721060758E1,2.026729107E0,5.977398530E-2,4.956284165E-1
3.722065858E1,1.910740018E0,1.866007298E-1,4.931220710E-1
3.723070937E1,1.821789861E0,2.465649992E-1,4.775454998E-1
3.724075938E1,1.830817938E0,3.554389477E-1,4.386388361E-1
3.725081037E1,1.901961327E0,5.327056050E-1,3.763429821E-1
3.726086038E1,1.928945541E0,7.463253140E-1,2.918449044E-1
3.727091138E1,1.857852936E0,8.933568597E-1,1.921081990E-1
3.728096237E1,1.725616217E0,1.001922369E0,8.123335987E-2
3.729101238E1,1.604552865E0,1.111783028E0,3.527545929E-2
3.730106337E1,1.515490651E0,9.819646478E-1,2.720584162E-2
3.731111438E1,1.435710669E0,6.885353923E-1,2.707667835E-2
3.732116438E1,1.336552024E0,4.520805478E-1,1.448123436E-2
3.733121537E1,1.148266554E0,2.246330380E-1,-4.300655797E-2
3.734126538E1,9.012035131E-1,1.429364178E-2,-1.465936750E-1
3.735131637E1,7.123520970E-1,-9.391485155E-2,-2.646803856E-1
3.736136738E1,6.424806118E-1,-1.349271834E-1,-3.708203137E-1
3.737141738E1,7.007582784E-1,-2.747189105E-1,-4.215149283E-1
3.738146837E1,8.463677168E-1,-4.150922596E-1,-4.149142802E-1
3.739151938E1,9.296299815E-1,-3.768097162E-1,-3.273893595E-1
3.740156937E1,8.635395765E-1,-2.420662940E-1,-1.552904844E-1
3.741162038E1,6.659346223E-1,-1.512072235E-1,3.820307180E-2
3.742167038E1,3.978970647E-1,-1.086628288E-1,2.037739754E-1
3.743172137E1,1.588738114E-1,-1.235712096E-1,3.088425994E-1
3.744177238E1,2.013830002E-3,-2.585856915E-1,3.718620241E-1
3.745182238E1,-9.804539382E-2,-4.657316804E-1,3.727621734E-1
3.746187337E1,-1.883655787E-1,-6.568257213E-1,2.985140085E-1
3.747192438E1,-3.059204519E-1,-7.503106594E-1,2.092696130E-1
3.748197437E1,-4.987532794E-1,-7.484111786E-1,1.848315299E-1
3.749202538E1,-7.499312162E-1,-5.708033442E-1,2.168001235E-1
3.750207538E1,-1.055386543E0,-2.523631454E-1,2.872190177E-1
3.751212637E1,-1.414868236E0,1.058433484E-2,3.644432127E-1
3.752217738E1,-1.720907688E0,2.085492313E-1,3.902724087E-1
3.753222737E1,-1.929080844E0,3.814429939E-1,3.746132851E-1
3.754227838E1,-2.115960360E0,3.963710368E-1,3.731635213E-1
3.755232938E1,-2.317758560E0,1.468410939E-1,3.475018442E-1
3.756237937E1,-2.575966835E0,-3.534255028E-1,2.168172151E-1
3.757243038E1,-2.829296827E0,-1.074883819E0,-3.220566362E-2
3.758248037E1,-2.971306324E0,-1.734394193E0,-2.909297943E-1
3.759253138E1,-3.009917736E0,-1.917069197E0,-4.189825654E-1
3.760258238E1,-2.957484961E0,-1.558066130E0,-3.424310982E-1
3.761263237E1,-2.799902916E0,-9.201455712E-1,-2.382453084E-1
3.762268338E1,-2.629637003E0,-4.424516261E-1,-2.193562686E-1
3.763273437E1,-2.555934191E0,-3.162159324E-1,-2.514287233E-1
3.764278437E1,-2.538015842E0,-4.058537185E-1,-2.735249996E-1
3.765283538E1,-2.510847807E0,-5.499486327E-1,-2.753995955E-1
3.766288537E1,-2.511350155E0,-7.888839245E-1,-3.195009828E-1
3.767293638E1,-2.473901033E0,-9.896441698E-1,-3.048703671E-1
3.768298737E1,-2.403410196E0,-1.116626143E0,-2.700062990E-1
3.769303737E1,-2.329759359E0,-1.088296533E0,-1.798745543E-1
3.770308838E1,-2.309380770E0,-9.060739279E-1,-4.690163583E-2
3.771313837E1,-2.326145411E0,-6.281440258E-1,1.617455930E-1
3.772318938E1,-2.434659958E0,-4.039446414E-1,3.239768445E-1
3.773324038E1,-2.525137901E0,-2.809044719E-1,3.848367333E-1
3.774329037E1,-2.575185537E0,-1.302656978E-1,4.509478211E-1
3.775334138E1,-2.552597284E0,8.724079281E-2,5.943869948E-1
3.776339137E1,-2.457614899E0,3.525395989E-1,7.332935333E-1
3.777344238E1,-2.258458138E0,5.872333050E-1,8.149449825E-1
3.778349338E1,-1.954023719E0,8.266952038E-1,8.831589222E-1
3.779354337E1,-1.613854647E0,1.100931048E0,9.093026519E-1
3.780359438E1,-1.254807234E0,1.363650918E0,9.161584377E-1
3.781364537E1,-9.118403792E-1,1.572330594E0,9.135352373E-1
3.782369538E1,-6.025857925E-1,1.601421714E0,8.989375830E-1
3.783374638E1,-3.459467888E-1,1.525326610E0,8.309156895E-1
3.784379637E1,-2.218977511E-1,1.456028104E0,7.139861584E-1
3.785384738E1,-1.822400838E-1,1.291378975E0,6.318140030E-1
3.786389837E1,-1.790972948E-1,1.154283404E0,5.337537527E-1
3.787394837E1,-1.545568109E-1,1.091454387E0,3.928823471E-1
3.788399938E1,-1.245668754E-1,1.082546949E0,2.741850913E-1
3.789404937E1,-1.039297730E-1,1.148399234E0,2.201415598E-1
3.790410038E1,-6.930003315E-2,1.318957210E0,2.066577375E-1
3.791415138E1,-5.121823400E-2,1.509457707E0,1.817989945E-1
3.792420137E1,-3.576483577E-2,1.656352162E0,1.118241474E-1
3.793425238E1,-8.126787096E-2,1.774388075E0,4.799563438E-2
3.794430337E1,-1.599291116E-1,1.727486372E0,4.860600829E-2
3.795435338E1,-2.335580587E-1,1.635248780E0,1.817059964E-1
3.796440438E1,-3.279257119E-1,1.724440217E0,3.087845445E-1
3.797445437E1,-4.356809556E-1,2.011570692E0,3.280602098E-1
3.798450538E1,-5.136657357E-1,2.247007370E0,3.289707601E-1
3.799455637E1,-5.086526275E-1,2.132463694E0,3.555105031E-1
3.800460638E1,-4.093571305E-1,1.637853384E0,3.877108991E-1
3.801465738E1,-2.917732596E-1,1.054087877E0,4.314040542E-1
3.802470737E1,-1.857544780E-1,5.622312427E-1,4.618718922E-1
3.803475838E1,-1.344585270E-1,1.994998902E-1,4.701927006E-1
3.804480937E1,-1.984599084E-1,-1.500472613E-2,4.657737315E-1
3.805485937E1,-3.616349697E-1,-3.799872473E-2,4.330427051E-1
3.806491038E1,-5.572013855E-1,1.377916634E-1,3.757407367E-1
3.807496037E1,-6.881876588E-1,4.178470373E-1,3.015333712E-1
3.808501138E1,-7.138661742E-1,7.817762494E-1,2.534632683E-1
3.809506237E1,-6.754202247E-1,1.093857050E0,2.278841287E-1
3.810511237E1,-6.076633334E-1,9.859020114E-1,2.487630248E-1
3.811516338E1,-4.212282300E-1,4.328481555E-1,2.601437569E-1
3.812521437E1,-1.975251436E-1,-2.042106986E-1,1.725071818E-1
3.813526438E1,1.612385958E-1,-6.880727410E-1,-1.031936519E-2
3.814531538E1,6.457770467E-1,-8.848307729E-1,-2.411035746E-1
3.815536537E1,9.382690787E-1,-6.526100636E-1,-4.198775887E-1
3.816541638E1,8.377093673E-1,-3.737776875E-1,-3.010097146E-1
3.817546737E1,6.344537139E-1,-5.062331557E-1,-1.607508808E-1
3.818551738E1,6.217278838E-1,-8.627797961E-1,-2.122018933E-1
3.819556838E1,7.145848870E-1,-1.179613948E0,-3.200910985E-1
3.820561837E1,1.046046972E0,-1.152755976E0,-3.734500110E-1
3.821566938E1,1.560544372E0,-6.714281440E-1,-4.150909185E-1
3.822571958E1,1.955507636E0,2.745299367E-3,-5.282990932E-1
3.823576958E1,2.163342237E0,4.173930883E-1,-6.551057696E-1
3.824582058E1,2.231438398E0,3.036087751E-1,-6.571776867E-1
3.825587058E1,2.060122013E0,-1.251359135E-1,-5.024735928E-1
3.826592158E1,1.724475622E0,-3.183911443E-1,-2.876271904E-1
3.827597258E1,1.480401874E0,-7.155765593E-2,-4.317724332E-2
3.828602258E1,1.342811704E0,3.040315211E-1,1.862602979E-1
3.829607358E1,1.226685166E0,6.560007334E-1,3.587519228E-1
3.830612358E1,1.109386563E0,1.082126617E0,4.201434553E-1
3.831617458E1,9.965032935E-1,1.544509172E0,3.895189464E-1
3.832622558E1,9.747176766E-1,1.804315448E0,3.386773169E-1
3.833627558E1,1.058168411E0,1.749710798E0,2.949487269E-1
3.834632658E1,1.197847247E0,1.428787470E0,2.885175049E-1
3.835637658E1,1.310063839E0,1.063629746E0,3.110081851E-1
3.836642758E1,1.366868734E0,8.056620359E-1,3.360301852E-1
3.837647858E1,1.411910534E0,6.947123408E-1,3.649300039E-1
3.838652858E1,1.449323654E0,7.063751221E-1,3.774622977E-1
3.839657958E1,1.461212277E0,7.764346004E-1,3.574308157E-1
3.840663058E1,1.434100986E0,7.651109695E-1,3.170865774E-1
3.841668058E1,1.375171661E0,6.741040945E-1,3.018860519E-1
3.842673158E1,1.306259751E0,6.218179464E-1,2.317937315E-1
3.843678158E1,1.260109663E0,5.739188790E-1,1.467685997E-1
3.844683258E1,1.260928392E0,5.498671532E-1,8.810774237E-2
3.845688258E1,1.297541261E0,4.879947603E-1,6.586342305E-2
3.846693358E1,1.352834702E0,4.451521337E-1,5.801926553E-2
3.847698458E1,1.362606406E0,5.494598746E-1,4.934801161E-2
3.848703458E1,1.282299757E0,7.446082830E-1,1.403536741E-2
3.849708558E1,1.192187428E0,7.020738721E-1,-2.286614385E-3
3.850713558E1,1.207051277E0,3.823467493E-1,3.478049114E-2
3.851718658E1,1.358986735E0,2.142837346E-1,9.423130006E-2
3.852723758E1,1.514123440E0,3.062553108E-1,1.367719769E-1
3.853728758E1,1.462908387E0,4.209728539E-1,9.266124666E-2
3.854733858E1,1.242895842E0,5.122031569E-1,2.872071043E-2
3.855738958E1,1.008038878E0,6.105656624E-1,-4.602889344E-2
3.856743958E1,8.633205295E-1,7.462841272E-1,-1.375597119E-1
3.857749058E1,7.827375531E-1,8.228129745E-1,-1.990736723E-1
3.858754058E1,7.053036094E-1,7.217103243E-1,-2.183922827E-1
3.859759158E1,5.970476866E-1,4.856533408E-1,-2.134888768E-1
3.860764258E1,5.128198266E-1,1.400946528E-1,-1.697272807E-1
3.861769258E1,4.570271373E-1,-1.677063107E-1,-8.500652760E-2
3.862774358E1,3.588915765E-1,-2.182724625E-1,-2.346065268E-2
3.863779358E1,2.172271013E-1,-1.196747795E-1,-2.213386633E-2
3.864784458E1,7.142262161E-2,-5.574575067E-2,-5.619115755E-2
3.865789558E1,-5.711964145E-2,-3.759044781E-2,-8.494637161E-2
3.866794558E1,-1.259947121E-1,-9.782567620E-2,-1.053621769E-1
3.867799658E1,-1.937748194E-1,-1.827581376E-1,-1.057254300E-1
3.868804658E1,-3.227746487E-1,-1.915157586E-1,-1.036401317E-1
3.869809758E1,-5.090824962E-1,-1.524160355E-1,-8.422302455E-2
3.870814858E1,-7.813647985E-1,-1.673843414E-1,2.540820651E-2
3.871819858E1,-1.125236988E0,-2.865416110E-1,2.211260498E-1
3.872824958E1,-1.474575758E0,-4.904662371E-1,4.085861146E-1
3.873829958E1,-1.867910028E0,-6.606023312E-1,5.285263658E-1
3.874835058E1,-2.259054422E0,-7.165431976E-1,5.517855883E-1
3.875840158E1,-2.544415712E0,-7.682197094E-1,5.069435835E-1
3.876845158E1,-2.730793715E0,-8.319920301E-1,3.959239125E-1
3.877850258E1,-2.826902151E0,-9.800011516E-1,2.615115047E-1
3.878855258E1,-2.670797110E0,-1.181401134E0,1.854818165E-1
3.879860358E1,-2.258668184E0,-1.373202801E0,1.795171350E-1
3.880865458E1,-1.809411287E0,-1.497025013E0,1.798834205E-1
3.881870458E1,-1.649901032E0,-1.254375577E0,1.102132648E-1
3.882875558E1,-2.023646116E0,-4.638586342E-1,-9.627351537E-4
3.883880558E1,-2.701128006E0,3.917412460E-1,-1.198529005E-1
3.884885658E1,-3.168048859E0,7.265850306E-1,-2.133750767E-1
3.885890758E1,-3.241947651E0,5.074974298E-1,-1.799034029E-1
3.886895758E1,-3.061988831E0,-7.092472631E-3,-8.559530973E-2
3.887900858E1,-2.798939943E0,-4.579033256E-1,-1.710706204E-2
3.888905858E1,-2.478355169E0,-7.456964254E-1,-4.837151151E-3
3.889910958E1,-2.206097603E0,-8.557758331E-1,4.330587760E-2
3.890916058E1,-2.025370598E0,-8.211216331E-1,5.253351480E-2
3.891921058E1,-1.966409564E0,-7.724323869E-1,7.163716853E-2
3.892926158E1,-1.941867590E0,-6.576760411E-1,2.393518835E-1
3.893931158E1,-1.901337028E0,-5.118581653E-1,4.289564192E-1
3.894936258E1,-1.908254147E0,-2.733445168E-1,5.380306840E-1
3.895941358E1,-1.984131098E0,4.544349387E-3,5.754768252E-1
3.896946358E1,-2.039766788E0,4.137012362E-1,6.242448092E-1
3.897951458E1,-2.039181471E0,8.623930216E-1,6.983184814E-1
3.898956458E1,-1.930024624E0,1.282234550E0,7.529224753E-1
3.899961558E1,-1.724959970E0,1.562625170E0,7.481572628E-1
3.900966558E1,-1.447791338E0,1.658919454E0,6.965674162E-1
3.901971658E1,-1.142058134E0,1.639218688E0,6.274600029E-1
3.902976758E1,-8.391376734E-1,1.489660025E0,5.342748761E-1
3.903981758E1,-5.159090161E-1,1.301987767E0,4.123654962E-1
3.904986858E1,-1.759906858E-1,1.133485079E0,2.774295807E-1
3.905991858E1,1.299074590E-1,1.040748119E0,1.851994991E-1
3.906996958E1,3.490396142E-1,1.067407489E0,1.317753941E-1
3.908002058E1,5.387176275E-1,1.140065193E0,1.495296359E-1
3.909007058E1,7.085490227E-1,1.245055795E0,2.036389112E-1
3.910012158E1,8.257701993E-1,1.310307264E0,3.038025200E-1
3.911017158E1,8.337373734E-1,1.419946194E0,3.940980434E-1
3.912022258E1,7.508184910E-1,1.671631694E0,4.059062302E-1
3.913027358E1,5.873608589E-1,1.930353522E0,3.178387582E-1
3.914032358E1,3.531971574E-1,2.029114008E0,1.972580254E-1
3.915037458E1,9.947911650E-2,1.840776563E0,1.220492870E-1
3.916042458E1,-1.451548785E-1,1.335922718E0,1.107827872E-1
3.917047558E1,-3.648107946E-1,6.962130070E-1,1.397698522E-1
3.918052658E1,-4.782995284E-1,2.316040695E-1,1.502613723E-1
3.919057658E1,-4.576113224E-1,-1.231042668E-3,1.255812794E-1
3.920062758E1,-3.368127346E-1,-7.896764576E-2,8.624930680E-2
3.921067758E1,-1.995903999E-1,-7.582666725E-2,5.083554238E-2
3.922072858E1,-1.388399601E-1,1.718529500E-2,3.810722753E-2
3.923078063E1,-2.243168801E-1,1.575168669E-1,1.649064198E-2
3.924083063E1,-3.920888305E-1,3.234019578E-1,-2.532284893E-2
3.925088162E1,-5.365688801E-1,4.892241061E-1,-7.498895377E-2
3.926093163E1,-5.931746364E-1,6.102562547E-1,-8.822965622E-2
3.927098262E1,-5.715659857E-1,6.477032900E-1,-5.085169896E-2
3.928103363E1,-4.798648357E-1,5.879787207E-1,9.114166722E-3
3.929108363E1,-3.529982269E-1,4.036462009E-1,1.140687913E-1
3.930113462E1,-1.547612995E-1,1.776708663E-1,2.187786996E-1
3.931118463E1,8.024059981E-2,4.031198844E-2,2.385405451E-1
3.932123562E1,3.103904426E-1,7.613230497E-2,1.440638453E-1
3.933128663E1,4.832869470E-1,1.639022231E-1,1.354999654E-2
3.934133663E1,5.888615251E-1,5.568919331E-2,-5.887333676E-2
3.935138762E1,7.646806836E-1,-3.268726468E-1,-5.292519927E-2
3.936143763E1,1.018892646E0,-7.324659228E-1,-3.427295014E-2
3.937148863E1,1.191643357E0,-9.526750445E-1,-5.444267392E-2
3.938153862E1,1.235964417E0,-1.065546989E0,-1.027319133E-1
3.939158963E1,1.237091660E0,-9.745898843E-1,-1.686464846E-1
3.940164062E1,1.262066483E0,-4.497053623E-1,-2.911473513E-1
3.941169063E1,1.221794844E0,4.385231435E-1,-4.745055139E-1
3.942174163E1,1.089949489E0,1.125237584E0,-6.421815753E-1
3.943179162E1,1.012622118E0,1.176554203E0,-6.060857773E-1
3.944184263E1,1.100565910E0,7.930310369E-1,-3.457804620E-1
3.945189362E1,1.311968803E0,3.546135724E-1,3.893332928E-2
3.946194363E1,1.538342118E0,9.303440154E-2,4.285412729E-1
3.947199463E1,1.691965699E0,5.444448814E-2,7.080049515E-1
3.948204462E1,1.752481580E0,9.928865731E-2,8.401456475E-1
3.949209563E1,1.753820062E0,2.806338966E-1,8.768692017E-1
3.950214662E1,1.681565881E0,5.717480183E-1,8.496157527E-1
3.951219663E1,1.533522606E0,8.510397077E-1,7.795426250E-1
3.952224763E1,1.360166788E0,1.005594969E0,6.989452839E-1
3.953229762E1,1.247162700E0,9.910588861E-1,6.154208779E-1
3.954234863E1,1.207280159E0,8.628301024E-1,5.429376364E-1
3.955239863E1,1.252518773E0,7.007191181E-1,4.730149806E-1
3.956244962E1,1.361226439E0,5.489801764E-1,4.152006805E-1
3.957250063E1,1.471935511E0,4.037973583E-1,3.716138303E-1
3.958255062E1,1.540393710E0,1.970835924E-1,3.451731801E-1
3.959260163E1,1.528200507E0,2.522659861E-2,3.229882419E-1
3.960265163E1,1.478422284E0,1.886031218E-2,2.911013961E-1
3.961270262E1,1.444390178E0,1.823693961E-1,2.561712265E-1
3.962275363E1,1.439641833E0,3.692159653E-1,2.557499111E-1
3.963280362E1,1.413658977E0,4.652929604E-1,2.633360326E-1
3.964285463E1,1.375599504E0,5.043660998E-1,2.458814383E-1
3.965290463E1,1.353633761E0,5.590791702E-1,2.135400772E-1
3.966295562E1,1.340581894E0,6.777429581E-1,1.818633825E-1
3.967300663E1,1.295999289E0,8.140656948E-1,1.501783729E-1
3.968305662E1,1.250391841E0,7.260461450E-1,1.324103028E-1
3.969310763E1,1.269511104E0,3.696504533E-1,1.272213757E-1
3.970315763E1,1.384312153E0,-1.350763589E-1,1.363938302E-1
3.971320862E1,1.521836400E0,-2.662634850E-1,1.070327684E-1
3.972325963E1,1.602176547E0,-1.693227887E-1,5.212291330E-2
3.973330963E1,1.558598042E0,3.827842325E-2,-3.698530793E-2
3.974336062E1,1.348638773E0,3.293778896E-1,-1.655022651E-1
3.975341063E1,1.066498160E0,4.153263271E-1,-2.965322733E-1
3.976346162E1,8.536911011E-1,3.464679122E-1,-3.670096397E-1
3.977351163E1,7.848761678E-1,-3.474827111E-2,-3.424096704E-1
3.978356263E1,8.261919022E-1,-8.033583760E-1,-2.414468229E-1
3.979361362E1,8.136946559E-1,-1.230760336E0,-9.066484123E-2
3.980366363E1,6.478567123E-1,-9.538967609E-1,1.821946935E-3
3.981371462E1,3.619054258E-1,-3.742117882E-1,-1.474211551E-2
3.982376463E1,7.478815317E-2,1.966066100E-2,-5.050677061E-2
3.983381563E1,-1.070384160E-1,8.855891228E-2,-4.196418822E-2
3.984386662E1,-1.981760412E-1,-2.081631683E-2,-4.734830186E-2
3.985391663E1,-2.666851878E-1,-1.807631552E-1,-6.675327569E-2
3.986396762E1,-3.631438315E-1,-2.901327908E-1,-1.396826208E-1
3.987401762E1,-5.380479097E-1,-3.449827135E-1,-2.621446550E-1
3.988406863E1,-7.784972191E-1,-4.389211833E-1,-3.923034370E-1
3.989411962E1,-9.872924685E-1,-4.733589292E-1,-4.668916166E-1
3.990416963E1,-1.205929518E0,-5.126999617E-1,-4.581809640E-1
3.991422062E1,-1.607921481E0,-7.360860109E-1,-3.249313235E-1
3.992427062E1,-2.103019476E0,-1.120470405E0,-1.479275376E-1
3.993432163E1,-2.586650133E0,-1.229390740E0,-2.268865518E-2
3.994437162E1,-3.013385773E0,-9.342166185E-1,9.185922891E-2
3.995442263E1,-3.236326933E0,-5.532114506E-1,2.797756195E-1
3.996447363E1,-3.162071705E0,-2.594771981E-1,5.639353991E-1
3.997452362E1,-2.902997971E0,-2.509349585E-1,8.330510259E-1
3.998457463E1,-2.632297516E0,-5.086178780E-1,9.609722495E-1
3.999462462E1,-2.502585888E0,-8.069545627E-1,8.845142126E-1
4.000467563E1,-2.532797337E0,-9.286746383E-1,7.172216773E-1
4.001472663E1,-2.571248770E0,-8.447152376E-1,4.608268440E-1
4.002477662E1,-2.566076517E0,-4.988957644E-1,1.650519073E-1
4.003482763E1,-2.592464685E0,4.571158811E-2,-8.630090207E-2
4.004487762E1,-2.700553179E0,5.259775519E-1,-2.220264971E-1
4.005492863E1,-2.817936182E0,7.970961928E-1,-1.693984717E-1
4.006497963E1,-2.949928522E0,6.229918003E-1,-1.091124862E-1
4.007502962E1,-3.033909321E0,1.843209714E-1,-1.100528240E-1
4.008508063E1,-3.017483234E0,-1.445229501E-1,-7.089263946E-2
4.009513063E1,-2.852036715E0,-1.752952635E-1,3.830492869E-2
4.010518162E1,-2.666680098E0,4.698920250E-2,1.873175800E-1
4.011523163E1,-2.424257278E0,2.500473559E-1,3.158224523E-1
4.012528262E1,-2.157265902E0,4.743680656E-1,4.749846756E-1
4.013533363E1,-1.969373226E0,6.585612297E-1,6.618134975E-1
4.014538363E1,-1.886912942E0,9.083132744E-1,8.365323544E-1
4.015543462E1,-1.893267989E0,1.144170046E0,9.514826536E-1
4.016548463E1,-1.915739417E0,1.362155557E0,9.968834519E-1
4.017553562E1,-1.810937762E0,1.582525134E0,9.789168835E-1
4.018558663E1,-1.571459174E0,1.644852400E0,9.169906378E-1
4.019563663E1,-1.257107258E0,1.610660315E0,8.206337094E-1
4.020568762E1,-8.807035685E-1,1.418979883E0,7.176085114E-1
4.021573763E1,-4.610416889E-1,1.228058934E0,6.133745909E-1
4.022578821E1,-9.022846818E-2,1.099252462E0,4.919064641E-1
4.023583821E1,1.460576057E-1,1.004755497E0,3.469594419E-1
4.024588921E1,2.533065379E-1,8.729976416E-1,2.087040991E-1
4.025594021E1,2.768837214E-1,7.553986311E-1,9.239958972E-2
4.026599021E1,2.760738432E-1,6.818152070E-1,3.251175955E-2
4.027604121E1,2.822770476E-1,6.691581011E-1,1.572017558E-2
4.028609121E1,3.107193410E-1,7.393841147E-1,2.013063617E-2
4.029614221E1,3.497194350E-1,8.896580338E-1,-6.140284240E-3
4.030619221E1,3.863988817E-1,1.086788654E0,-5.481008440E-2
4.031624321E1,3.630449772E-1,1.257587194E0,-1.087798551E-1
4.032629421E1,2.938880026E-1,1.389469862E0,-1.698525250E-1
4.033634421E1,2.088813186E-1,1.435467958E0,-2.046001554E-1
4.034639521E1,6.952183694E-2,1.466026664E0,-1.381915659E-1
4.035644521E1,-4.454882815E-2,1.552545786E0,1.192411035E-2
4.036649621E1,-7.635762542E-2,1.662029147E0,2.060773522E-1
4.037654721E1,-8.105737716E-2,1.766639471E0,3.172180653E-1
4.038659721E1,-1.053533927E-1,1.742263556E0,3.321202993E-1
4.039664821E1,-1.909775138E-1,1.480924368E0,3.531297445E-1
4.040669821E1,-3.503187001E-1,9.563181400E-1,3.945001066E-1
4.041674921E1,-4.726811051E-1,4.128689170E-1,4.626085758E-1
4.042679921E1,-4.556507170E-1,3.858960792E-2,5.354290009E-1
4.043685021E1,-4.632013142E-1,-1.114958078E-1,5.642712712E-1
4.044690121E1,-5.917811394E-1,2.929619700E-2,5.248594284E-1
4.045695121E1,-7.667956948E-1,3.403971195E-1,4.564970136E-1
4.046700221E1,-8.396701813E-1,6.594858766E-1,4.118949473E-1
4.047705221E1,-7.840411663E-1,9.531034827E-1,3.803784251E-1
4.048710321E1,-6.778465509E-1,1.147117853E0,3.559052944E-1
4.049715421E1,-6.044222116E-1,1.184677362E0,3.159522712E-1
4.050720421E1,-5.228208303E-1,1.048265219E0,2.864257991E-1
4.051725521E1,-4.066802561E-1,7.811954618E-1,2.668643892E-1
4.052730521E1,-2.936895192E-1,5.022549629E-1,2.387033254E-1
4.053735621E1,-2.014744431E-1,2.025220692E-1,1.718168855E-1
4.054740621E1,-5.583095551E-2,-1.096768528E-1,7.562085241E-2
4.055745721E1,2.074518800E-1,-2.070638686E-1,4.372557253E-2
4.056750821E1,4.180522561E-1,9.078272432E-2,7.580015063E-2
4.057755821E1,4.694884121E-1,3.225441277E-1,7.311721891E-2
4.058760921E1,5.137895346E-1,1.113477349E-1,3.251584247E-3
4.059765921E1,6.814510822E-1,-4.387790263E-1,-9.863983840E-2
4.060771021E1,9.628907442E-1,-8.333758712E-1,-1.797898263E-1
4.061776121E1,1.262473941E0,-7.668288946E-1,-3.111196458E-1
4.062781121E1,1.478589416E0,-4.033886194E-1,-4.640865624E-1
4.063786221E1,1.593263626E0,-1.146827731E-2,-5.888601542E-1
4.064791221E1,1.632516503E0,1.908970773E-1,-6.113649011E-1
4.065796321E1,1.614703894E0,1.632679552E-1,-5.047527552E-1
