"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.230059583E-1,6.646179199E-1,5.227429504E0,7.431745605E0
3.330559584E-1,6.568341064E-1,5.169200592E0,7.426356812E0
3.431069583E-1,6.454577637E-1,5.076692963E0,7.381001129E0
3.531569584E-1,6.273454285E-1,4.982688446E0,7.357799377E0
3.632069584E-1,6.099815369E-1,4.934189301E0,7.402556305E0
3.732579583E-1,6.265969849E-1,4.952002258E0,7.536228333E0
3.833079584E-1,6.993457031E-1,5.033283234E0,7.815397797E0
3.933579583E-1,7.939489746E-1,5.057083740E0,8.084538116E0
4.034089583E-1,8.732839966E-1,4.921765137E0,8.246052246E0
4.134589584E-1,9.048683167E-1,4.706512756E0,8.305628357E0
4.235089583E-1,8.451425171E-1,4.642895050E0,8.468190308E0
4.335599584E-1,7.435038757E-1,4.695435791E0,8.769813080E0
4.436099584E-1,6.830296326E-1,4.792134705E0,9.009464722E0
4.536599583E-1,6.896159363E-1,4.825964355E0,9.231453094E0
4.637109584E-1,7.107220459E-1,4.804109802E0,9.403146057E0
4.737609583E-1,7.093748474E-1,4.805157623E0,9.444160767E0
4.838109583E-1,6.424639893E-1,4.834197235E0,9.347761230E0
4.938619584E-1,5.414241028E-1,4.866230621E0,9.186247101E0
5.039119583E-1,4.424798584E-1,4.907095642E0,8.969048767E0
5.139619583E-1,3.791615295E-1,4.929548950E0,8.755143585E0
5.240129584E-1,3.644920349E-1,4.975054321E0,8.574918365E0
5.340629583E-1,4.031117249E-1,4.987628174E0,8.420738983E0
5.441129584E-1,4.836442566E-1,4.975353699E0,8.308173065E0
5.541639583E-1,5.664221191E-1,4.991220703E0,8.189619598E0
5.642139583E-1,6.385720825E-1,4.971162415E0,8.099207611E0
5.742639584E-1,6.966513062E-1,4.894222412E0,8.007747803E0
5.843149583E-1,7.006929016E-1,4.788841553E0,7.911497955E0
5.943649583E-1,6.710545349E-1,4.696034546E0,7.858059082E0
6.044149584E-1,6.728507996E-1,4.617897034E0,7.842491455E0
6.144659583E-1,6.737489319E-1,4.528532867E0,7.805518341E0
6.245159584E-1,6.764433289E-1,4.478237457E0,7.848628693E0
6.345659583E-1,7.035369873E-1,4.453239441E0,7.904312897E0
6.446169583E-1,7.288343811E-1,4.390519867E0,8.012238464E0
6.546669584E-1,7.279362488E-1,4.299060059E0,8.142617340E0
6.647169583E-1,6.885681152E-1,4.226011963E0,8.253836060E0
6.747679583E-1,6.965016174E-1,4.232897644E0,8.447383575E0
6.848179584E-1,7.559280396E-1,4.253404999E0,8.627159729E0
6.948679583E-1,8.247848511E-1,4.212689667E0,8.782087555E0
7.049189584E-1,9.367520142E-1,4.126468964E0,8.992699585E0
7.149689583E-1,1.099763031E0,4.037104797E0,9.236093445E0
7.250189583E-1,1.217568054E0,3.957470398E0,9.363478546E0
7.350699584E-1,1.259630585E0,3.902834015E0,9.473499756E0
7.451199583E-1,1.252295837E0,3.895798645E0,9.517358551E0
7.551699583E-1,1.208287354E0,3.899840240E0,9.521998901E0
7.652209584E-1,1.168021088E0,3.883973236E0,9.505832520E0
7.752709583E-1,1.148411865E0,3.872746582E0,9.439221039E0
7.853209584E-1,1.114731903E0,3.875141602E0,9.328152008E0
7.953709584E-1,1.051563263E0,3.911665649E0,9.237889709E0
8.054219583E-1,9.919871521E-1,3.924688568E0,9.156459045E0
8.154719584E-1,9.566606140E-1,3.933969269E0,9.090745697E0
8.255219583E-1,9.524693298E-1,3.922443237E0,8.997938690E0
8.355729583E-1,9.692344666E-1,3.913611603E0,8.938512268E0
8.456229584E-1,1.006956024E0,3.894451447E0,8.879534912E0
8.556739583E-1,1.034798126E0,3.874093781E0,8.793763275E0
8.657239584E-1,1.089434509E0,3.895648956E0,8.775501251E0
8.757739584E-1,1.189725952E0,3.857628021E0,8.862320709E0
8.858239583E-1,1.264570312E0,3.811972961E0,8.816965027E0
8.958749584E-1,1.312021637E0,3.791465607E0,8.824299774E0
9.059249583E-1,1.344204712E0,3.738026733E0,8.835975494E0
9.159749583E-1,1.385668488E0,3.645219727E0,8.828041992E0
9.260259584E-1,1.375339966E0,3.598367157E0,8.813971252E0
9.360759583E-1,1.317260742E0,3.595972137E0,8.812324677E0
9.461259583E-1,1.266216888E0,3.545676727E0,8.768166504E0
9.561769584E-1,1.187630310E0,3.526815948E0,8.719517670E0
9.662269583E-1,1.127605133E0,3.534450073E0,8.726852417E0
9.762769584E-1,1.139280853E0,3.535647583E0,8.769364014E0
9.863279583E-1,1.227746887E0,3.519032135E0,8.788973236E0
9.963779583E-1,1.289718018E0,3.465443573E0,8.828491058E0
1.006427958E0,1.361269226E0,3.414998474E0,8.904832306E0
1.016478958E0,1.452878723E0,3.368894348E0,9.002279663E0
1.026528958E0,1.528172150E0,3.309916992E0,9.028175812E0
1.036578958E0,1.535955963E0,3.283272400E0,9.060059509E0
1.046629958E0,1.539398804E0,3.315156097E0,9.148974609E0
1.056679958E0,1.528022461E0,3.371738434E0,9.203461304E0
1.066729958E0,1.495689697E0,3.406466217E0,9.231752472E0
1.076780958E0,1.463806000E0,3.403771820E0,9.281898193E0
1.086830958E0,1.464853821E0,3.388503571E0,9.322014771E0
1.096880958E0,1.482217712E0,3.384461975E0,9.349258118E0
1.106931958E0,1.477427673E0,3.344794464E0,9.375753021E0
1.116981958E0,1.478026428E0,3.297343140E0,9.392518158E0
1.127031958E0,1.431024170E0,3.291056213E0,9.411977692E0
1.137082958E0,1.388213196E0,3.324736176E0,9.403744812E0
1.147132958E0,1.375789032E0,3.367696838E0,9.405391388E0
1.157182958E0,1.399290161E0,3.387306061E0,9.436376953E0
1.167233958E0,1.433419189E0,3.405268707E0,9.489666138E0
1.177283958E0,1.475032654E0,3.411405945E0,9.522597656E0
1.187333958E0,1.492845612E0,3.403771820E0,9.528734894E0
1.197381583E0,1.464404755E0,3.365002441E0,9.509425049E0
1.207431583E0,1.434317322E0,3.333118744E0,9.465416565E0
1.217481583E0,1.407073975E0,3.295247498E0,9.402098236E0
1.227532583E0,1.390608215E0,3.283871155E0,9.319020996E0
1.237582583E0,1.368603973E0,3.284769287E0,9.229058075E0
1.247632583E0,1.362616425E0,3.257675629E0,9.167236633E0
1.257683583E0,1.399589539E0,3.211272125E0,9.097332001E0
1.267733583E0,1.411714325E0,3.176544342E0,9.019344177E0
1.277783583E0,1.424138489E0,3.173849945E0,8.972940674E0
1.287833583E0,1.439855804E0,3.175197144E0,8.975635071E0
1.297884583E0,1.470691681E0,3.162024536E0,9.006021881E0
1.307934583E0,1.494043121E0,3.143612823E0,9.024732971E0
1.317984583E0,1.508413239E0,3.115770721E0,9.079968109E0
1.328035583E0,1.505569153E0,3.115621033E0,9.126521301E0
1.338085583E0,1.508413239E0,3.113824768E0,9.151669006E0
1.348135583E0,1.499431915E0,3.107388153E0,9.162596283E0
1.358186583E0,1.478774872E0,3.109184418E0,9.198820953E0
1.368236583E0,1.465003510E0,3.088826752E0,9.205257568E0
1.378286583E0,1.469344482E0,3.032094727E0,9.188642120E0
1.388337583E0,1.468296661E0,2.968776398E0,9.145980835E0
1.398387583E0,1.431922302E0,2.915786591E0,9.112450562E0
1.408437583E0,1.397044830E0,2.858755188E0,9.071585541E0
1.418488583E0,1.367705841E0,2.849923553E0,9.016649780E0
1.428538583E0,1.358724518E0,2.855162659E0,8.974287872E0
1.438588583E0,1.366059265E0,2.854114838E0,8.958121490E0
1.448639583E0,1.356479187E0,2.848726044E0,8.956474915E0
1.458689583E0,1.366658020E0,2.844385071E0,8.967551880E0
1.468739583E0,1.359023895E0,2.894381104E0,8.995094604E0
1.478790583E0,1.383273468E0,2.943628693E0,9.057215424E0
1.488840583E0,1.398990784E0,2.980901184E0,9.133406982E0
1.498890583E0,1.417701874E0,3.017874298E0,9.197174377E0
1.508941583E0,1.441053314E0,3.050955505E0,9.239985352E0
1.518991583E0,1.465302887E0,3.071013794E0,9.274713135E0
1.529041583E0,1.465452576E0,3.080593872E0,9.254205780E0
1.539092583E0,1.470392303E0,3.085533600E0,9.214987335E0
1.549142583E0,1.451980591E0,3.092119904E0,9.187294922E0
1.559192583E0,1.434017944E0,3.098855896E0,9.144483948E0
1.569243583E0,1.422940979E0,3.104693756E0,9.142687683E0
1.579293583E0,1.411714325E0,3.130440216E0,9.131910095E0
1.589343583E0,1.381177826E0,3.143463135E0,9.134454803E0
1.599394583E0,1.385818176E0,3.131787415E0,9.159602509E0
1.609444583E0,1.410965881E0,3.107388153E0,9.184600525E0
1.619494583E0,1.415905609E0,3.081042938E0,9.214089203E0
1.629544583E0,1.388063507E0,3.107687531E0,9.219028931E0
1.639595583E0,1.356179810E0,3.117267609E0,9.231453094E0
1.649645583E0,1.322799225E0,3.126548309E0,9.244925079E0
1.659695583E0,1.305734711E0,3.149750061E0,9.260193329E0
1.669746583E0,1.294657745E0,3.191213837E0,9.273665314E0
1.679796583E0,1.293160858E0,3.211122437E0,9.282047882E0
1.689846583E0,1.337319031E0,3.224295044E0,9.276210022E0
1.699897583E0,1.385967865E0,3.221001892E0,9.252259827E0
1.709947583E0,1.411714325E0,3.191513214E0,9.217681732E0
1.719997583E0,1.418600006E0,3.191213837E0,9.168284454E0
1.730048583E0,1.400038605E0,3.223247223E0,9.093140717E0
1.740098583E0,1.356928253E0,3.227887573E0,9.049880676E0
1.750148583E0,1.313817902E0,3.201692047E0,9.041198730E0
1.760199583E0,1.263073425E0,3.229234772E0,9.082662506E0
1.770249583E0,1.223106537E0,3.237467651E0,9.144933014E0
1.780299583E0,1.245410156E0,3.202290802E0,9.225465546E0
1.790350583E0,1.312919769E0,3.140768738E0,9.288783875E0
1.800400583E0,1.342558136E0,3.052003326E0,9.301657104E0
1.810450583E0,1.340911560E0,2.976709900E0,9.285341034E0
1.820501583E0,1.312321014E0,2.929408264E0,9.260792084E0
1.830551583E0,1.256187744E0,2.940634918E0,9.217681732E0
1.840601583E0,1.193168793E0,2.962339783E0,9.179511108E0
1.850652583E0,1.167871399E0,2.959495697E0,9.169032898E0
1.860702583E0,1.164129181E0,2.935395813E0,9.148226166E0
1.870752583E0,1.169667664E0,2.907853088E0,9.128467255E0
1.880803583E0,1.184486847E0,2.876418457E0,9.093739471E0
1.890853583E0,1.197210388E0,2.873574371E0,9.064101105E0
1.900903583E0,1.191971283E0,2.874472504E0,9.033863983E0
1.910954583E0,1.194665680E0,2.922372894E0,9.024283905E0
1.921004583E0,1.191222839E0,2.960094452E0,9.048832855E0
1.931054583E0,1.201701050E0,2.995570679E0,9.079968109E0
1.941105583E0,1.218166809E0,3.014730835E0,9.100325775E0
1.951155583E0,1.245859222E0,2.969824219E0,9.133257294E0
1.961205583E0,1.244961090E0,2.955154724E0,9.192084961E0
1.971255583E0,1.260528717E0,2.964136047E0,9.191935272E0
1.981306583E0,1.293460236E0,2.941982117E0,9.201665039E0
1.991356583E0,1.303938446E0,2.899769897E0,9.170230408E0
2.001406583E0,1.301992493E0,2.871329041E0,9.127868500E0
2.011457583E0,1.278191986E0,2.876119080E0,9.105115814E0
2.021507583E0,1.261127472E0,2.916535034E0,9.091643829E0
2.031557583E0,1.261426849E0,2.972219238E0,9.092991028E0
2.041608583E0,1.281036072E0,3.000360718E0,9.108708344E0
2.051658583E0,1.316212921E0,2.978206787E0,9.108109589E0
2.061708583E0,1.355281677E0,2.928061066E0,9.106463013E0
2.071759583E0,1.362766113E0,2.903811493E0,9.094188538E0
2.081809583E0,1.349593506E0,2.898572388E0,9.090146942E0
2.091859583E0,1.319057007E0,2.908302155E0,9.103319550E0
2.101910583E0,1.275946655E0,2.943628693E0,9.131610718E0
2.111960583E0,1.261875916E0,2.983296204E0,9.166787567E0
2.122010583E0,1.296454010E0,2.987188110E0,9.214538269E0
2.132061583E0,1.332379303E0,2.966531067E0,9.237141266E0
2.142111583E0,1.362616425E0,2.962040405E0,9.254056091E0
2.152161583E0,1.404529266E0,2.982547760E0,9.272617493E0
2.162212583E0,1.414857788E0,2.987188110E0,9.250463562E0
2.172262583E0,1.427880707E0,2.977458344E0,9.226213989E0
2.182312583E0,1.435814209E0,2.965932312E0,9.206604767E0
2.192363708E0,1.426234131E0,2.945574646E0,9.194629669E0
2.202413708E0,1.431173859E0,2.933150482E0,9.205257568E0
2.212463708E0,1.454375610E0,2.920726318E0,9.195677490E0
2.222514708E0,1.485361176E0,2.882406006E0,9.202862549E0
2.232564708E0,1.498683472E0,2.864593048E0,9.209448853E0
2.242614708E0,1.467997284E0,2.887944489E0,9.212891693E0
2.252665708E0,1.414408722E0,2.906056824E0,9.217382355E0
2.262715708E0,1.377884674E0,2.910397797E0,9.226363678E0
2.272765708E0,1.369651794E0,2.922073517E0,9.247619476E0
2.282816708E0,1.422641602E0,2.915936279E0,9.212292938E0
2.292866708E0,1.495240631E0,2.884351959E0,9.181157684E0
2.302916708E0,1.544637909E0,2.843636627E0,9.151369629E0
2.312967708E0,1.548230438E0,2.845133514E0,9.113199005E0
2.323017708E0,1.517244873E0,2.893033905E0,9.081614685E0
2.333067708E0,1.459465027E0,2.932402039E0,9.071136475E0
2.343118708E0,1.421593781E0,2.953059082E0,9.099577332E0
2.353168708E0,1.412762146E0,2.958597565E0,9.153165894E0
2.363218708E0,1.414259033E0,2.950664062E0,9.221573639E0
2.373268708E0,1.428928528E0,2.949167175E0,9.275012512E0
2.383319708E0,1.443148956E0,2.919977875E0,9.332343292E0
2.393369708E0,1.472787323E0,2.882855072E0,9.319619751E0
2.403419708E0,1.492695923E0,2.867437134E0,9.285041656E0
2.413470708E0,1.507964172E0,2.861748962E0,9.220076752E0
2.423520708E0,1.510059814E0,2.887345734E0,9.170230408E0
2.433570708E0,1.500479736E0,2.915337524E0,9.118737488E0
2.443621708E0,1.485211487E0,2.935246124E0,9.073232117E0
2.453671708E0,1.466350708E0,2.968327332E0,9.061257019E0
2.463721708E0,1.437460785E0,3.019520874E0,9.105415192E0
2.473772708E0,1.401685181E0,3.073408813E0,9.167835388E0
2.483822708E0,1.391955414E0,3.083587646E0,9.210796051E0
2.493872708E0,1.401385803E0,3.034639435E0,9.258995819E0
2.503923708E0,1.406774597E0,3.001857605E0,9.299860840E0
2.513973708E0,1.417103119E0,2.965483246E0,9.325158234E0
2.524023708E0,1.418300629E0,2.939437408E0,9.284293213E0
2.534074708E0,1.425485687E0,2.919678497E0,9.272168427E0
2.544124708E0,1.431323547E0,2.899470520E0,9.255403290E0
2.554174708E0,1.460363159E0,2.888094177E0,9.229656830E0
2.564225708E0,1.509760437E0,2.891836395E0,9.213789825E0
2.574275708E0,1.567540283E0,2.902015228E0,9.204209747E0
2.584325708E0,1.607806549E0,2.894830170E0,9.204209747E0
2.594376708E0,1.606010284E0,2.898572388E0,9.191635895E0
2.604426708E0,1.572180634E0,2.915038147E0,9.200317841E0
2.614476708E0,1.517394562E0,2.959046631E0,9.206006012E0
2.624527708E0,1.432970123E0,2.996169434E0,9.223220215E0
2.634577708E0,1.400787048E0,3.006497955E0,9.247320099E0
2.644627708E0,1.434017944E0,2.973267059E0,9.256301422E0
2.654678708E0,1.463506622E0,2.915187836E0,9.248816986E0
2.664728708E0,1.477727051E0,2.872825928E0,9.244925079E0
2.674778708E0,1.477427673E0,2.866988068E0,9.209448853E0
2.684829708E0,1.452579346E0,2.866089935E0,9.189689941E0
2.694879708E0,1.455423431E0,2.884950714E0,9.223818970E0
2.704929708E0,1.463506622E0,2.940634918E0,9.240434418E0
2.714980708E0,1.453477478E0,2.955753479E0,9.247170410E0
2.725030708E0,1.455722809E0,2.928959198E0,9.250164185E0
2.735080708E0,1.454225922E0,2.895279236E0,9.216334534E0
2.745131708E0,1.449136505E0,2.860252075E0,9.172775116E0
2.755181708E0,1.466350708E0,2.848276978E0,9.122629395E0
2.765231708E0,1.474882965E0,2.834355927E0,9.057514801E0
2.775281708E0,1.451232147E0,2.833308105E0,9.014105072E0
2.785332708E0,1.430275726E0,2.857707367E0,9.004524994E0
2.795382708E0,1.418150940E0,2.908302155E0,9.032965851E0
2.805432708E0,1.440903625E0,2.964285736E0,9.081914063E0
2.815483708E0,1.492396545E0,2.960992584E0,9.122330017E0
2.825533708E0,1.539249115E0,2.941383362E0,9.139993286E0
2.835583708E0,1.597478027E0,2.926115112E0,9.104966125E0
2.845634708E0,1.635948029E0,2.919528809E0,9.066346436E0
2.855684708E0,1.644031219E0,2.909799042E0,9.057963867E0
2.865734708E0,1.607207794E0,2.899769897E0,9.051527252E0
2.875785708E0,1.565893707E0,2.922073517E0,9.021888885E0
2.885835708E0,1.523232422E0,2.956950989E0,9.037306824E0
2.895885708E0,1.488354950E0,2.957998810E0,9.078471222E0
2.905936708E0,1.460961914E0,2.955603790E0,9.118288422E0
2.915986708E0,1.448537750E0,2.959944763E0,9.161249084E0
2.926036708E0,1.433568878E0,2.962040405E0,9.213789825E0
2.936087708E0,1.437311096E0,2.957699432E0,9.242679749E0
2.946137708E0,1.463656311E0,2.938688965E0,9.258995819E0
2.956187708E0,1.471140747E0,2.916984100E0,9.254954224E0
2.966238708E0,1.470841370E0,2.898871765E0,9.228309631E0
2.976288708E0,1.497935028E0,2.882256317E0,9.179810486E0
2.986338708E0,1.490600281E0,2.897973633E0,9.175619202E0
2.996389708E0,1.487756195E0,2.931503906E0,9.144034882E0
3.006439708E0,1.466500397E0,2.943329315E0,9.141789551E0
3.016489708E0,1.449435883E0,2.944377136E0,9.147328033E0
3.026540708E0,1.453776855E0,2.921923828E0,9.150770874E0
3.036590708E0,1.485660553E0,2.907553711E0,9.162745972E0
3.046640708E0,1.484912109E0,2.915337524E0,9.183403015E0
3.056691708E0,1.472038879E0,2.930605774E0,9.199419708E0
3.066741708E0,1.474733276E0,2.952310638E0,9.229207764E0
3.076791708E0,1.482367401E0,2.933150482E0,9.204958191E0
3.086842708E0,1.510359192E0,2.908302155E0,9.185348969E0
3.096892708E0,1.546583862E0,2.881058807E0,9.164991302E0
3.106942708E0,1.550326080E0,2.909948730E0,9.147028656E0
3.116993708E0,1.591041412E0,2.947969666E0,9.148974609E0
3.127043708E0,1.597478027E0,2.950664062E0,9.145831146E0
3.137093708E0,1.576521606E0,2.929108887E0,9.119934998E0
3.147144708E0,1.536554718E0,2.899470520E0,9.101672974E0
3.157194708E0,1.487007751E0,2.887345734E0,9.085955658E0
3.167244708E0,1.453776855E0,2.880310364E0,9.091344452E0
3.177295708E0,1.437460785E0,2.880310364E0,9.109756165E0
3.187345708E0,1.449435883E0,2.877166901E0,9.134903870E0
3.197394875E0,1.468596039E0,2.879861298E0,9.209897919E0
3.207445875E0,1.521436157E0,2.886148224E0,9.261390839E0
3.217495875E0,1.542542267E0,2.898422699E0,9.264833679E0
3.227545875E0,1.511407013E0,2.921175385E0,9.252259827E0
3.237595875E0,1.468596039E0,2.935096436E0,9.228908386E0
3.247646875E0,1.440454559E0,2.936892700E0,9.193731537E0
3.257696875E0,1.466051331E0,2.950813751E0,9.191785583E0
3.267746875E0,1.521136780E0,2.927612000E0,9.181906128E0
3.277797875E0,1.584305420E0,2.911595306E0,9.186995544E0
3.287847875E0,1.631008301E0,2.894530792E0,9.185947723E0
3.297897875E0,1.650467834E0,2.885399780E0,9.178762665E0
3.307948875E0,1.637594604E0,2.917582855E0,9.172326050E0
3.317998875E0,1.598825226E0,2.949316864E0,9.149573364E0
3.328048875E0,1.591640167E0,2.980601807E0,9.123377838E0
3.338099875E0,1.578766937E0,2.996468811E0,9.129664764E0
3.348149875E0,1.594334564E0,2.991828461E0,9.146878967E0
3.358199875E0,1.601669312E0,2.992127838E0,9.154513092E0
3.368250875E0,1.604812775E0,2.972967682E0,9.161698151E0
3.378300875E0,1.585353241E0,2.946173401E0,9.137448578E0
3.388350875E0,1.556463318E0,2.911445618E0,9.111552429E0
3.398401875E0,1.551673279E0,2.869832153E0,9.083560638E0
3.408451875E0,1.563798065E0,2.851570129E0,9.060508575E0
3.418501875E0,1.583407288E0,2.860102386E0,9.058412933E0
3.428552875E0,1.603166199E0,2.905607758E0,9.064699860E0
3.438602875E0,1.591340790E0,2.917133789E0,9.071286163E0
3.448652875E0,1.578617249E0,2.891087952E0,9.074729004E0
3.458703875E0,1.555415497E0,2.863844604E0,9.081614685E0
3.468753875E0,1.513652344E0,2.842888184E0,9.086853790E0
3.478803875E0,1.507515106E0,2.847977600E0,9.122479706E0
3.488854875E0,1.524579620E0,2.832559662E0,9.175170135E0
3.498904875E0,1.554667053E0,2.781665497E0,9.222920837E0
3.508954875E0,1.592987366E0,2.741099854E0,9.234297180E0
3.519005875E0,1.586401062E0,2.713557129E0,9.238787842E0
3.529055875E0,1.507066040E0,2.723286896E0,9.217382355E0
3.539105875E0,1.419348450E0,2.736309814E0,9.202563171E0
3.549156875E0,1.374292145E0,2.768193512E0,9.218430176E0
3.559206875E0,1.359472961E0,2.784659271E0,9.211245117E0
3.569256875E0,1.360071716E0,2.786455536E0,9.248816986E0
3.579307875E0,1.409918060E0,2.803520050E0,9.301657104E0
3.589357875E0,1.472338257E0,2.837349701E0,9.336684265E0
3.599407875E0,1.536554718E0,2.836601257E0,9.356892242E0
3.609458875E0,1.575174408E0,2.836601257E0,9.365574188E0
3.619508875E0,1.563049622E0,2.852617950E0,9.336085510E0
3.629558875E0,1.533710632E0,2.866688690E0,9.268126831E0
3.639609875E0,1.479523315E0,2.874771881E0,9.215137024E0
3.649659875E0,1.461860046E0,2.881358185E0,9.222022705E0
3.659709875E0,1.487756195E0,2.871029663E0,9.222920837E0
3.669760875E0,1.503922577E0,2.871778107E0,9.272916870E0
3.679810875E0,1.526226196E0,2.880609741E0,9.314530334E0
3.689860875E0,1.557361450E0,2.876268768E0,9.323361969E0
3.699911875E0,1.582060089E0,2.825524292E0,9.323062592E0
3.709961875E0,1.570983124E0,2.791844330E0,9.309141541E0
3.720011875E0,1.512305145E0,2.794838104E0,9.308243408E0
3.730062875E0,1.453926544E0,2.810106354E0,9.294621735E0
3.740112875E0,1.405277710E0,2.814447327E0,9.303153992E0
3.750162875E0,1.405876465E0,2.783012695E0,9.293573914E0
3.760213875E0,1.426084442E0,2.720442810E0,9.295220490E0
3.770263875E0,1.432521057E0,2.672692108E0,9.298363953E0
3.780313875E0,1.433419189E0,2.648592224E0,9.279802551E0
3.790364875E0,1.425335999E0,2.627037048E0,9.245224457E0
3.800414875E0,1.425186310E0,2.619402924E0,9.208251343E0
3.810464875E0,1.415007477E0,2.611319733E0,9.186247101E0
3.820514875E0,1.421444092E0,2.608026581E0,9.177864532E0
3.830565875E0,1.439107361E0,2.609523468E0,9.156758423E0
3.840615875E0,1.463207245E0,2.598895569E0,9.148974609E0
3.850666875E0,1.460812225E0,2.561024323E0,9.150172119E0
3.860716875E0,1.433119812E0,2.535577240E0,9.135352936E0
3.870766875E0,1.387165375E0,2.525847473E0,9.089099121E0
3.880816875E0,1.352138214E0,2.512824554E0,9.024583282E0
3.890867875E0,1.330283661E0,2.476300507E0,8.996292114E0
3.900917875E0,1.335073700E0,2.452799377E0,8.981921997E0
3.910967875E0,1.362317047E0,2.422262878E0,8.970096588E0
3.921018875E0,1.382225647E0,2.404749298E0,8.934919739E0
3.931068875E0,1.360520782E0,2.402054901E0,8.914262695E0
3.941118875E0,1.343306580E0,2.408192139E0,8.870553589E0
3.951169875E0,1.366957397E0,2.423759766E0,8.818162537E0
3.961219875E0,1.379980316E0,2.421664124E0,8.801098022E0
3.971269875E0,1.410666504E0,2.453847198E0,8.833281097E0
3.981320875E0,1.415905609E0,2.518512726E0,8.938212891E0
3.991370875E0,1.381477203E0,2.587668915E0,9.061556396E0
4.001420875E0,1.340911560E0,2.662962341E0,9.229357452E0
4.011471875E0,1.327140198E0,2.659519501E0,9.380692749E0
4.021521875E0,1.345851288E0,2.600841522E0,9.519154816E0
4.031571875E0,1.289867706E0,2.547252960E0,9.613309021E0
4.041622875E0,1.211730194E0,2.507136383E0,9.704170074E0
4.051672875E0,1.193917236E0,2.465672607E0,9.710007935E0
4.061722875E0,1.161135406E0,2.387535095E0,9.684860229E0
4.071773875E0,1.159039764E0,2.329006805E0,9.639953613E0
4.081823875E0,1.162033539E0,2.279160461E0,9.566007385E0
4.091873875E0,1.144370270E0,2.280807037E0,9.497599640E0
4.101924875E0,1.095571747E0,2.310894470E0,9.350755005E0
4.111974875E0,1.069376221E0,2.320773926E0,9.304650879E0
4.122024875E0,1.090931396E0,2.308798828E0,9.285041656E0
4.132075875E0,1.087937622E0,2.333048401E0,9.251661072E0
4.142125875E0,1.061442719E0,2.373913422E0,9.203910370E0
4.152175875E0,1.052611084E0,2.409539337E0,9.158105621E0
4.162226875E0,1.055604858E0,2.413580933E0,9.119785309E0
4.172276875E0,1.052611084E0,2.395618286E0,9.085805969E0
4.182326875E0,1.037193146E0,2.391576691E0,9.086255035E0
4.192377875E0,1.010099487E0,2.407144318E0,9.072333984E0
4.202428708E0,9.836045837E-1,2.410287781E0,9.092392273E0
4.212478708E0,1.009051666E0,2.387834473E0,9.093889160E0
4.222529708E0,1.037791901E0,2.352807312E0,9.115743713E0
4.232579708E0,1.057401123E0,2.322420502E0,9.178912354E0
4.242629708E0,1.075962524E0,2.315834198E0,9.261839905E0
4.252680708E0,1.082548828E0,2.295027466E0,9.399553528E0
4.262730708E0,1.110390930E0,2.264341278E0,9.574389954E0
4.272780708E0,1.085692291E0,2.265089722E0,9.751771088E0
4.282831708E0,1.077609100E0,2.266287231E0,9.915231171E0
4.292881708E0,1.111588440E0,2.269730072E0,1.005953110E1
4.302931708E0,1.150956573E0,2.218686218E0,1.015667908E1
