"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.895255834E-1,5.775839686E-1,6.135737896E-1,1.555324793E-1
8.995765833E-1,3.796050549E-1,4.774491191E-1,1.915763915E-1
9.096265833E-1,2.107721269E-1,3.536121249E-1,1.931572556E-1
9.196775834E-1,9.373456985E-2,2.973606884E-1,1.735572219E-1
9.297285833E-1,2.961150929E-2,3.079552948E-1,1.315296143E-1
9.397795834E-1,1.978939958E-2,3.542100787E-1,7.636322826E-2
9.498305833E-1,4.285556823E-2,3.948083520E-1,1.863308437E-2
9.598815833E-1,8.153645694E-2,4.130157530E-1,-3.366954252E-2
9.699325833E-1,1.081225276E-1,4.159359336E-1,-7.293251902E-2
9.799835833E-1,9.880418330E-2,4.273113012E-1,-9.873827547E-2
9.900345834E-1,6.108077988E-2,4.418404400E-1,-1.097669527E-1
1.000085583E0,3.975259606E-3,4.773074389E-1,-1.053617820E-1
1.010136583E0,-5.472107604E-2,5.368791819E-1,-1.113797203E-1
1.020187583E0,-1.425238848E-1,5.193960667E-1,-1.424987763E-1
1.030237583E0,-2.000463009E-1,3.941552937E-1,-1.916383654E-1
1.040288583E0,-2.221305519E-1,3.321811557E-1,-2.743191421E-1
1.050339583E0,-2.570384741E-1,3.082228303E-1,-3.291496336E-1
1.060390583E0,-2.713351250E-1,2.513358593E-1,-3.376113176E-1
1.070441583E0,-2.991577089E-1,1.826595962E-1,-3.061966896E-1
1.080492583E0,-3.402147293E-1,1.329568475E-1,-2.399225235E-1
1.090543583E0,-3.816711009E-1,1.071478948E-1,-1.663036942E-1
1.100594583E0,-4.097910523E-1,1.272632778E-1,-1.145971790E-1
1.110645583E0,-4.247284532E-1,2.062635571E-1,-8.578310907E-2
1.120696583E0,-4.219404459E-1,3.276628554E-1,-8.105774969E-2
1.130747583E0,-4.015307724E-1,4.150108099E-1,-7.122668624E-2
1.140798583E0,-3.467206955E-1,4.236612320E-1,-3.338769823E-2
1.150848583E0,-2.779725194E-1,3.869761825E-1,2.302389126E-3
1.160899583E0,-2.135442644E-1,3.180214167E-1,2.847588062E-2
1.170950583E0,-1.653021574E-1,2.129157633E-1,3.950110078E-2
1.181001583E0,-1.392165720E-1,8.004592359E-2,3.468451276E-2
1.191052583E0,-1.482124627E-1,-7.985960692E-4,4.461171106E-2
1.201103583E0,-1.695363224E-1,-5.985238776E-2,6.641153991E-2
1.211154583E0,-1.848886460E-1,-9.973429143E-2,7.373603433E-2
1.221205583E0,-1.882665753E-1,-1.102342233E-1,4.999963567E-2
1.231256583E0,-1.821231991E-1,-1.072869003E-1,-5.166412331E-3
1.241307583E0,-1.682793349E-1,-1.131737158E-1,-7.594048232E-2
1.251358583E0,-1.674108803E-1,-1.296267211E-1,-1.484296024E-1
1.261408583E0,-1.707800329E-1,-1.395342052E-1,-2.203181982E-1
1.271459583E0,-1.795897782E-1,-1.130975410E-1,-2.823173702E-1
1.281510583E0,-1.907023191E-1,-5.218826234E-2,-3.343940675E-1
1.291561583E0,-1.819165498E-1,5.694993958E-2,-3.554990888E-1
1.301612583E0,-1.308190376E-1,2.178047448E-1,-3.652093112E-1
1.311663583E0,-6.616867334E-2,3.606870770E-1,-3.607860804E-1
1.321714583E0,1.091129333E-2,4.552505910E-1,-3.356302083E-1
1.331765583E0,8.574771881E-2,5.120052099E-1,-2.939115167E-1
1.341816583E0,1.475547254E-1,5.178844929E-1,-2.523517907E-1
1.351867583E0,1.673753113E-1,5.056725740E-1,-2.174704820E-1
1.361918583E0,1.461635679E-1,4.879132211E-1,-2.133087665E-1
1.371969583E0,1.107033119E-1,4.730466604E-1,-2.220961452E-1
1.382019583E0,8.258484304E-2,4.149633348E-1,-2.384756058E-1
1.392070583E0,6.154400855E-2,3.638665974E-1,-2.552077174E-1
1.402121583E0,5.192440003E-2,3.489909768E-1,-2.888279855E-1
1.412172583E0,4.954406619E-2,3.965238929E-1,-3.370722234E-1
1.422223583E0,6.657700241E-2,4.449480772E-1,-3.989609480E-1
1.432274583E0,1.020769402E-1,4.467920363E-1,-4.697568119E-1
1.442325583E0,1.446541101E-1,4.183182120E-1,-5.578076243E-1
1.452376583E0,1.708473563E-1,3.601925969E-1,-6.763781905E-1
1.462427583E0,1.627301574E-1,2.561394870E-1,-8.412567973E-1
1.472478583E0,1.170244440E-1,7.626905292E-2,-1.015371203E0
1.482529583E0,4.981836677E-2,-1.313516647E-1,-1.164823890E0
1.492579583E0,-3.801108897E-2,-3.458234966E-1,-1.270403147E0
1.502630583E0,-1.454404593E-1,-5.918074846E-1,-1.331619978E0
1.512681583E0,-2.723943889E-1,-7.850624323E-1,-1.381351233E0
1.522732583E0,-4.229665399E-1,-8.863244653E-1,-1.441994309E0
1.532783583E0,-5.826555490E-1,-9.017848969E-1,-1.506523013E0
1.542834583E0,-7.120336294E-1,-8.420197368E-1,-1.578250408E0
1.552885583E0,-7.782883048E-1,-7.709114552E-1,-1.638441801E0
1.562936583E0,-8.332328796E-1,-6.057375073E-1,-1.686648011E0
1.572987583E0,-8.941431046E-1,-2.974171937E-1,-1.724186063E0
1.583038583E0,-8.772679567E-1,1.267710030E-1,-1.755901694E0
1.593089583E0,-7.305455804E-1,3.985420465E-1,-1.742539763E0
1.603140583E0,-4.708352685E-1,4.595641196E-1,-1.618471384E0
1.613190583E0,-1.405125111E-1,4.949580729E-1,-1.374459267E0
1.623241583E0,2.242122740E-1,5.657938719E-1,-1.082081437E0
1.633292583E0,5.551670790E-1,5.779767632E-1,-8.169834018E-1
1.643343583E0,7.970955968E-1,5.230876803E-1,-6.197848916E-1
1.653394583E0,9.200792909E-1,4.377570450E-1,-4.960019886E-1
1.663445583E0,9.323652387E-1,3.842170835E-1,-4.442857504E-1
1.673496583E0,8.615453839E-1,3.532160223E-1,-4.415616095E-1
1.683547583E0,7.328785062E-1,3.001029789E-1,-4.539943039E-1
1.693598583E0,5.625051856E-1,2.272631377E-1,-4.594010413E-1
1.703649583E0,3.801369667E-1,1.553458422E-1,-4.722106457E-1
1.713700583E0,2.135589123E-1,1.325915307E-1,-4.781398773E-1
1.723750583E0,8.636140823E-2,1.335469186E-1,-4.757041335E-1
1.733801583E0,2.445063926E-2,1.433873028E-1,-4.482972920E-1
1.743852583E0,4.528967198E-3,1.736613959E-1,-3.928105235E-1
1.753903917E0,1.096050069E-2,2.330522835E-1,-3.197967708E-1
1.763954917E0,1.451770216E-2,3.094823658E-1,-2.538694739E-1
1.774005917E0,1.466896944E-2,3.981901407E-1,-2.209501117E-1
1.784056917E0,1.271602884E-2,4.965122938E-1,-2.023405433E-1
1.794107917E0,1.143291779E-2,5.771091580E-1,-1.899469942E-1
1.804158917E0,1.478627697E-2,5.940050483E-1,-1.949858963E-1
1.814209917E0,1.307093538E-2,5.502290726E-1,-2.480680197E-1
1.824260917E0,-2.480481518E-3,5.201359987E-1,-3.261438608E-1
1.834311917E0,-2.427233011E-2,4.353736639E-1,-3.926946819E-1
1.844361917E0,-6.401167065E-2,3.437747359E-1,-4.599996805E-1
1.854412917E0,-1.128524467E-1,2.106851488E-1,-5.229941607E-1
1.864463917E0,-1.683006138E-1,3.737857193E-2,-5.920404196E-1
1.874514917E0,-2.297101766E-1,-1.258843839E-1,-6.616847515E-1
1.884565917E0,-2.868806720E-1,-2.389538586E-1,-7.060225606E-1
1.894616917E0,-3.162817061E-1,-2.868455052E-1,-7.090737224E-1
1.904667917E0,-3.280647993E-1,-2.907836139E-1,-6.638510823E-1
1.914718917E0,-3.120181859E-1,-2.777477205E-1,-5.973687172E-1
1.924769917E0,-2.788631618E-1,-2.432847768E-1,-5.186367035E-1
1.934820917E0,-2.445736378E-1,-2.476284057E-1,-4.811867774E-1
1.944870917E0,-2.113094926E-1,-2.637157142E-1,-4.816320539E-1
1.954921917E0,-1.851170361E-1,-3.111399412E-1,-5.252935290E-1
1.964972917E0,-1.590794474E-1,-3.437022567E-1,-6.037217379E-1
1.975023917E0,-1.316012144E-1,-3.888391256E-1,-6.919123530E-1
1.985074917E0,-9.924571961E-2,-4.371612668E-1,-7.444922328E-1
1.995125917E0,-8.230375499E-2,-4.310354590E-1,-7.714074850E-1
2.005176917E0,-6.301552057E-2,-4.032951295E-1,-7.534298897E-1
2.015227917E0,-4.026946798E-2,-3.654036820E-1,-6.897616982E-1
2.025278917E0,-2.514913119E-2,-3.022226393E-1,-5.779770017E-1
2.035329917E0,-1.880228519E-2,-2.294309884E-1,-4.253920019E-1
2.045380917E0,-3.997141868E-2,-1.396154165E-1,-2.617474198E-1
2.055431917E0,-9.050596505E-2,-4.940029979E-2,-1.183042228E-1
2.065481917E0,-1.615436375E-1,5.492965132E-2,1.823830605E-2
2.075532917E0,-2.418643087E-1,1.437420696E-1,1.249865890E-1
2.085583917E0,-3.192982972E-1,7.035866380E-2,1.315935552E-1
2.095634917E0,-3.911133707E-1,-6.326224655E-2,6.538231671E-2
2.105685917E0,-4.186137915E-1,-2.512633502E-1,-2.220487408E-2
2.115736917E0,-3.903456628E-1,-4.308522940E-1,-9.847728163E-2
2.125787917E0,-3.196816146E-1,-5.499305129E-1,-1.331289411E-1
2.135838917E0,-2.219939679E-1,-6.100849509E-1,-1.080712527E-1
2.145889917E0,-1.270177364E-1,-6.339583397E-1,-5.792761967E-2
2.155940917E0,-7.642752677E-2,-6.133140326E-1,-1.745183021E-2
2.165991917E0,-8.182050288E-2,-5.313059092E-1,8.462348953E-3
2.176041917E0,-1.301081479E-1,-4.297010005E-1,3.181773797E-2
2.186092917E0,-2.035538852E-1,-3.204217553E-1,6.272175163E-2
2.196143917E0,-2.705073357E-1,-2.272672951E-1,8.667954803E-2
2.206194917E0,-3.395241499E-1,-1.886813194E-1,6.045162678E-2
2.216245917E0,-4.048813283E-1,-1.905026436E-1,6.056048442E-4
2.226296917E0,-4.648869932E-1,-1.895946413E-1,-5.536099896E-2
2.236347917E0,-5.083618164E-1,-1.515367478E-1,-8.747152984E-2
2.246398917E0,-5.436975360E-1,-1.028396189E-1,-9.797057509E-2
2.256449917E0,-5.579257607E-1,-5.008506030E-2,-9.996396303E-2
2.266500917E0,-5.569783449E-1,-1.346407458E-2,-8.521790802E-2
2.276551917E0,-5.166075230E-1,-1.703217812E-2,-3.746210039E-2
2.286602917E0,-4.347541630E-1,-4.084736109E-2,4.378808290E-2
2.296652917E0,-3.175465763E-1,-6.324667484E-2,1.594542414E-1
2.306703917E0,-1.995927989E-1,-5.760475248E-2,2.774218619E-1
2.316754917E0,-1.083302572E-1,-2.134208567E-2,3.693493903E-1
2.326805917E0,-5.650167540E-2,4.009013623E-2,4.058567882E-1
2.336856917E0,-3.897621110E-2,8.059841394E-2,4.084885120E-1
2.346907917E0,-5.268777162E-2,9.391925484E-2,3.892977834E-1
2.356958917E0,-8.641777188E-2,7.895069569E-2,3.584794104E-1
2.367009917E0,-1.395321190E-1,4.661780968E-2,3.335900307E-1
2.377060917E0,-1.957114935E-1,1.048723422E-2,3.214236498E-1
2.387111917E0,-2.513774037E-1,-3.793112934E-2,3.242785037E-1
2.397162917E0,-2.990488112E-1,-6.587620825E-2,3.446029723E-1
2.407212917E0,-3.439130485E-1,-5.317187682E-2,3.752576411E-1
2.417263917E0,-3.949205577E-1,1.012613717E-2,4.268047214E-1
2.427314917E0,-4.651426971E-1,8.810477704E-2,4.915455878E-1
2.437365917E0,-5.406856537E-1,1.338456422E-1,5.225903392E-1
2.447416917E0,-6.040649414E-1,1.468708366E-1,5.007154346E-1
2.457467917E0,-6.530231237E-1,1.455453932E-1,4.530784488E-1
2.467518917E0,-6.742766500E-1,1.305263042E-1,4.144134223E-1
2.477569917E0,-6.469371915E-1,8.826859295E-2,3.983218074E-1
2.487620917E0,-5.976019502E-1,4.719385132E-2,3.836822212E-1
2.497671917E0,-5.394605994E-1,-4.352698103E-3,3.632746935E-1
2.507722917E0,-4.925265610E-1,-5.475882813E-2,3.312822282E-1
2.517772917E0,-4.623420238E-1,-8.178591728E-2,2.850998342E-1
2.527823917E0,-4.299556017E-1,-5.493843928E-2,2.106345594E-1
2.537874917E0,-3.555343747E-1,7.101229392E-3,1.082282886E-1
2.547925917E0,-2.454299033E-1,4.588402063E-2,3.562194854E-2
2.557976917E0,-1.096976250E-1,4.910564423E-2,9.710457176E-3
2.568027917E0,2.862001583E-2,-3.133410588E-2,3.995468095E-2
2.578078917E0,1.174268499E-1,-1.563434154E-1,9.530502558E-2
2.588129917E0,8.521030843E-2,-2.399374098E-1,1.638582945E-1
2.598180917E0,-4.651602730E-2,-2.989093661E-1,2.229839265E-1
2.608231917E0,-2.316522300E-1,-2.763465643E-1,2.694022059E-1
2.618282917E0,-4.323839843E-1,-1.949917674E-1,3.026565611E-1
2.628332917E0,-6.205956936E-1,-1.039188728E-1,3.356688619E-1
2.638383917E0,-7.309645414E-1,-7.528243959E-2,4.107846618E-1
2.648434917E0,-5.131663084E-1,-6.493726969E-1,3.307017386E-1
2.658485917E0,-3.817574382E-1,-5.904121399E-1,3.347217739E-1
2.668536917E0,-2.809022367E-1,-6.462883949E-1,4.624792039E-1
2.678587917E0,-1.873755008E-1,-6.973508000E-1,4.974670112E-1
2.688638917E0,-4.923068732E-2,-5.018972158E-1,4.929687381E-1
2.698689917E0,1.774519980E-1,-1.381794214E-1,4.885904789E-1
2.708740917E0,3.961978853E-1,1.953758448E-1,4.768638611E-1
2.718791917E0,4.739424884E-1,3.889700770E-1,4.962628484E-1
2.728842917E0,3.892636597E-1,4.449910522E-1,4.971948564E-1
2.738892917E0,1.826830506E-1,4.884069562E-1,4.471465945E-1
2.748943917E0,-2.935617864E-1,4.062643945E-1,3.731916845E-1
2.758995042E0,-1.072215438E0,-1.340093851E0,6.372483969E-1
2.769046042E0,-9.794847965E-1,-1.026318192E0,9.641746283E-1
2.779097042E0,-4.762112796E-1,-7.799714804E-1,1.038096070E0
2.789148042E0,-4.123468995E-1,-1.133687139E0,8.205279708E-1
2.799199042E0,-4.940713346E-1,-9.611105323E-1,7.152308226E-1
2.809250042E0,-6.144485474E-1,-8.018701673E-1,6.824502349E-1
2.819301042E0,-8.079002500E-1,-3.104298711E-1,6.398777366E-1
2.829352042E0,-1.086879253E0,6.056880355E-1,5.672699213E-1
2.839403042E0,-1.334464788E0,1.321181893E0,5.626184344E-1
2.849454042E0,-1.327816248E0,1.501209021E0,6.515114903E-1
2.859504042E0,-1.041063905E0,1.424507380E0,6.639255881E-1
2.869555042E0,-6.006739140E-1,9.460924864E-1,6.301807165E-1
2.879606042E0,-2.300806493E-1,3.671460450E-1,5.233996511E-1
2.889657042E0,-6.646822393E-2,-3.020008653E-2,3.999637365E-1
2.899708042E0,-1.104577854E-1,-1.101116985E-1,3.093132079E-1
2.909759042E0,-2.925236821E-1,7.687513530E-2,2.451531738E-1
2.919810042E0,-5.054883957E-1,3.386934400E-1,2.387626469E-1
2.929861042E0,-6.638253927E-1,5.431692004E-1,3.049312234E-1
2.939912042E0,-7.641668916E-1,5.581721663E-1,4.453799129E-1
2.949963042E0,-8.270977139E-1,6.111083627E-1,5.708097816E-1
2.960014042E0,-7.912086844E-1,5.269935131E-1,6.588570476E-1
2.970064042E0,-7.041200995E-1,4.485666454E-1,6.819886565E-1
2.980115042E0,-5.267248154E-1,4.413262904E-1,6.449598074E-1
2.990166042E0,-3.304403722E-1,3.631829023E-1,5.691998005E-1
3.000217042E0,-1.360967457E-1,1.949147880E-1,4.593745470E-1
3.010268042E0,4.206239060E-2,7.228403352E-3,3.415869772E-1
3.020319042E0,1.772689372E-1,-4.456795007E-2,2.373681515E-1
3.030370042E0,2.729283571E-1,1.830883473E-1,1.720206141E-1
3.040421042E0,1.683547944E-1,2.717625499E-1,1.836397201E-1
3.050472042E0,2.605074085E-2,2.312691808E-1,2.896606326E-1
3.060523042E0,-3.791575553E-3,3.584098220E-1,3.253006339E-1
3.070574042E0,-1.036909875E-2,5.614267588E-1,3.071065843E-1
3.080624042E0,-3.143550083E-2,6.509824991E-1,3.248488307E-1
3.090675042E0,-1.753031462E-2,5.927096009E-1,3.642198741E-1
3.100726042E0,4.228241742E-2,4.291427732E-1,3.839914203E-1
3.110777042E0,1.368224919E-1,2.678393126E-1,4.024187922E-1
3.120828042E0,2.185333371E-1,1.459834427E-1,4.213392138E-1
3.130879042E0,2.338474989E-1,9.988203645E-2,4.352153838E-1
3.140930042E0,1.832919121E-1,1.153946817E-1,4.338371754E-1
3.150981042E0,9.483671188E-2,2.424424440E-1,4.394056797E-1
3.161032042E0,2.059018053E-2,3.507460058E-1,4.467669129E-1
3.171083042E0,-1.991613396E-2,3.731288016E-1,4.494864643E-1
3.181134042E0,-5.294846371E-3,3.197555840E-1,4.310187697E-1
3.191184042E0,6.653441489E-2,2.185461372E-1,4.009806812E-1
3.201235042E0,1.670913845E-1,8.351214975E-2,3.647664785E-1
3.211286042E0,2.631777823E-1,-7.985860854E-2,3.504001200E-1
3.221337042E0,3.240201175E-1,-2.094762623E-1,3.465425372E-1
3.231388042E0,2.819219232E-1,-2.256160676E-1,3.529943228E-1
3.241439042E0,1.345609725E-1,-1.106106564E-1,3.528667390E-1
3.251490042E0,-4.278128967E-2,1.164694801E-1,3.412597179E-1
3.261541042E0,-1.575789750E-1,3.393827081E-1,3.174862266E-1
3.271592042E0,-1.857610345E-1,4.627753496E-1,2.939043641E-1
3.281643042E0,-1.333633512E-1,4.701792002E-1,2.665859163E-1
3.291694042E0,-1.348519325E-2,3.600634336E-1,2.321639806E-1
3.301745042E0,1.323657483E-1,1.559595615E-1,1.951561719E-1
3.311795042E0,2.411634922E-1,-6.303592771E-2,1.828138381E-1
3.321846042E0,3.088000715E-1,-2.122059613E-1,1.725351065E-1
3.331897042E0,3.014416397E-1,-2.779131830E-1,1.911569983E-1
3.341948042E0,2.163136899E-1,-2.718936503E-1,2.402643561E-1
3.351999042E0,5.286940187E-2,-1.778544188E-1,2.995126545E-1
3.362050042E0,-1.214448735E-1,-1.615286060E-2,3.562662303E-1
3.372101042E0,-2.468801588E-1,1.631507725E-1,3.767820299E-1
3.382152042E0,-3.165260553E-1,2.916291356E-1,3.696287870E-1
3.392203042E0,-3.221257031E-1,3.320919275E-1,3.429308236E-1
3.402254042E0,-2.789936662E-1,2.533127069E-1,2.949763536E-1
3.412305042E0,-2.110051215E-1,1.010911912E-1,2.504609823E-1
3.422355042E0,-1.452551484E-1,-5.997812003E-2,2.139817774E-1
3.432406042E0,-9.349164367E-2,-1.298991591E-1,1.815706640E-1
3.442457042E0,-1.066897362E-1,-6.856575608E-2,1.762991995E-1
3.452508042E0,-1.826038659E-1,7.145416737E-2,1.846321970E-1
3.462559042E0,-3.119783700E-1,2.070357054E-1,1.901614517E-1
3.472610042E0,-4.448980689E-1,3.203523755E-1,1.847816110E-1
3.482661042E0,-5.374178886E-1,3.813163936E-1,1.637109369E-1
3.492712042E0,-5.665974021E-1,3.353098631E-1,1.346774250E-1
3.502763042E0,-5.244869590E-1,2.108725756E-1,1.008451506E-1
3.512814042E0,-4.330714941E-1,6.399495900E-2,8.980310708E-2
3.522865042E0,-3.169523180E-1,-5.405578390E-2,9.547004849E-2
3.532915042E0,-2.256339043E-1,-1.559564024E-1,1.112107635E-1
3.542966042E0,-1.966571063E-1,-1.923990995E-1,1.383622140E-1
3.553017042E0,-2.502141297E-1,-1.084862575E-1,1.811708957E-1
3.563068042E0,-3.482552171E-1,2.877892368E-2,2.190530300E-1
3.573119042E0,-4.218318164E-1,1.769738495E-1,2.251548767E-1
3.583170042E0,-4.183263183E-1,2.646256387E-1,2.144694775E-1
3.593221042E0,-3.285105526E-1,2.414171398E-1,1.859382391E-1
3.603272042E0,-1.768051684E-1,1.104998663E-1,1.554114968E-1
3.613323042E0,-7.266148459E-3,-6.870006025E-2,1.367715150E-1
3.623374042E0,1.152725518E-1,-2.299256921E-1,1.243678406E-1
3.633425042E0,1.371445656E-1,-2.660637200E-1,1.211981475E-1
3.643475042E0,6.153102592E-2,-1.641096622E-1,1.299373060E-1
3.653526042E0,-5.971147865E-2,-3.179090843E-2,1.352226883E-1
3.663577042E0,-1.721373498E-1,9.880358726E-2,1.500530392E-1
3.673628042E0,-2.332901508E-1,1.941168606E-1,1.569603980E-1
3.683679042E0,-2.193285227E-1,2.196358144E-1,1.501839906E-1
3.693730042E0,-1.578404456E-1,1.701179296E-1,1.262668520E-1
3.703781042E0,-8.029797673E-2,8.743689954E-2,8.860895038E-2
3.713832042E0,-9.485110641E-3,-4.199045151E-2,5.187290162E-2
3.723883042E0,4.509318247E-2,-1.594473124E-1,3.439377993E-2
3.733934042E0,7.105743885E-2,-2.355979085E-1,2.723723836E-2
3.743985042E0,5.682923645E-2,-2.575498223E-1,3.133238107E-2
3.754035042E0,-7.236381993E-3,-2.167096883E-1,3.904200718E-2
3.764086292E0,-9.108893573E-2,-1.490653902E-1,5.030318722E-2
3.774137292E0,-1.599743664E-1,-8.842176199E-2,8.007474244E-2
3.784188292E0,-1.885191798E-1,-4.710600898E-2,1.058291122E-1
3.794239292E0,-1.843536943E-1,-3.437574580E-2,1.281090230E-1
3.804290292E0,-1.563439071E-1,-5.106071755E-2,1.455149055E-1
3.814341292E0,-8.826917410E-2,-1.136114895E-1,1.517053992E-1
3.824392292E0,1.097006723E-2,-1.996363848E-1,1.650928557E-1
